pref	genome	S_alg	k	d	real(s)	sys(s)	user(s)	percent_CPU	max_RAM(kb)	FS_inputs	FS_outputs	elapsed_time_alt(s)
sars-cov-2.590k.k63.S_local.k_31.d_1	sars-cov-2.590k.k63	local	31	1	1.12	0.04	1.08	99%	38212	0	0	1.132674
sars-cov-2.590k.k63.S_local.k_31.d_2	sars-cov-2.590k.k63	local	31	2	1.15	0.02	1.12	99%	38300	0	0	1.155352
sars-cov-2.590k.k63.S_local.k_31.d_3	sars-cov-2.590k.k63	local	31	3	1.24	0.04	1.19	99%	38556	0	0	1.25216
sars-cov-2.590k.k63.S_local.k_31.d_4	sars-cov-2.590k.k63	local	31	4	1.82	0.03	1.78	99%	38556	0	0	1.829571
sars-cov-2.590k.k63.S_local.k_31.d_5	sars-cov-2.590k.k63	local	31	5	3.68	0.03	3.64	99%	38556	0	0	3.693952
sars-cov-2.590k.k63.S_global.k_61.d_na	sars-cov-2.590k.k63	global	61	na	13.21	0.10	13.09	99%	222024	0	0	13.218242
sars-cov-2.590k.k63.S_local.k_61.d_1	sars-cov-2.590k.k63	local	61	1	2.78	0.07	2.70	99%	138020	0	0	2.785173
sars-cov-2.590k.k63.S_local.k_61.d_2	sars-cov-2.590k.k63	local	61	2	2.97	0.03	2.93	99%	138020	0	0	2.978548
sars-cov-2.590k.k63.S_local.k_61.d_3	sars-cov-2.590k.k63	local	61	3	3.24	0.07	3.17	99%	138020	0	0	3.251888
sars-cov-2.590k.k63.S_local.k_61.d_4	sars-cov-2.590k.k63	local	61	4	4.76	0.06	4.69	99%	138020	0	0	4.772304
sars-cov-2.590k.k63.S_local.k_61.d_5	sars-cov-2.590k.k63	local	61	5	9.76	0.07	9.69	99%	138020	0	0	9.773011
spneumo_pangenome-616.k63.S_global.k_61.d_na	spneumo_pangenome-616.k63	global	61	na	66.00	0.35	65.59	99%	825752	0	0	66.007282
spneumo_pangenome-616.k63.S_local.k_61.d_1	spneumo_pangenome-616.k63	local	61	1	13.91	0.15	13.75	99%	540332	0	0	13.922401
spneumo_pangenome-616.k63.S_local.k_61.d_2	spneumo_pangenome-616.k63	local	61	2	14.22	0.17	14.03	99%	540332	0	0	14.227908
spneumo_pangenome-616.k63.S_local.k_61.d_3	spneumo_pangenome-616.k63	local	61	3	16.00	0.17	15.82	99%	540332	0	0	16.00685
spneumo_pangenome-616.k63.S_local.k_61.d_4	spneumo_pangenome-616.k63	local	61	4	21.45	0.20	21.22	99%	540332	0	0	21.454613
spneumo_pangenome-616.k63.S_local.k_61.d_5	spneumo_pangenome-616.k63	local	61	5	44.89	0.19	44.67	99%	540332	0	0	44.900766
spneumoniae.S_global.k_8.d_na	spneumoniae	global	8	na	0.10	0.01	0.08	99%	5548	0	0	0.110224
spneumoniae.S_local.k_8.d_1	spneumoniae	local	8	1	0.07	0.00	0.06	100%	4780	0	0	0.07702
spneumoniae.S_local.k_8.d_2	spneumoniae	local	8	2	0.08	0.00	0.07	98%	4956	0	0	0.084546
spneumoniae.S_local.k_8.d_3	spneumoniae	local	8	3	0.09	0.01	0.07	94%	5100	0	0	0.104064
spneumoniae.S_local.k_8.d_4	spneumoniae	local	8	4	0.10	0.00	0.08	93%	5656	0	0	0.103599
spneumoniae.S_local.k_8.d_5	spneumoniae	local	8	5	0.08	0.00	0.08	98%	5764	0	0	0.091984
spneumoniae.S_global.k_9.d_na	spneumoniae	global	9	na	0.22	0.01	0.17	82%	9716	0	0	0.232982
spneumoniae.S_local.k_9.d_1	spneumoniae	local	9	1	0.17	0.00	0.12	77%	6356	0	0	0.173813
spneumoniae.S_local.k_9.d_2	spneumoniae	local	9	2	0.16	0.00	0.12	75%	6652	0	0	0.169871
spneumoniae.S_local.k_9.d_3	spneumoniae	local	9	3	0.18	0.00	0.13	73%	7884	0	0	0.188426
spneumoniae.S_local.k_9.d_4	spneumoniae	local	9	4	0.18	0.00	0.12	70%	10244	0	0	0.188844
spneumoniae.S_local.k_9.d_5	spneumoniae	local	9	5	0.20	0.00	0.13	73%	10408	0	0	0.203752
spneumoniae.S_global.k_10.d_na	spneumoniae	global	10	na	0.47	0.01	0.46	99%	24012	0	0	0.480872
spneumoniae.S_local.k_10.d_1	spneumoniae	local	10	1	0.26	0.03	0.23	99%	12668	0	0	0.270746
spneumoniae.S_local.k_10.d_2	spneumoniae	local	10	2	0.50	0.01	0.22	47%	13120	0	0	0.510739
spneumoniae.S_local.k_10.d_3	spneumoniae	local	10	3	0.54	0.02	0.24	49%	16108	0	0	0.550131
spneumoniae.S_local.k_10.d_4	spneumoniae	local	10	4	0.71	0.00	0.39	55%	24820	0	0	0.724297
spneumoniae.S_local.k_10.d_5	spneumoniae	local	10	5	0.82	0.00	0.43	52%	26404	0	0	0.833797
spneumoniae.S_global.k_11.d_na	spneumoniae	global	11	na	2.18	0.02	1.60	74%	50528	0	0	2.194733
spneumoniae.S_local.k_11.d_1	spneumoniae	local	11	1	1.24	0.04	0.58	50%	21160	0	0	1.246321
spneumoniae.S_local.k_11.d_2	spneumoniae	local	11	2	1.21	0.03	0.73	63%	21564	0	0	1.216976
spneumoniae.S_local.k_11.d_3	spneumoniae	local	11	3	1.28	0.00	0.78	61%	24556	0	0	1.290797
spneumoniae.S_local.k_11.d_4	spneumoniae	local	11	4	1.55	0.03	0.93	62%	36436	0	0	1.56187
spneumoniae.S_local.k_11.d_5	spneumoniae	local	11	5	2.25	0.02	1.41	63%	52276	0	0	2.258615
spneumoniae.S_global.k_12.d_na	spneumoniae	global	12	na	3.44	0.04	2.56	75%	75364	0	0	3.449882
spneumoniae.S_local.k_12.d_1	spneumoniae	local	12	1	2.03	0.06	1.31	67%	21160	0	0	2.042805
spneumoniae.S_local.k_12.d_2	spneumoniae	local	12	2	2.41	0.05	1.96	83%	21452	0	0	2.424141
spneumoniae.S_local.k_12.d_3	spneumoniae	local	12	3	2.82	0.03	2.42	87%	23764	0	0	2.829989
spneumoniae.S_local.k_12.d_4	spneumoniae	local	12	4	3.20	0.03	2.49	78%	38284	0	0	3.212695
spneumoniae.S_local.k_12.d_5	spneumoniae	local	12	5	4.88	0.04	3.53	73%	70492	0	0	4.886262
spneumoniae.S_global.k_13.d_na	spneumoniae	global	13	na	4.46	0.06	3.16	72%	93540	0	0	4.473069
spneumoniae.S_local.k_13.d_1	spneumoniae	local	13	1	2.41	0.04	1.40	60%	38056	0	0	2.414863
spneumoniae.S_local.k_13.d_2	spneumoniae	local	13	2	2.52	0.04	1.54	63%	38432	0	0	2.527984
spneumoniae.S_local.k_13.d_3	spneumoniae	local	13	3	2.15	0.02	1.36	64%	41452	0	0	2.163952
spneumoniae.S_local.k_13.d_4	spneumoniae	local	13	4	2.97	0.02	2.01	68%	55180	0	0	2.976314
spneumoniae.S_local.k_13.d_5	spneumoniae	local	13	5	4.85	0.05	3.17	66%	88972	0	0	4.858743
spneumoniae.S_global.k_14.d_na	spneumoniae	global	14	na	3.97	0.04	2.69	68%	99340	0	0	3.982264
spneumoniae.S_local.k_14.d_1	spneumoniae	local	14	1	2.49	0.03	1.51	62%	38268	0	0	2.495332
spneumoniae.S_local.k_14.d_2	spneumoniae	local	14	2	2.45	0.04	1.81	75%	38640	0	0	2.460788
spneumoniae.S_local.k_14.d_3	spneumoniae	local	14	3	2.28	0.01	1.75	77%	41716	0	0	2.285333
spneumoniae.S_local.k_14.d_4	spneumoniae	local	14	4	2.84	0.03	2.24	80%	49108	0	0	2.852748
spneumoniae.S_local.k_14.d_5	spneumoniae	local	14	5	3.42	0.06	2.27	68%	67588	0	0	3.429177
spneumoniae.S_global.k_15.d_na	spneumoniae	global	15	na	4.14	0.05	2.76	67%	101300	0	0	4.153574
spneumoniae.S_local.k_15.d_1	spneumoniae	local	15	1	2.57	0.03	1.54	61%	38652	0	0	2.578474
spneumoniae.S_local.k_15.d_2	spneumoniae	local	15	2	2.47	0.02	1.64	67%	39056	0	0	2.479788
spneumoniae.S_local.k_15.d_3	spneumoniae	local	15	3	2.29	0.00	1.50	65%	40132	0	0	2.301466
spneumoniae.S_local.k_15.d_4	spneumoniae	local	15	4	2.39	0.02	1.87	79%	44092	0	0	2.396829
spneumoniae.S_local.k_15.d_5	spneumoniae	local	15	5	3.21	0.02	2.39	75%	49108	0	0	3.22024
spneumoniae.S_global.k_16.d_na	spneumoniae	global	16	na	5.01	0.03	3.34	67%	101988	0	0	5.022613
spneumoniae.S_local.k_16.d_1	spneumoniae	local	16	1	2.45	0.01	1.79	73%	38736	0	0	2.458039
spneumoniae.S_local.k_16.d_2	spneumoniae	local	16	2	2.71	0.01	1.63	60%	39112	0	0	2.719255
spneumoniae.S_local.k_16.d_3	spneumoniae	local	16	3	2.36	0.01	1.65	70%	39424	0	0	2.371333
spneumoniae.S_local.k_16.d_4	spneumoniae	local	16	4	2.28	0.01	1.51	67%	41188	0	0	2.285407
spneumoniae.S_local.k_16.d_5	spneumoniae	local	16	5	2.50	0.03	1.88	76%	42508	0	0	2.509495
spneumoniae.S_global.k_17.d_na	spneumoniae	global	17	na	4.52	0.06	3.09	69%	102252	0	0	4.524154
spneumoniae.S_local.k_17.d_1	spneumoniae	local	17	1	2.55	0.02	1.48	59%	39076	0	0	2.556946
spneumoniae.S_local.k_17.d_2	spneumoniae	local	17	2	2.31	0.01	1.51	66%	39560	0	0	2.313045
spneumoniae.S_local.k_17.d_3	spneumoniae	local	17	3	2.32	0.02	1.45	63%	39340	0	0	2.330116
spneumoniae.S_local.k_17.d_4	spneumoniae	local	17	4	2.71	0.02	1.89	70%	41452	0	0	2.715488
spneumoniae.S_local.k_17.d_5	spneumoniae	local	17	5	2.73	0.01	1.65	61%	41716	0	0	2.737917
spneumoniae.S_global.k_18.d_na	spneumoniae	global	18	na	4.57	0.06	3.16	70%	102404	0	0	4.574959
spneumoniae.S_local.k_18.d_1	spneumoniae	local	18	1	2.26	0.00	1.41	62%	39076	0	0	2.270789
spneumoniae.S_local.k_18.d_2	spneumoniae	local	18	2	2.59	0.01	1.78	69%	39076	0	0	2.595686
spneumoniae.S_local.k_18.d_3	spneumoniae	local	18	3	2.54	0.01	1.53	61%	39604	0	0	2.550243
spneumoniae.S_local.k_18.d_4	spneumoniae	local	18	4	2.54	0.02	1.84	73%	39604	0	0	2.551981
spneumoniae.S_local.k_18.d_5	spneumoniae	local	18	5	2.44	0.01	1.62	67%	41452	0	0	2.45269
spneumoniae.S_global.k_19.d_na	spneumoniae	global	19	na	4.89	0.07	3.50	73%	102512	0	0	4.89396
spneumoniae.S_local.k_19.d_1	spneumoniae	local	19	1	2.33	0.02	1.45	63%	39076	0	0	2.342494
spneumoniae.S_local.k_19.d_2	spneumoniae	local	19	2	2.38	0.01	1.48	62%	39340	0	0	2.391877
spneumoniae.S_local.k_19.d_3	spneumoniae	local	19	3	2.27	0.01	1.19	53%	40924	0	0	2.279992
spneumoniae.S_local.k_19.d_4	spneumoniae	local	19	4	2.35	0.02	1.45	62%	40924	0	0	2.361955
spneumoniae.S_local.k_19.d_5	spneumoniae	local	19	5	2.55	0.03	2.11	84%	40924	0	0	2.557267
spneumoniae.S_global.k_20.d_na	spneumoniae	global	20	na	4.84	0.04	3.41	71%	102568	0	0	4.851393
spneumoniae.S_local.k_20.d_1	spneumoniae	local	20	1	2.51	0.01	1.47	59%	39236	0	0	2.518095
spneumoniae.S_local.k_20.d_2	spneumoniae	local	20	2	2.47	0.03	1.66	68%	39604	0	0	2.475664
spneumoniae.S_local.k_20.d_3	spneumoniae	local	20	3	2.29	0.01	1.30	57%	39304	0	0	2.302455
spneumoniae.S_local.k_20.d_4	spneumoniae	local	20	4	2.64	0.01	1.39	53%	39868	0	0	2.645958
spneumoniae.S_local.k_20.d_5	spneumoniae	local	20	5	2.48	0.01	1.65	66%	39868	0	0	2.486952
spneumoniae.S_global.k_21.d_na	spneumoniae	global	21	na	5.24	0.04	3.72	71%	102580	0	0	5.246539
spneumoniae.S_local.k_21.d_1	spneumoniae	local	21	1	2.18	0.02	1.04	48%	39340	0	0	2.186497
spneumoniae.S_local.k_21.d_2	spneumoniae	local	21	2	2.18	0.02	1.08	51%	39804	0	0	2.187385
spneumoniae.S_local.k_21.d_3	spneumoniae	local	21	3	2.53	0.01	1.16	46%	39604	0	0	2.543897
spneumoniae.S_local.k_21.d_4	spneumoniae	local	21	4	2.53	0.00	1.49	59%	39868	0	0	2.540646
spneumoniae.S_local.k_21.d_5	spneumoniae	local	21	5	2.27	0.01	1.17	52%	40660	0	0	2.278699
spneumoniae.S_global.k_22.d_na	spneumoniae	global	22	na	5.50	0.07	3.99	73%	102752	0	0	5.509547
spneumoniae.S_local.k_22.d_1	spneumoniae	local	22	1	2.59	0.01	1.24	48%	39612	0	0	2.593309
spneumoniae.S_local.k_22.d_2	spneumoniae	local	22	2	2.44	0.02	1.32	55%	40132	0	0	2.450716
spneumoniae.S_local.k_22.d_3	spneumoniae	local	22	3	2.60	0.02	1.19	46%	40132	0	0	2.610983
spneumoniae.S_local.k_22.d_4	spneumoniae	local	22	4	2.34	0.01	1.33	57%	39868	0	0	2.34961
spneumoniae.S_local.k_22.d_5	spneumoniae	local	22	5	2.64	0.01	1.31	50%	39868	0	0	2.644792
spneumoniae.S_global.k_23.d_na	spneumoniae	global	23	na	4.84	0.04	3.41	71%	102816	0	0	4.854157
spneumoniae.S_local.k_23.d_1	spneumoniae	local	23	1	2.56	0.01	1.11	44%	39744	0	0	2.564469
spneumoniae.S_local.k_23.d_2	spneumoniae	local	23	2	2.27	0.01	1.39	61%	39744	0	0	2.281594
spneumoniae.S_local.k_23.d_3	spneumoniae	local	23	3	2.62	0.02	1.16	45%	39604	0	0	2.623354
spneumoniae.S_local.k_23.d_4	spneumoniae	local	23	4	2.31	0.02	1.23	54%	39868	0	0	2.321713
spneumoniae.S_local.k_23.d_5	spneumoniae	local	23	5	2.34	0.00	1.38	59%	39868	0	0	2.345097
spneumoniae.S_global.k_31.d_na	spneumoniae	global	31	na	5.99	0.06	4.46	75%	103224	0	0	6.001849
spneumoniae.S_local.k_31.d_1	spneumoniae	local	31	1	2.38	0.02	1.22	52%	39868	0	0	2.385071
spneumoniae.S_local.k_31.d_2	spneumoniae	local	31	2	2.61	0.02	1.22	47%	41188	0	0	2.623181
spneumoniae.S_local.k_31.d_3	spneumoniae	local	31	3	2.35	0.02	1.16	50%	41188	0	0	2.358406
spneumoniae.S_local.k_31.d_4	spneumoniae	local	31	4	2.34	0.00	1.26	54%	41188	0	0	2.350613
spneumoniae.S_local.k_31.d_5	spneumoniae	local	31	5	2.51	0.00	1.38	55%	41188	0	0	2.515161
spneumoniae.S_global.k_61.d_na	spneumoniae	global	61	na	6.15	0.04	6.11	99%	125204	0	0	6.161524
spneumoniae.S_local.k_61.d_1	spneumoniae	local	61	1	1.36	0.02	1.33	99%	73896	0	0	1.370675
spneumoniae.S_local.k_61.d_2	spneumoniae	local	61	2	1.48	0.02	1.45	99%	73896	0	0	1.48621
spneumoniae.S_local.k_61.d_3	spneumoniae	local	61	3	1.37	0.02	1.34	99%	73896	0	0	1.381258
spneumoniae.S_local.k_61.d_4	spneumoniae	local	61	4	1.30	0.02	1.27	99%	73896	0	0	1.311221
spneumoniae.S_local.k_61.d_5	spneumoniae	local	61	5	1.39	0.00	1.38	99%	73896	0	0	1.402739
spneumoniae-pangenome.S_global.k_8.d_na	spneumoniae-pangenome	global	8	na	0.49	0.01	0.47	99%	5548	0	0	0.495775
spneumoniae-pangenome.S_local.k_8.d_1	spneumoniae-pangenome	local	8	1	0.53	0.00	0.52	99%	4780	0	0	0.540377
spneumoniae-pangenome.S_local.k_8.d_2	spneumoniae-pangenome	local	8	2	0.59	0.02	0.56	99%	4912	0	0	0.595042
spneumoniae-pangenome.S_local.k_8.d_3	spneumoniae-pangenome	local	8	3	0.48	0.00	0.47	99%	5324	0	0	0.485399
spneumoniae-pangenome.S_local.k_8.d_4	spneumoniae-pangenome	local	8	4	0.39	0.00	0.38	99%	5644	0	0	0.395257
spneumoniae-pangenome.S_local.k_8.d_5	spneumoniae-pangenome	local	8	5	0.45	0.01	0.44	99%	5760	0	0	0.460528
spneumoniae-pangenome.S_global.k_9.d_na	spneumoniae-pangenome	global	9	na	0.64	0.00	0.59	93%	9740	0	0	0.649951
spneumoniae-pangenome.S_local.k_9.d_1	spneumoniae-pangenome	local	9	1	0.59	0.01	0.55	95%	6504	0	0	0.595496
spneumoniae-pangenome.S_local.k_9.d_2	spneumoniae-pangenome	local	9	2	0.59	0.00	0.54	92%	6912	0	0	0.595375
spneumoniae-pangenome.S_local.k_9.d_3	spneumoniae-pangenome	local	9	3	0.55	0.00	0.51	94%	8468	0	0	0.55486
spneumoniae-pangenome.S_local.k_9.d_4	spneumoniae-pangenome	local	9	4	0.60	0.01	0.54	90%	10228	0	0	0.612374
spneumoniae-pangenome.S_local.k_9.d_5	spneumoniae-pangenome	local	9	5	0.58	0.00	0.53	91%	10468	0	0	0.590673
spneumoniae-pangenome.S_global.k_10.d_na	spneumoniae-pangenome	global	10	na	1.11	0.01	1.10	100%	26932	0	0	1.116732
spneumoniae-pangenome.S_local.k_10.d_1	spneumoniae-pangenome	local	10	1	0.89	0.01	0.88	99%	12668	0	0	0.901668
spneumoniae-pangenome.S_local.k_10.d_2	spneumoniae-pangenome	local	10	2	1.21	0.01	0.81	68%	14008	0	0	1.215863
spneumoniae-pangenome.S_local.k_10.d_3	spneumoniae-pangenome	local	10	3	1.07	0.02	0.75	72%	17428	0	0	1.081972
spneumoniae-pangenome.S_local.k_10.d_4	spneumoniae-pangenome	local	10	4	1.15	0.00	0.80	70%	21388	0	0	1.157728
spneumoniae-pangenome.S_local.k_10.d_5	spneumoniae-pangenome	local	10	5	1.17	0.02	0.78	69%	27484	0	0	1.183575
spneumoniae-pangenome.S_global.k_11.d_na	spneumoniae-pangenome	global	11	na	4.49	0.05	3.65	82%	73484	0	0	4.5016
spneumoniae-pangenome.S_local.k_11.d_1	spneumoniae-pangenome	local	11	1	2.91	0.06	2.09	73%	21160	0	0	2.920999
spneumoniae-pangenome.S_local.k_11.d_2	spneumoniae-pangenome	local	11	2	2.74	0.03	2.16	80%	22180	0	0	2.752163
spneumoniae-pangenome.S_local.k_11.d_3	spneumoniae-pangenome	local	11	3	2.74	0.01	2.01	73%	29308	0	0	2.751732
spneumoniae-pangenome.S_local.k_11.d_4	spneumoniae-pangenome	local	11	4	3.59	0.05	2.45	69%	55972	0	0	3.603152
spneumoniae-pangenome.S_local.k_11.d_5	spneumoniae-pangenome	local	11	5	4.72	0.04	3.43	73%	72064	0	0	4.732304
spneumoniae-pangenome.S_global.k_12.d_na	spneumoniae-pangenome	global	12	na	9.34	0.08	7.80	84%	162248	0	0	9.349789
spneumoniae-pangenome.S_local.k_12.d_1	spneumoniae-pangenome	local	12	1	6.70	0.16	4.44	68%	72316	0	0	6.706277
spneumoniae-pangenome.S_local.k_12.d_2	spneumoniae-pangenome	local	12	2	6.15	0.11	4.98	82%	72352	0	0	6.162099
spneumoniae-pangenome.S_local.k_12.d_3	spneumoniae-pangenome	local	12	3	6.11	0.07	5.01	83%	76768	0	0	6.115025
spneumoniae-pangenome.S_local.k_12.d_4	spneumoniae-pangenome	local	12	4	6.83	0.06	5.13	76%	96300	0	0	6.834374
spneumoniae-pangenome.S_local.k_12.d_5	spneumoniae-pangenome	local	12	5	8.84	0.14	6.20	71%	157552	0	0	8.845498
spneumoniae-pangenome.S_global.k_13.d_na	spneumoniae-pangenome	global	13	na	13.61	0.09	11.34	84%	234528	0	0	13.617008
spneumoniae-pangenome.S_local.k_13.d_1	spneumoniae-pangenome	local	13	1	9.33	0.21	7.14	78%	72316	0	0	9.336537
spneumoniae-pangenome.S_local.k_13.d_2	spneumoniae-pangenome	local	13	2	9.26	0.14	8.46	92%	72444	0	0	9.268843
spneumoniae-pangenome.S_local.k_13.d_3	spneumoniae-pangenome	local	13	3	9.94	0.18	9.17	94%	75448	0	0	9.946079
spneumoniae-pangenome.S_local.k_13.d_4	spneumoniae-pangenome	local	13	4	12.32	0.18	10.46	86%	110292	0	0	12.329921
spneumoniae-pangenome.S_local.k_13.d_5	spneumoniae-pangenome	local	13	5	19.40	0.15	15.69	81%	163828	0	0	19.413068
spneumoniae-pangenome.S_global.k_14.d_na	spneumoniae-pangenome	global	14	na	18.66	0.13	15.40	83%	279160	0	0	18.665098
spneumoniae-pangenome.S_local.k_14.d_1	spneumoniae-pangenome	local	14	1	11.13	0.15	10.23	93%	72316	0	0	11.138615
spneumoniae-pangenome.S_local.k_14.d_2	spneumoniae-pangenome	local	14	2	11.01	0.12	10.62	97%	72316	0	0	11.018878
spneumoniae-pangenome.S_local.k_14.d_3	spneumoniae-pangenome	local	14	3	18.11	0.19	17.72	98%	74920	0	0	18.121616
spneumoniae-pangenome.S_local.k_14.d_4	spneumoniae-pangenome	local	14	4	23.22	0.13	22.24	96%	87308	0	0	23.233269
spneumoniae-pangenome.S_local.k_14.d_5	spneumoniae-pangenome	local	14	5	41.62	0.31	38.04	92%	131532	0	0	41.627959
spneumoniae-pangenome.S_global.k_15.d_na	spneumoniae-pangenome	global	15	na	21.77	0.16	18.59	86%	318976	0	0	21.782701
spneumoniae-pangenome.S_local.k_15.d_1	spneumoniae-pangenome	local	15	1	11.02	0.21	9.12	84%	141124	0	0	11.02677
spneumoniae-pangenome.S_local.k_15.d_2	spneumoniae-pangenome	local	15	2	10.81	0.09	8.65	80%	141124	0	0	10.814671
spneumoniae-pangenome.S_local.k_15.d_3	spneumoniae-pangenome	local	15	3	9.96	0.13	9.33	95%	141124	0	0	9.964234
spneumoniae-pangenome.S_local.k_15.d_4	spneumoniae-pangenome	local	15	4	15.49	0.19	14.71	96%	143228	0	0	15.501365
spneumoniae-pangenome.S_local.k_15.d_5	spneumoniae-pangenome	local	15	5	24.05	0.14	22.81	95%	156452	0	0	24.056351
spneumoniae-pangenome.S_global.k_16.d_na	spneumoniae-pangenome	global	16	na	21.60	0.26	17.52	82%	332180	0	0	21.603872
spneumoniae-pangenome.S_local.k_16.d_1	spneumoniae-pangenome	local	16	1	11.09	0.14	10.19	93%	141124	0	0	11.096013
spneumoniae-pangenome.S_local.k_16.d_2	spneumoniae-pangenome	local	16	2	10.69	0.23	9.52	91%	141124	0	0	10.694583
spneumoniae-pangenome.S_local.k_16.d_3	spneumoniae-pangenome	local	16	3	12.36	0.23	11.82	97%	141124	0	0	12.366795
spneumoniae-pangenome.S_local.k_16.d_4	spneumoniae-pangenome	local	16	4	17.41	0.19	16.86	97%	141988	0	0	17.421081
spneumoniae-pangenome.S_local.k_16.d_5	spneumoniae-pangenome	local	16	5	34.36	0.23	33.38	97%	142364	0	0	34.368668
spneumoniae-pangenome.S_global.k_17.d_na	spneumoniae-pangenome	global	17	na	24.75	0.26	20.94	85%	341752	0	0	24.753682
spneumoniae-pangenome.S_local.k_17.d_1	spneumoniae-pangenome	local	17	1	11.47	0.18	10.05	89%	141124	0	0	11.476668
spneumoniae-pangenome.S_local.k_17.d_2	spneumoniae-pangenome	local	17	2	10.91	0.12	8.94	83%	141124	0	0	10.91979
spneumoniae-pangenome.S_local.k_17.d_3	spneumoniae-pangenome	local	17	3	12.51	0.22	11.87	96%	141124	0	0	12.517985
spneumoniae-pangenome.S_local.k_17.d_4	spneumoniae-pangenome	local	17	4	18.15	0.20	17.45	97%	141124	0	0	18.157975
spneumoniae-pangenome.S_local.k_17.d_5	spneumoniae-pangenome	local	17	5	34.01	0.23	33.40	98%	143884	0	0	34.014706
spneumoniae-pangenome.S_global.k_18.d_na	spneumoniae-pangenome	global	18	na	22.80	0.27	18.59	82%	350104	0	0	22.804432
spneumoniae-pangenome.S_local.k_18.d_1	spneumoniae-pangenome	local	18	1	11.36	0.16	9.20	82%	141124	0	0	11.371406
spneumoniae-pangenome.S_local.k_18.d_2	spneumoniae-pangenome	local	18	2	11.66	0.20	10.92	95%	141372	0	0	11.6675
spneumoniae-pangenome.S_local.k_18.d_3	spneumoniae-pangenome	local	18	3	13.02	0.21	12.36	96%	141124	0	0	13.029153
spneumoniae-pangenome.S_local.k_18.d_4	spneumoniae-pangenome	local	18	4	18.44	0.26	17.03	93%	141436	0	0	18.447317
spneumoniae-pangenome.S_local.k_18.d_5	spneumoniae-pangenome	local	18	5	41.64	0.28	40.59	98%	142672	0	0	41.644666
spneumoniae-pangenome.S_global.k_19.d_na	spneumoniae-pangenome	global	19	na	24.07	0.17	20.15	84%	357916	0	0	24.082628
spneumoniae-pangenome.S_local.k_19.d_1	spneumoniae-pangenome	local	19	1	11.53	0.15	10.05	88%	141124	0	0	11.533741
spneumoniae-pangenome.S_local.k_19.d_2	spneumoniae-pangenome	local	19	2	11.95	0.13	9.94	84%	142048	0	0	11.953989
spneumoniae-pangenome.S_local.k_19.d_3	spneumoniae-pangenome	local	19	3	12.67	0.16	11.68	93%	142048	0	0	12.677306
spneumoniae-pangenome.S_local.k_19.d_4	spneumoniae-pangenome	local	19	4	19.07	0.23	18.54	98%	142128	0	0	19.08237
spneumoniae-pangenome.S_local.k_19.d_5	spneumoniae-pangenome	local	19	5	35.92	0.21	35.53	99%	142128	0	0	35.929096
spneumoniae-pangenome.S_global.k_20.d_na	spneumoniae-pangenome	global	20	na	25.94	0.20	21.68	84%	365588	0	0	25.948767
spneumoniae-pangenome.S_local.k_20.d_1	spneumoniae-pangenome	local	20	1	11.63	0.21	9.77	85%	141124	0	0	11.635722
spneumoniae-pangenome.S_local.k_20.d_2	spneumoniae-pangenome	local	20	2	11.36	0.13	9.35	83%	141124	0	0	11.365138
spneumoniae-pangenome.S_local.k_20.d_3	spneumoniae-pangenome	local	20	3	12.40	0.15	11.95	97%	141124	0	0	12.408706
spneumoniae-pangenome.S_local.k_20.d_4	spneumoniae-pangenome	local	20	4	18.38	0.27	17.51	96%	141124	0	0	18.388449
spneumoniae-pangenome.S_local.k_20.d_5	spneumoniae-pangenome	local	20	5	36.62	0.25	35.59	97%	141124	0	0	36.633095
spneumoniae-pangenome.S_global.k_21.d_na	spneumoniae-pangenome	global	21	na	26.34	0.21	21.38	81%	373160	0	0	26.352844
spneumoniae-pangenome.S_local.k_21.d_1	spneumoniae-pangenome	local	21	1	10.93	0.14	6.88	64%	141124	0	0	10.937313
spneumoniae-pangenome.S_local.k_21.d_2	spneumoniae-pangenome	local	21	2	9.52	0.16	7.42	79%	141124	0	0	9.526742
spneumoniae-pangenome.S_local.k_21.d_3	spneumoniae-pangenome	local	21	3	10.28	0.11	9.24	91%	141356	0	0	10.292775
spneumoniae-pangenome.S_local.k_21.d_4	spneumoniae-pangenome	local	21	4	17.81	0.27	16.85	96%	141356	0	0	17.821829
spneumoniae-pangenome.S_local.k_21.d_5	spneumoniae-pangenome	local	21	5	28.97	0.19	27.98	97%	141124	0	0	28.980063
spneumoniae-pangenome.S_global.k_22.d_na	spneumoniae-pangenome	global	22	na	25.34	0.13	20.73	82%	380624	0	0	25.344664
spneumoniae-pangenome.S_local.k_22.d_1	spneumoniae-pangenome	local	22	1	10.13	0.18	7.56	76%	141124	0	0	10.141576
spneumoniae-pangenome.S_local.k_22.d_2	spneumoniae-pangenome	local	22	2	9.78	0.08	6.79	70%	141124	0	0	9.790097
spneumoniae-pangenome.S_local.k_22.d_3	spneumoniae-pangenome	local	22	3	9.67	0.08	7.65	80%	141124	0	0	9.675144
spneumoniae-pangenome.S_local.k_22.d_4	spneumoniae-pangenome	local	22	4	13.98	0.21	12.67	92%	141676	0	0	13.992215
spneumoniae-pangenome.S_local.k_22.d_5	spneumoniae-pangenome	local	22	5	31.25	0.25	29.74	96%	141676	0	0	31.257921
spneumoniae-pangenome.S_global.k_23.d_na	spneumoniae-pangenome	global	23	na	26.61	0.21	21.80	82%	388040	0	0	26.61823
