genome	S_alg	k	d	M_alg	M_compr_alg	kmer_count	l	o	z	r	S_xz_bytes	M_compr_bytes	enc1_compr_bytes	enc2_xz_bytes	pref
spneumoniae-pangenome	local	8	5	runsapprox	xz	32894	35027	35018	9	3	5184	148	5332	5208	spneumoniae-pangenome.S_local.k_8.d_5.M_runsapprox.C_xz
spneumoniae-pangenome	local	8	5	zeros	EliasFano	32894	35027	32894	2133	1542	5184	2080	7264	7112	spneumoniae-pangenome.S_local.k_8.d_5.M_zeros.C_EliasFano
spneumoniae-pangenome	local	8	5	zeros	bzip	32894	35027	32894	2133	1542	5184	1091	6275	7112	spneumoniae-pangenome.S_local.k_8.d_5.M_zeros.C_bzip
spneumoniae-pangenome	local	8	5	zeros	rrr	32894	35027	32894	2133	1542	5184	1483	6667	7112	spneumoniae-pangenome.S_local.k_8.d_5.M_zeros.C_rrr
spneumoniae-pangenome	local	8	5	zeros	xz	32894	35027	32894	2133	1542	5184	1508	6692	7112	spneumoniae-pangenome.S_local.k_8.d_5.M_zeros.C_xz
spneumoniae-pangenome	global	9	na	default	EliasFano	130556	131041	130556	485	297	36772	728	37500	37308	spneumoniae-pangenome.S_global.k_9.d_na.M_default.C_EliasFano
spneumoniae-pangenome	global	9	na	default	bzip	130556	131041	130556	485	297	36772	719	37491	37308	spneumoniae-pangenome.S_global.k_9.d_na.M_default.C_bzip
spneumoniae-pangenome	global	9	na	default	rrr	130556	131041	130556	485	297	36772	1091	37863	37308	spneumoniae-pangenome.S_global.k_9.d_na.M_default.C_rrr
spneumoniae-pangenome	global	9	na	default	xz	130556	131041	130556	485	297	36772	1124	37896	37308	spneumoniae-pangenome.S_global.k_9.d_na.M_default.C_xz
spneumoniae-pangenome	global	9	na	ones	EliasFano	130556	131041	130686	355	275	36772	688	37460	37200	spneumoniae-pangenome.S_global.k_9.d_na.M_ones.C_EliasFano
spneumoniae-pangenome	global	9	na	ones	bzip	130556	131041	130686	355	275	36772	665	37437	37200	spneumoniae-pangenome.S_global.k_9.d_na.M_ones.C_bzip
spneumoniae-pangenome	global	9	na	ones	rrr	130556	131041	130686	355	275	36772	995	37767	37200	spneumoniae-pangenome.S_global.k_9.d_na.M_ones.C_rrr
spneumoniae-pangenome	global	9	na	ones	xz	130556	131041	130686	355	275	36772	1044	37816	37200	spneumoniae-pangenome.S_global.k_9.d_na.M_ones.C_xz
spneumoniae-pangenome	global	9	na	runs	EliasFano	130556	131041	130666	375	265	36780	664	37444	37272	spneumoniae-pangenome.S_global.k_9.d_na.M_runs.C_EliasFano
spneumoniae-pangenome	global	9	na	runs	bzip	130556	131041	130666	375	265	36780	671	37451	37272	spneumoniae-pangenome.S_global.k_9.d_na.M_runs.C_bzip
spneumoniae-pangenome	global	9	na	runs	rrr	130556	131041	130666	375	265	36780	1011	37791	37272	spneumoniae-pangenome.S_global.k_9.d_na.M_runs.C_rrr
spneumoniae-pangenome	global	9	na	runs	xz	130556	131041	130666	375	265	36780	1036	37816	37272	spneumoniae-pangenome.S_global.k_9.d_na.M_runs.C_xz
spneumoniae-pangenome	global	9	na	runsapprox	EliasFano	130556	131041	130686	355	275	36780	688	37468	37208	spneumoniae-pangenome.S_global.k_9.d_na.M_runsapprox.C_EliasFano
spneumoniae-pangenome	global	9	na	runsapprox	bzip	130556	131041	130686	355	275	36780	665	37445	37208	spneumoniae-pangenome.S_global.k_9.d_na.M_runsapprox.C_bzip
spneumoniae-pangenome	global	9	na	runsapprox	rrr	130556	131041	130686	355	275	36780	995	37775	37208	spneumoniae-pangenome.S_global.k_9.d_na.M_runsapprox.C_rrr
spneumoniae-pangenome	global	9	na	runsapprox	xz	130556	131041	130686	355	275	36780	1052	37832	37208	spneumoniae-pangenome.S_global.k_9.d_na.M_runsapprox.C_xz
spneumoniae-pangenome	global	9	na	zeros	EliasFano	130556	131041	130556	485	344	36772	824	37596	37324	spneumoniae-pangenome.S_global.k_9.d_na.M_zeros.C_EliasFano
spneumoniae-pangenome	global	9	na	zeros	bzip	130556	131041	130556	485	344	36772	776	37548	37324	spneumoniae-pangenome.S_global.k_9.d_na.M_zeros.C_bzip
spneumoniae-pangenome	global	9	na	zeros	rrr	130556	131041	130556	485	344	36772	1099	37871	37324	spneumoniae-pangenome.S_global.k_9.d_na.M_zeros.C_rrr
spneumoniae-pangenome	global	9	na	zeros	xz	130556	131041	130556	485	344	36772	1200	37972	37324	spneumoniae-pangenome.S_global.k_9.d_na.M_zeros.C_xz
spneumoniae-pangenome	local	9	1	default	EliasFano	130556	136668	130556	6112	764	16224	1616	17840	18196	spneumoniae-pangenome.S_local.k_9.d_1.M_default.C_EliasFano
spneumoniae-pangenome	local	9	1	default	bzip	130556	136668	130556	6112	764	16224	924	17148	18196	spneumoniae-pangenome.S_local.k_9.d_1.M_default.C_bzip
spneumoniae-pangenome	local	9	1	default	rrr	130556	136668	130556	6112	764	16224	3523	19747	18196	spneumoniae-pangenome.S_local.k_9.d_1.M_default.C_rrr
spneumoniae-pangenome	local	9	1	default	xz	130556	136668	130556	6112	764	16224	1456	17680	18196	spneumoniae-pangenome.S_local.k_9.d_1.M_default.C_xz
spneumoniae-pangenome	local	9	1	ones	EliasFano	130556	136668	136215	453	328	16224	800	17024	16712	spneumoniae-pangenome.S_local.k_9.d_1.M_ones.C_EliasFano
spneumoniae-pangenome	local	9	1	ones	bzip	130556	136668	136215	453	328	16224	615	16839	16712	spneumoniae-pangenome.S_local.k_9.d_1.M_ones.C_bzip
spneumoniae-pangenome	local	9	1	ones	rrr	130556	136668	136215	453	328	16224	1027	17251	16712	spneumoniae-pangenome.S_local.k_9.d_1.M_ones.C_rrr
spneumoniae-pangenome	local	9	1	ones	xz	130556	136668	136215	453	328	16224	892	17116	16712	spneumoniae-pangenome.S_local.k_9.d_1.M_ones.C_xz
spneumoniae-pangenome	local	9	1	runs	EliasFano	130556	136668	135908	760	218	16232	560	16792	16716	spneumoniae-pangenome.S_local.k_9.d_1.M_runs.C_EliasFano
spneumoniae-pangenome	local	9	1	runs	bzip	130556	136668	135908	760	218	16232	582	16814	16716	spneumoniae-pangenome.S_local.k_9.d_1.M_runs.C_bzip
spneumoniae-pangenome	local	9	1	runs	rrr	130556	136668	135908	760	218	16232	1171	17403	16716	spneumoniae-pangenome.S_local.k_9.d_1.M_runs.C_rrr
spneumoniae-pangenome	local	9	1	runs	xz	130556	136668	135908	760	218	16232	836	17068	16716	spneumoniae-pangenome.S_local.k_9.d_1.M_runs.C_xz
spneumoniae-pangenome	local	9	1	runsapprox	EliasFano	130556	136668	136215	453	328	16232	800	17032	16720	spneumoniae-pangenome.S_local.k_9.d_1.M_runsapprox.C_EliasFano
spneumoniae-pangenome	local	9	1	runsapprox	bzip	130556	136668	136215	453	328	16232	615	16847	16720	spneumoniae-pangenome.S_local.k_9.d_1.M_runsapprox.C_bzip
spneumoniae-pangenome	local	9	1	runsapprox	rrr	130556	136668	136215	453	328	16232	1027	17259	16720	spneumoniae-pangenome.S_local.k_9.d_1.M_runsapprox.C_rrr
spneumoniae-pangenome	local	9	1	runsapprox	xz	130556	136668	136215	453	328	16232	900	17132	16720	spneumoniae-pangenome.S_local.k_9.d_1.M_runsapprox.C_xz
spneumoniae-pangenome	local	9	1	zeros	EliasFano	130556	136668	130556	6112	1511	16224	2824	19048	19212	spneumoniae-pangenome.S_local.k_9.d_1.M_zeros.C_EliasFano
spneumoniae-pangenome	local	9	1	zeros	bzip	130556	136668	130556	6112	1511	16224	2392	18616	19212	spneumoniae-pangenome.S_local.k_9.d_1.M_zeros.C_bzip
spneumoniae-pangenome	local	9	1	zeros	rrr	130556	136668	130556	6112	1511	16224	3491	19715	19212	spneumoniae-pangenome.S_local.k_9.d_1.M_zeros.C_rrr
spneumoniae-pangenome	local	9	1	zeros	xz	130556	136668	130556	6112	1511	16224	2808	19032	19212	spneumoniae-pangenome.S_local.k_9.d_1.M_zeros.C_xz
spneumoniae-pangenome	local	9	2	default	EliasFano	130556	134931	130556	4375	1589	16644	2936	19580	19576	spneumoniae-pangenome.S_local.k_9.d_2.M_default.C_EliasFano
spneumoniae-pangenome	local	9	2	default	bzip	130556	134931	130556	4375	1589	16644	1760	18404	19576	spneumoniae-pangenome.S_local.k_9.d_2.M_default.C_bzip
spneumoniae-pangenome	local	9	2	default	rrr	130556	134931	130556	4375	1589	16644	2923	19567	19576	spneumoniae-pangenome.S_local.k_9.d_2.M_default.C_rrr
spneumoniae-pangenome	local	9	2	default	xz	130556	134931	130556	4375	1589	16644	2628	19272	19576	spneumoniae-pangenome.S_local.k_9.d_2.M_default.C_xz
spneumoniae-pangenome	local	9	2	ones	EliasFano	130556	134931	134622	309	275	16644	688	17332	17132	spneumoniae-pangenome.S_local.k_9.d_2.M_ones.C_EliasFano
spneumoniae-pangenome	local	9	2	ones	bzip	130556	134931	134622	309	275	16644	592	17236	17132	spneumoniae-pangenome.S_local.k_9.d_2.M_ones.C_bzip
spneumoniae-pangenome	local	9	2	ones	rrr	130556	134931	134622	309	275	16644	947	17591	17132	spneumoniae-pangenome.S_local.k_9.d_2.M_ones.C_rrr
spneumoniae-pangenome	local	9	2	ones	xz	130556	134931	134622	309	275	16644	860	17504	17132	spneumoniae-pangenome.S_local.k_9.d_2.M_ones.C_xz
spneumoniae-pangenome	local	9	2	runs	EliasFano	130556	134931	134574	357	255	16644	648	17292	17152	spneumoniae-pangenome.S_local.k_9.d_2.M_runs.C_EliasFano
spneumoniae-pangenome	local	9	2	runs	bzip	130556	134931	134574	357	255	16644	591	17235	17152	spneumoniae-pangenome.S_local.k_9.d_2.M_runs.C_bzip
spneumoniae-pangenome	local	9	2	runs	rrr	130556	134931	134574	357	255	16644	971	17615	17152	spneumoniae-pangenome.S_local.k_9.d_2.M_runs.C_rrr
spneumoniae-pangenome	local	9	2	runs	xz	130556	134931	134574	357	255	16644	860	17504	17152	spneumoniae-pangenome.S_local.k_9.d_2.M_runs.C_xz
spneumoniae-pangenome	local	9	2	runsapprox	EliasFano	130556	134931	134574	357	255	16644	648	17292	17152	spneumoniae-pangenome.S_local.k_9.d_2.M_runsapprox.C_EliasFano
spneumoniae-pangenome	local	9	2	runsapprox	bzip	130556	134931	134574	357	255	16644	591	17235	17152	spneumoniae-pangenome.S_local.k_9.d_2.M_runsapprox.C_bzip
spneumoniae-pangenome	local	9	2	runsapprox	rrr	130556	134931	134574	357	255	16644	971	17615	17152	spneumoniae-pangenome.S_local.k_9.d_2.M_runsapprox.C_rrr
spneumoniae-pangenome	local	9	2	runsapprox	xz	130556	134931	134574	357	255	16644	860	17504	17152	spneumoniae-pangenome.S_local.k_9.d_2.M_runsapprox.C_xz
spneumoniae-pangenome	local	9	2	zeros	EliasFano	130556	134931	130556	4375	1477	16644	2768	19412	19428	spneumoniae-pangenome.S_local.k_9.d_2.M_zeros.C_EliasFano
spneumoniae-pangenome	local	9	2	zeros	bzip	130556	134931	130556	4375	1477	16644	2033	18677	19428	spneumoniae-pangenome.S_local.k_9.d_2.M_zeros.C_bzip
spneumoniae-pangenome	local	9	2	zeros	rrr	130556	134931	130556	4375	1477	16644	2899	19543	19428	spneumoniae-pangenome.S_local.k_9.d_2.M_zeros.C_rrr
spneumoniae-pangenome	local	9	2	zeros	xz	130556	134931	130556	4375	1477	16644	2676	19320	19428	spneumoniae-pangenome.S_local.k_9.d_2.M_zeros.C_xz
spneumoniae-pangenome	local	9	3	default	EliasFano	130556	134495	130556	3939	2296	16612	3944	20556	19848	spneumoniae-pangenome.S_local.k_9.d_3.M_default.C_EliasFano
spneumoniae-pangenome	local	9	3	default	bzip	130556	134495	130556	3939	2296	16612	2214	18826	19848	spneumoniae-pangenome.S_local.k_9.d_3.M_default.C_bzip
spneumoniae-pangenome	local	9	3	default	rrr	130556	134495	130556	3939	2296	16612	2923	19535	19848	spneumoniae-pangenome.S_local.k_9.d_3.M_default.C_rrr
spneumoniae-pangenome	local	9	3	default	xz	130556	134495	130556	3939	2296	16612	3188	19800	19848	spneumoniae-pangenome.S_local.k_9.d_3.M_default.C_xz
spneumoniae-pangenome	local	9	3	ones	EliasFano	130556	134495	134201	294	265	16612	672	17284	16920	spneumoniae-pangenome.S_local.k_9.d_3.M_ones.C_EliasFano
spneumoniae-pangenome	local	9	3	ones	bzip	130556	134495	134201	294	265	16612	562	17174	16920	spneumoniae-pangenome.S_local.k_9.d_3.M_ones.C_bzip
spneumoniae-pangenome	local	9	3	ones	rrr	130556	134495	134201	294	265	16612	947	17559	16920	spneumoniae-pangenome.S_local.k_9.d_3.M_ones.C_rrr
spneumoniae-pangenome	local	9	3	ones	xz	130556	134495	134201	294	265	16612	856	17468	16920	spneumoniae-pangenome.S_local.k_9.d_3.M_ones.C_xz
spneumoniae-pangenome	local	9	3	runs	EliasFano	130556	134495	134188	307	256	16620	648	17268	16920	spneumoniae-pangenome.S_local.k_9.d_3.M_runs.C_EliasFano
spneumoniae-pangenome	local	9	3	runs	bzip	130556	134495	134188	307	256	16620	576	17196	16920	spneumoniae-pangenome.S_local.k_9.d_3.M_runs.C_bzip
spneumoniae-pangenome	local	9	3	runs	rrr	130556	134495	134188	307	256	16620	955	17575	16920	spneumoniae-pangenome.S_local.k_9.d_3.M_runs.C_rrr
spneumoniae-pangenome	local	9	3	runs	xz	130556	134495	134188	307	256	16620	864	17484	16920	spneumoniae-pangenome.S_local.k_9.d_3.M_runs.C_xz
spneumoniae-pangenome	local	9	3	runsapprox	EliasFano	130556	134495	134188	307	256	16620	648	17268	16920	spneumoniae-pangenome.S_local.k_9.d_3.M_runsapprox.C_EliasFano
spneumoniae-pangenome	local	9	3	runsapprox	bzip	130556	134495	134188	307	256	16620	576	17196	16920	spneumoniae-pangenome.S_local.k_9.d_3.M_runsapprox.C_bzip
spneumoniae-pangenome	local	9	3	runsapprox	rrr	130556	134495	134188	307	256	16620	955	17575	16920	spneumoniae-pangenome.S_local.k_9.d_3.M_runsapprox.C_rrr
spneumoniae-pangenome	local	9	3	runsapprox	xz	130556	134495	134188	307	256	16620	864	17484	16920	spneumoniae-pangenome.S_local.k_9.d_3.M_runsapprox.C_xz
spneumoniae-pangenome	local	9	3	zeros	EliasFano	130556	134495	130556	3939	2127	16612	3736	20348	19876	spneumoniae-pangenome.S_local.k_9.d_3.M_zeros.C_EliasFano
spneumoniae-pangenome	local	9	3	zeros	bzip	130556	134495	130556	3939	2127	16612	2324	18936	19876	spneumoniae-pangenome.S_local.k_9.d_3.M_zeros.C_bzip
spneumoniae-pangenome	local	9	3	zeros	rrr	130556	134495	130556	3939	2127	16612	2907	19519	19876	spneumoniae-pangenome.S_local.k_9.d_3.M_zeros.C_rrr
spneumoniae-pangenome	local	9	3	zeros	xz	130556	134495	130556	3939	2127	16612	3080	19692	19876	spneumoniae-pangenome.S_local.k_9.d_3.M_zeros.C_xz
spneumoniae-pangenome	local	9	4	default	EliasFano	130556	136714	130556	6158	4534	16828	6656	23484	23032	spneumoniae-pangenome.S_local.k_9.d_4.M_default.C_EliasFano
spneumoniae-pangenome	local	9	4	default	bzip	130556	136714	130556	6158	4534	16828	3306	20134	23032	spneumoniae-pangenome.S_local.k_9.d_4.M_default.C_bzip
spneumoniae-pangenome	local	9	4	default	rrr	130556	136714	130556	6158	4534	16828	4523	21351	23032	spneumoniae-pangenome.S_local.k_9.d_4.M_default.C_rrr
spneumoniae-pangenome	local	9	4	default	xz	130556	136714	130556	6158	4534	16828	4640	21468	23032	spneumoniae-pangenome.S_local.k_9.d_4.M_default.C_xz
spneumoniae-pangenome	local	9	4	ones	EliasFano	130556	136714	136459	255	223	16828	576	17404	17284	spneumoniae-pangenome.S_local.k_9.d_4.M_ones.C_EliasFano
spneumoniae-pangenome	local	9	4	ones	bzip	130556	136714	136459	255	223	16828	461	17289	17284	spneumoniae-pangenome.S_local.k_9.d_4.M_ones.C_bzip
spneumoniae-pangenome	local	9	4	ones	rrr	130556	136714	136459	255	223	16828	891	17719	17284	spneumoniae-pangenome.S_local.k_9.d_4.M_ones.C_rrr
spneumoniae-pangenome	local	9	4	ones	xz	130556	136714	136459	255	223	16828	684	17512	17284	spneumoniae-pangenome.S_local.k_9.d_4.M_ones.C_xz
spneumoniae-pangenome	local	9	4	runs	EliasFano	130556	136714	136437	277	215	16836	560	17396	17296	spneumoniae-pangenome.S_local.k_9.d_4.M_runs.C_EliasFano
spneumoniae-pangenome	local	9	4	runs	bzip	130556	136714	136437	277	215	16836	461	17297	17296	spneumoniae-pangenome.S_local.k_9.d_4.M_runs.C_bzip
spneumoniae-pangenome	local	9	4	runs	rrr	130556	136714	136437	277	215	16836	899	17735	17296	spneumoniae-pangenome.S_local.k_9.d_4.M_runs.C_rrr
spneumoniae-pangenome	local	9	4	runs	xz	130556	136714	136437	277	215	16836	704	17540	17296	spneumoniae-pangenome.S_local.k_9.d_4.M_runs.C_xz
spneumoniae-pangenome	local	9	4	runsapprox	EliasFano	130556	136714	136437	277	215	16836	560	17396	17296	spneumoniae-pangenome.S_local.k_9.d_4.M_runsapprox.C_EliasFano
spneumoniae-pangenome	local	9	4	runsapprox	bzip	130556	136714	136437	277	215	16836	461	17297	17296	spneumoniae-pangenome.S_local.k_9.d_4.M_runsapprox.C_bzip
spneumoniae-pangenome	local	9	4	runsapprox	rrr	130556	136714	136437	277	215	16836	899	17735	17296	spneumoniae-pangenome.S_local.k_9.d_4.M_runsapprox.C_rrr
spneumoniae-pangenome	local	9	4	runsapprox	xz	130556	136714	136437	277	215	16836	704	17540	17296	spneumoniae-pangenome.S_local.k_9.d_4.M_runsapprox.C_xz
spneumoniae-pangenome	local	9	4	zeros	EliasFano	130556	136714	130556	6158	4520	16828	6640	23468	22996	spneumoniae-pangenome.S_local.k_9.d_4.M_zeros.C_EliasFano
spneumoniae-pangenome	local	9	4	zeros	bzip	130556	136714	130556	6158	4520	16828	3345	20173	22996	spneumoniae-pangenome.S_local.k_9.d_4.M_zeros.C_bzip
spneumoniae-pangenome	local	9	4	zeros	rrr	130556	136714	130556	6158	4520	16828	4523	21351	22996	spneumoniae-pangenome.S_local.k_9.d_4.M_zeros.C_rrr
spneumoniae-pangenome	local	9	4	zeros	xz	130556	136714	130556	6158	4520	16828	4676	21504	22996	spneumoniae-pangenome.S_local.k_9.d_4.M_zeros.C_xz
spneumoniae-pangenome	local	9	5	default	EliasFano	130556	136613	130556	6057	4561	16840	6680	23520	22928	spneumoniae-pangenome.S_local.k_9.d_5.M_default.C_EliasFano
spneumoniae-pangenome	local	9	5	default	bzip	130556	136613	130556	6057	4561	16840	3307	20147	22928	spneumoniae-pangenome.S_local.k_9.d_5.M_default.C_bzip
spneumoniae-pangenome	local	9	5	default	rrr	130556	136613	130556	6057	4561	16840	4499	21339	22928	spneumoniae-pangenome.S_local.k_9.d_5.M_default.C_rrr
spneumoniae-pangenome	local	9	5	default	xz	130556	136613	130556	6057	4561	16840	4640	21480	22928	spneumoniae-pangenome.S_local.k_9.d_5.M_default.C_xz
spneumoniae-pangenome	local	9	5	ones	EliasFano	130556	136613	136364	249	220	16840	568	17408	17268	spneumoniae-pangenome.S_local.k_9.d_5.M_ones.C_EliasFano
spneumoniae-pangenome	local	9	5	ones	bzip	130556	136613	136364	249	220	16840	457	17297	17268	spneumoniae-pangenome.S_local.k_9.d_5.M_ones.C_bzip
spneumoniae-pangenome	local	9	5	ones	rrr	130556	136613	136364	249	220	16840	899	17739	17268	spneumoniae-pangenome.S_local.k_9.d_5.M_ones.C_rrr
spneumoniae-pangenome	local	9	5	ones	xz	130556	136613	136364	249	220	16840	692	17532	17268	spneumoniae-pangenome.S_local.k_9.d_5.M_ones.C_xz
spneumoniae-pangenome	local	9	5	runs	EliasFano	130556	136613	136352	261	213	16840	552	17392	17264	spneumoniae-pangenome.S_local.k_9.d_5.M_runs.C_EliasFano
spneumoniae-pangenome	local	9	5	runs	bzip	130556	136613	136352	261	213	16840	467	17307	17264	spneumoniae-pangenome.S_local.k_9.d_5.M_runs.C_bzip
spneumoniae-pangenome	local	9	5	runs	rrr	130556	136613	136352	261	213	16840	899	17739	17264	spneumoniae-pangenome.S_local.k_9.d_5.M_runs.C_rrr
spneumoniae-pangenome	local	9	5	runs	xz	130556	136613	136352	261	213	16840	696	17536	17264	spneumoniae-pangenome.S_local.k_9.d_5.M_runs.C_xz
spneumoniae-pangenome	local	9	5	runsapprox	EliasFano	130556	136613	136352	261	213	16840	552	17392	17264	spneumoniae-pangenome.S_local.k_9.d_5.M_runsapprox.C_EliasFano
spneumoniae-pangenome	local	9	5	runsapprox	bzip	130556	136613	136352	261	213	16840	467	17307	17264	spneumoniae-pangenome.S_local.k_9.d_5.M_runsapprox.C_bzip
spneumoniae-pangenome	local	9	5	runsapprox	rrr	130556	136613	136352	261	213	16840	899	17739	17264	spneumoniae-pangenome.S_local.k_9.d_5.M_runsapprox.C_rrr
spneumoniae-pangenome	local	9	5	runsapprox	xz	130556	136613	136352	261	213	16840	696	17536	17264	spneumoniae-pangenome.S_local.k_9.d_5.M_runsapprox.C_xz
spneumoniae-pangenome	local	9	5	zeros	EliasFano	130556	136613	130556	6057	4559	16840	6680	23520	22928	spneumoniae-pangenome.S_local.k_9.d_5.M_zeros.C_EliasFano
spneumoniae-pangenome	local	9	5	zeros	bzip	130556	136613	130556	6057	4559	16840	3301	20141	22928	spneumoniae-pangenome.S_local.k_9.d_5.M_zeros.C_bzip
spneumoniae-pangenome	local	9	5	zeros	rrr	130556	136613	130556	6057	4559	16840	4499	21339	22928	spneumoniae-pangenome.S_local.k_9.d_5.M_zeros.C_rrr
spneumoniae-pangenome	local	9	5	zeros	xz	130556	136613	130556	6057	4559	16840	4644	21484	22928	spneumoniae-pangenome.S_local.k_9.d_5.M_zeros.C_xz
spneumoniae-pangenome	global	10	na	default	EliasFano	496846	516653	496846	19807	10148	143504	16848	160352	156552	spneumoniae-pangenome.S_global.k_10.d_na.M_default.C_EliasFano
spneumoniae-pangenome	global	10	na	default	bzip	496846	516653	496846	19807	10148	143504	13941	157445	156552	spneumoniae-pangenome.S_global.k_10.d_na.M_default.C_bzip
spneumoniae-pangenome	global	10	na	default	rrr	496846	516653	496846	19807	10148	143504	16299	159803	156552	spneumoniae-pangenome.S_global.k_10.d_na.M_default.C_rrr
spneumoniae-pangenome	global	10	na	default	xz	496846	516653	496846	19807	10148	143504	18036	161540	156552	spneumoniae-pangenome.S_global.k_10.d_na.M_default.C_xz
spneumoniae-pangenome	global	10	na	ones	EliasFano	496846	516653	506106	10547	7829	143504	13952	157456	152984	spneumoniae-pangenome.S_global.k_10.d_na.M_ones.C_EliasFano
spneumoniae-pangenome	global	10	na	ones	bzip	496846	516653	506106	10547	7829	143504	10077	153581	152984	spneumoniae-pangenome.S_global.k_10.d_na.M_ones.C_bzip
spneumoniae-pangenome	global	10	na	ones	rrr	496846	516653	506106	10547	7829	143504	10795	154299	152984	spneumoniae-pangenome.S_global.k_10.d_na.M_ones.C_rrr
spneumoniae-pangenome	global	10	na	ones	xz	496846	516653	506106	10547	7829	143504	14436	157940	152984	spneumoniae-pangenome.S_global.k_10.d_na.M_ones.C_xz
spneumoniae-pangenome	global	10	na	runs	EliasFano	496846	516653	505137	11516	7286	143504	13056	156560	152548	spneumoniae-pangenome.S_global.k_10.d_na.M_runs.C_EliasFano
spneumoniae-pangenome	global	10	na	runs	bzip	496846	516653	505137	11516	7286	143504	9809	153313	152548	spneumoniae-pangenome.S_global.k_10.d_na.M_runs.C_bzip
spneumoniae-pangenome	global	10	na	runs	rrr	496846	516653	505137	11516	7286	143504	11339	154843	152548	spneumoniae-pangenome.S_global.k_10.d_na.M_runs.C_rrr
spneumoniae-pangenome	global	10	na	runs	xz	496846	516653	505137	11516	7286	143504	14236	157740	152548	spneumoniae-pangenome.S_global.k_10.d_na.M_runs.C_xz
spneumoniae-pangenome	global	10	na	runsapprox	EliasFano	496846	516653	506106	10547	7829	143504	13952	157456	152984	spneumoniae-pangenome.S_global.k_10.d_na.M_runsapprox.C_EliasFano
spneumoniae-pangenome	global	10	na	runsapprox	bzip	496846	516653	506106	10547	7829	143504	10077	153581	152984	spneumoniae-pangenome.S_global.k_10.d_na.M_runsapprox.C_bzip
spneumoniae-pangenome	global	10	na	runsapprox	rrr	496846	516653	506106	10547	7829	143504	10795	154299	152984	spneumoniae-pangenome.S_global.k_10.d_na.M_runsapprox.C_rrr
spneumoniae-pangenome	global	10	na	runsapprox	xz	496846	516653	506106	10547	7829	143504	14436	157940	152984	spneumoniae-pangenome.S_global.k_10.d_na.M_runsapprox.C_xz
spneumoniae-pangenome	global	10	na	zeros	EliasFano	496846	516653	496846	19807	13148	143504	20592	164096	158456	spneumoniae-pangenome.S_global.k_10.d_na.M_zeros.C_EliasFano
spneumoniae-pangenome	global	10	na	zeros	bzip	496846	516653	496846	19807	13148	143504	15920	159424	158456	spneumoniae-pangenome.S_global.k_10.d_na.M_zeros.C_bzip
spneumoniae-pangenome	global	10	na	zeros	rrr	496846	516653	496846	19807	13148	143504	16363	159867	158456	spneumoniae-pangenome.S_global.k_10.d_na.M_zeros.C_rrr
spneumoniae-pangenome	global	10	na	zeros	xz	496846	516653	496846	19807	13148	143504	19980	163484	158456	spneumoniae-pangenome.S_global.k_10.d_na.M_zeros.C_xz
spneumoniae-pangenome	local	10	1	default	EliasFano	496846	594226	496846	97380	10820	110612	18312	128924	128044	spneumoniae-pangenome.S_local.k_10.d_1.M_default.C_EliasFano
spneumoniae-pangenome	local	10	1	default	bzip	496846	594226	496846	97380	10820	110612	8623	119235	128044	spneumoniae-pangenome.S_local.k_10.d_1.M_default.C_bzip
spneumoniae-pangenome	local	10	1	default	rrr	496846	594226	496846	97380	10820	110612	33699	144311	128044	spneumoniae-pangenome.S_local.k_10.d_1.M_default.C_rrr
spneumoniae-pangenome	local	10	1	default	xz	496846	594226	496846	97380	10820	110612	12968	123580	128044	spneumoniae-pangenome.S_local.k_10.d_1.M_default.C_xz
spneumoniae-pangenome	local	10	1	ones	EliasFano	496846	594226	571873	22353	13654	110612	21848	132460	124092	spneumoniae-pangenome.S_local.k_10.d_1.M_ones.C_EliasFano
spneumoniae-pangenome	local	10	1	ones	bzip	496846	594226	571873	22353	13654	110612	15692	126304	124092	spneumoniae-pangenome.S_local.k_10.d_1.M_ones.C_bzip
spneumoniae-pangenome	local	10	1	ones	rrr	496846	594226	571873	22353	13654	110612	15899	126511	124092	spneumoniae-pangenome.S_local.k_10.d_1.M_ones.C_rrr
spneumoniae-pangenome	local	10	1	ones	xz	496846	594226	571873	22353	13654	110612	17104	127716	124092	spneumoniae-pangenome.S_local.k_10.d_1.M_ones.C_xz
spneumoniae-pangenome	local	10	1	runs	EliasFano	496846	594226	555837	38389	7798	110612	14152	124764	122032	spneumoniae-pangenome.S_local.k_10.d_1.M_runs.C_EliasFano
spneumoniae-pangenome	local	10	1	runs	bzip	496846	594226	555837	38389	7798	110612	12210	122822	122032	spneumoniae-pangenome.S_local.k_10.d_1.M_runs.C_bzip
spneumoniae-pangenome	local	10	1	runs	rrr	496846	594226	555837	38389	7798	110612	20819	131431	122032	spneumoniae-pangenome.S_local.k_10.d_1.M_runs.C_rrr
spneumoniae-pangenome	local	10	1	runs	xz	496846	594226	555837	38389	7798	110612	14836	125448	122032	spneumoniae-pangenome.S_local.k_10.d_1.M_runs.C_xz
spneumoniae-pangenome	local	10	1	runsapprox	EliasFano	496846	594226	571873	22353	13654	110612	21848	132460	124092	spneumoniae-pangenome.S_local.k_10.d_1.M_runsapprox.C_EliasFano
spneumoniae-pangenome	local	10	1	runsapprox	bzip	496846	594226	571873	22353	13654	110612	15692	126304	124092	spneumoniae-pangenome.S_local.k_10.d_1.M_runsapprox.C_bzip
