pref	genome	S_alg	k	d	M_alg	real(s)	sys(s)	user(s)	percent_CPU	max_RAM(kb)	FS_inputs	FS_outputs	elapsed_time_alt(s)
spneumoniae-pangenome.S_local.k_8.d_3.M_zeros	spneumoniae-pangenome	local	8	3	zeros	0.00	0.00	0.00	88%	4704	0	0	0.01233
spneumoniae-pangenome.S_local.k_8.d_4.M_default	spneumoniae-pangenome	local	8	4	default	0.00	0.00	0.00	100%	2192	24	0	0.005171
spneumoniae-pangenome.S_local.k_8.d_4.M_ones	spneumoniae-pangenome	local	8	4	ones	0.00	0.00	0.00	100%	4708	0	0	0.008251
spneumoniae-pangenome.S_local.k_8.d_4.M_runs	spneumoniae-pangenome	local	8	4	runs	0.02	0.00	0.02	95%	7828	0	0	0.02711
spneumoniae-pangenome.S_local.k_8.d_4.M_runsapprox	spneumoniae-pangenome	local	8	4	runsapprox	0.02	0.00	0.02	100%	7828	0	0	0.028907
spneumoniae-pangenome.S_local.k_8.d_4.M_zeros	spneumoniae-pangenome	local	8	4	zeros	0.00	0.00	0.00	100%	4708	0	0	0.012354
spneumoniae-pangenome.S_local.k_8.d_5.M_default	spneumoniae-pangenome	local	8	5	default	0.01	0.00	0.00	15%	1384	24	0	0.018487
spneumoniae-pangenome.S_local.k_8.d_5.M_ones	spneumoniae-pangenome	local	8	5	ones	0.00	0.00	0.00	100%	4740	0	0	0.01021
spneumoniae-pangenome.S_local.k_8.d_5.M_runs	spneumoniae-pangenome	local	8	5	runs	0.02	0.00	0.01	96%	7828	0	0	0.030392
spneumoniae-pangenome.S_local.k_8.d_5.M_runsapprox	spneumoniae-pangenome	local	8	5	runsapprox	0.01	0.00	0.01	94%	7828	0	0	0.022143
spneumoniae-pangenome.S_local.k_8.d_5.M_zeros	spneumoniae-pangenome	local	8	5	zeros	0.02	0.00	0.00	50%	4740	72	0	0.027625
spneumoniae-pangenome.S_global.k_9.d_na.M_default	spneumoniae-pangenome	global	9	na	default	0.00	0.00	0.00	50%	2276	80	0	0.007308
spneumoniae-pangenome.S_global.k_9.d_na.M_ones	spneumoniae-pangenome	global	9	na	ones	0.02	0.00	0.01	100%	6248	0	0	0.023647
spneumoniae-pangenome.S_global.k_9.d_na.M_runs	spneumoniae-pangenome	global	9	na	runs	0.06	0.01	0.05	95%	18068	0	0	0.071828
spneumoniae-pangenome.S_global.k_9.d_na.M_runsapprox	spneumoniae-pangenome	global	9	na	runsapprox	0.06	0.01	0.04	98%	18068	0	0	0.064864
spneumoniae-pangenome.S_global.k_9.d_na.M_zeros	spneumoniae-pangenome	global	9	na	zeros	0.02	0.00	0.01	95%	6248	0	0	0.023811
spneumoniae-pangenome.S_local.k_9.d_1.M_default	spneumoniae-pangenome	local	9	1	default	0.00	0.00	0.00	100%	2272	72	0	0.008396
spneumoniae-pangenome.S_local.k_9.d_1.M_ones	spneumoniae-pangenome	local	9	1	ones	0.02	0.00	0.01	100%	6244	0	0	0.02384
spneumoniae-pangenome.S_local.k_9.d_1.M_runs	spneumoniae-pangenome	local	9	1	runs	0.06	0.00	0.05	96%	18344	0	0	0.07024
spneumoniae-pangenome.S_local.k_9.d_1.M_runsapprox	spneumoniae-pangenome	local	9	1	runsapprox	0.06	0.01	0.04	100%	18344	0	0	0.064979
spneumoniae-pangenome.S_local.k_9.d_1.M_zeros	spneumoniae-pangenome	local	9	1	zeros	0.02	0.00	0.01	95%	6244	0	0	0.025743
spneumoniae-pangenome.S_local.k_9.d_2.M_default	spneumoniae-pangenome	local	9	2	default	0.00	0.00	0.00	40%	1408	72	0	0.011793
spneumoniae-pangenome.S_local.k_9.d_2.M_ones	spneumoniae-pangenome	local	9	2	ones	0.02	0.00	0.02	88%	6276	264	0	0.028631
spneumoniae-pangenome.S_local.k_9.d_2.M_runs	spneumoniae-pangenome	local	9	2	runs	0.06	0.01	0.04	96%	18376	0	0	0.063834
spneumoniae-pangenome.S_local.k_9.d_2.M_runsapprox	spneumoniae-pangenome	local	9	2	runsapprox	0.06	0.00	0.05	98%	18376	0	0	0.066694
spneumoniae-pangenome.S_local.k_9.d_2.M_zeros	spneumoniae-pangenome	local	9	2	zeros	0.02	0.00	0.02	95%	6276	0	0	0.025174
spneumoniae-pangenome.S_local.k_9.d_3.M_default	spneumoniae-pangenome	local	9	3	default	0.00	0.00	0.00	100%	2272	72	0	0.009167
spneumoniae-pangenome.S_local.k_9.d_3.M_ones	spneumoniae-pangenome	local	9	3	ones	0.02	0.00	0.01	100%	6244	0	0	0.024142
spneumoniae-pangenome.S_local.k_9.d_3.M_runs	spneumoniae-pangenome	local	9	3	runs	0.05	0.01	0.04	96%	18084	0	0	0.060063
spneumoniae-pangenome.S_local.k_9.d_3.M_runsapprox	spneumoniae-pangenome	local	9	3	runsapprox	0.07	0.01	0.05	98%	18084	0	0	0.074157
spneumoniae-pangenome.S_local.k_9.d_3.M_zeros	spneumoniae-pangenome	local	9	3	zeros	0.02	0.00	0.02	96%	6244	0	0	0.027105
spneumoniae-pangenome.S_local.k_9.d_4.M_default	spneumoniae-pangenome	local	9	4	default	0.00	0.00	0.00	100%	2272	80	0	0.009032
spneumoniae-pangenome.S_local.k_9.d_4.M_ones	spneumoniae-pangenome	local	9	4	ones	0.02	0.00	0.01	96%	6244	0	0	0.028197
spneumoniae-pangenome.S_local.k_9.d_4.M_runs	spneumoniae-pangenome	local	9	4	runs	0.07	0.01	0.05	98%	18108	0	0	0.08229
spneumoniae-pangenome.S_local.k_9.d_4.M_runsapprox	spneumoniae-pangenome	local	9	4	runsapprox	0.06	0.01	0.05	96%	18108	0	0	0.068151
spneumoniae-pangenome.S_local.k_9.d_4.M_zeros	spneumoniae-pangenome	local	9	4	zeros	0.02	0.00	0.02	95%	6244	0	0	0.023655
spneumoniae-pangenome.S_local.k_9.d_5.M_default	spneumoniae-pangenome	local	9	5	default	0.01	0.00	0.00	23%	1412	80	0	0.020397
spneumoniae-pangenome.S_local.k_9.d_5.M_ones	spneumoniae-pangenome	local	9	5	ones	0.03	0.00	0.02	74%	6276	272	0	0.038868
spneumoniae-pangenome.S_local.k_9.d_5.M_runs	spneumoniae-pangenome	local	9	5	runs	0.06	0.00	0.05	96%	18108	0	0	0.070794
spneumoniae-pangenome.S_local.k_9.d_5.M_runsapprox	spneumoniae-pangenome	local	9	5	runsapprox	0.06	0.01	0.04	98%	18108	0	0	0.064107
spneumoniae-pangenome.S_local.k_9.d_5.M_zeros	spneumoniae-pangenome	local	9	5	zeros	0.03	0.00	0.02	93%	6276	0	0	0.035979
spneumoniae-pangenome.S_global.k_10.d_na.M_default	spneumoniae-pangenome	global	10	na	default	0.01	0.00	0.00	66%	1536	368	0	0.021521
spneumoniae-pangenome.S_global.k_10.d_na.M_ones	spneumoniae-pangenome	global	10	na	ones	0.08	0.00	0.07	98%	12668	0	0	0.089847
spneumoniae-pangenome.S_global.k_10.d_na.M_runs	spneumoniae-pangenome	global	10	na	runs	0.27	0.04	0.22	99%	60628	0	0	0.27751
spneumoniae-pangenome.S_global.k_10.d_na.M_runsapprox	spneumoniae-pangenome	global	10	na	runsapprox	0.27	0.02	0.24	99%	60628	0	0	0.273921
spneumoniae-pangenome.S_global.k_10.d_na.M_zeros	spneumoniae-pangenome	global	10	na	zeros	0.08	0.00	0.07	96%	12668	1016	0	0.092206
spneumoniae-pangenome.S_local.k_10.d_1.M_default	spneumoniae-pangenome	local	10	1	default	0.01	0.00	0.01	78%	1548	392	0	0.023253
spneumoniae-pangenome.S_local.k_10.d_1.M_ones	spneumoniae-pangenome	local	10	1	ones	0.09	0.00	0.08	98%	12668	0	0	0.097071
spneumoniae-pangenome.S_local.k_10.d_1.M_runs	spneumoniae-pangenome	local	10	1	runs	0.34	0.03	0.30	99%	62804	1168	0	0.345865
spneumoniae-pangenome.S_local.k_10.d_1.M_runsapprox	spneumoniae-pangenome	local	10	1	runsapprox	0.31	0.03	0.27	99%	62804	0	0	0.316002
spneumoniae-pangenome.S_local.k_10.d_1.M_zeros	spneumoniae-pangenome	local	10	1	zeros	0.09	0.01	0.07	98%	12668	0	0	0.10321
spneumoniae-pangenome.S_local.k_10.d_2.M_default	spneumoniae-pangenome	local	10	2	default	0.00	0.00	0.00	60%	2604	320	0	0.010292
spneumoniae-pangenome.S_local.k_10.d_2.M_ones	spneumoniae-pangenome	local	10	2	ones	0.07	0.00	0.06	97%	12636	0	0	0.074123
spneumoniae-pangenome.S_local.k_10.d_2.M_runs	spneumoniae-pangenome	local	10	2	runs	0.27	0.01	0.25	98%	61636	0	0	0.276417
spneumoniae-pangenome.S_local.k_10.d_2.M_runsapprox	spneumoniae-pangenome	local	10	2	runsapprox	0.29	0.02	0.27	99%	61636	0	0	0.300914
spneumoniae-pangenome.S_local.k_10.d_2.M_zeros	spneumoniae-pangenome	local	10	2	zeros	0.08	0.01	0.07	98%	12636	0	0	0.08829
spneumoniae-pangenome.S_local.k_10.d_3.M_default	spneumoniae-pangenome	local	10	3	default	0.00	0.00	0.00	75%	2604	320	0	0.015406
spneumoniae-pangenome.S_local.k_10.d_3.M_ones	spneumoniae-pangenome	local	10	3	ones	0.10	0.01	0.09	99%	12636	0	0	0.106874
spneumoniae-pangenome.S_local.k_10.d_3.M_runs	spneumoniae-pangenome	local	10	3	runs	0.30	0.01	0.28	99%	61356	0	0	0.310849
spneumoniae-pangenome.S_local.k_10.d_3.M_runsapprox	spneumoniae-pangenome	local	10	3	runsapprox	0.29	0.03	0.25	99%	61356	0	0	0.294313
spneumoniae-pangenome.S_local.k_10.d_3.M_zeros	spneumoniae-pangenome	local	10	3	zeros	0.11	0.00	0.11	98%	12636	0	0	0.123321
spneumoniae-pangenome.S_local.k_10.d_4.M_default	spneumoniae-pangenome	local	10	4	default	0.00	0.00	0.00	66%	2604	320	0	0.011967
spneumoniae-pangenome.S_local.k_10.d_4.M_ones	spneumoniae-pangenome	local	10	4	ones	0.11	0.00	0.10	99%	12636	0	0	0.119009
spneumoniae-pangenome.S_local.k_10.d_4.M_runs	spneumoniae-pangenome	local	10	4	runs	0.29	0.03	0.25	99%	61528	0	0	0.30057
spneumoniae-pangenome.S_local.k_10.d_4.M_runsapprox	spneumoniae-pangenome	local	10	4	runsapprox	0.28	0.02	0.25	99%	61528	0	0	0.291487
spneumoniae-pangenome.S_local.k_10.d_4.M_zeros	spneumoniae-pangenome	local	10	4	zeros	0.11	0.00	0.10	97%	12636	0	0	0.11332
spneumoniae-pangenome.S_local.k_10.d_5.M_default	spneumoniae-pangenome	local	10	5	default	0.00	0.00	0.00	80%	2604	320	0	0.010766
spneumoniae-pangenome.S_local.k_10.d_5.M_ones	spneumoniae-pangenome	local	10	5	ones	0.09	0.00	0.09	98%	12636	0	0	0.101578
spneumoniae-pangenome.S_local.k_10.d_5.M_runs	spneumoniae-pangenome	local	10	5	runs	0.26	0.02	0.23	99%	61264	0	0	0.268643
spneumoniae-pangenome.S_local.k_10.d_5.M_runsapprox	spneumoniae-pangenome	local	10	5	runsapprox	0.29	0.02	0.27	99%	61264	0	0	0.302062
spneumoniae-pangenome.S_local.k_10.d_5.M_zeros	spneumoniae-pangenome	local	10	5	zeros	0.09	0.01	0.07	97%	12636	0	0	0.095267
spneumoniae-pangenome.S_global.k_11.d_na.M_default	spneumoniae-pangenome	global	11	na	default	0.01	0.00	0.01	76%	3640	1216	0	0.021051
spneumoniae-pangenome.S_global.k_11.d_na.M_ones	spneumoniae-pangenome	global	11	na	ones	0.31	0.01	0.29	99%	21088	0	0	0.314927
spneumoniae-pangenome.S_global.k_11.d_na.M_runs	spneumoniae-pangenome	global	11	na	runs	1.16	0.05	1.11	99%	155628	0	0	1.170409
spneumoniae-pangenome.S_global.k_11.d_na.M_runsapprox	spneumoniae-pangenome	global	11	na	runsapprox	1.22	0.06	1.15	99%	155628	0	0	1.232504
spneumoniae-pangenome.S_global.k_11.d_na.M_zeros	spneumoniae-pangenome	global	11	na	zeros	0.37	0.00	0.36	98%	21088	0	0	0.376491
spneumoniae-pangenome.S_local.k_11.d_1.M_default	spneumoniae-pangenome	local	11	1	default	0.02	0.00	0.02	80%	4400	1656	0	0.038904
spneumoniae-pangenome.S_local.k_11.d_1.M_ones	spneumoniae-pangenome	local	11	1	ones	0.94	0.01	0.91	98%	21088	0	0	0.945873
spneumoniae-pangenome.S_local.k_11.d_1.M_runs	spneumoniae-pangenome	local	11	1	runs	7.09	0.08	6.99	99%	193156	0	0	7.096116
spneumoniae-pangenome.S_local.k_11.d_1.M_runsapprox	spneumoniae-pangenome	local	11	1	runsapprox	1.63	0.05	1.57	99%	173916	0	0	1.637784
spneumoniae-pangenome.S_local.k_11.d_1.M_zeros	spneumoniae-pangenome	local	11	1	zeros	0.68	0.01	0.66	99%	21088	0	0	0.692672
spneumoniae-pangenome.S_local.k_11.d_2.M_default	spneumoniae-pangenome	local	11	2	default	0.01	0.00	0.01	73%	3904	1368	0	0.030755
spneumoniae-pangenome.S_local.k_11.d_2.M_ones	spneumoniae-pangenome	local	11	2	ones	0.55	0.01	0.53	99%	21088	0	0	0.563003
spneumoniae-pangenome.S_local.k_11.d_2.M_runs	spneumoniae-pangenome	local	11	2	runs	2.09	0.06	2.03	99%	166668	0	0	2.09781
spneumoniae-pangenome.S_local.k_11.d_2.M_runsapprox	spneumoniae-pangenome	local	11	2	runsapprox	1.40	0.07	1.33	99%	163004	0	0	1.411856
spneumoniae-pangenome.S_local.k_11.d_2.M_zeros	spneumoniae-pangenome	local	11	2	zeros	0.50	0.01	0.48	99%	21088	0	0	0.50503
spneumoniae-pangenome.S_local.k_11.d_3.M_default	spneumoniae-pangenome	local	11	3	default	0.01	0.00	0.00	76%	3904	1280	0	0.031224
spneumoniae-pangenome.S_local.k_11.d_3.M_ones	spneumoniae-pangenome	local	11	3	ones	0.49	0.00	0.48	99%	21088	0	0	0.494895
spneumoniae-pangenome.S_local.k_11.d_3.M_runs	spneumoniae-pangenome	local	11	3	runs	1.62	0.06	1.54	99%	159604	0	0	1.624716
spneumoniae-pangenome.S_local.k_11.d_3.M_runsapprox	spneumoniae-pangenome	local	11	3	runsapprox	1.31	0.07	1.22	99%	159604	0	0	1.315541
spneumoniae-pangenome.S_local.k_11.d_3.M_zeros	spneumoniae-pangenome	local	11	3	zeros	0.51	0.01	0.48	97%	21088	0	0	0.513483
spneumoniae-pangenome.S_local.k_11.d_4.M_default	spneumoniae-pangenome	local	11	4	default	0.01	0.00	0.01	77%	3904	1240	0	0.026812
spneumoniae-pangenome.S_local.k_11.d_4.M_ones	spneumoniae-pangenome	local	11	4	ones	0.55	0.01	0.52	98%	21088	0	0	0.554526
spneumoniae-pangenome.S_local.k_11.d_4.M_runs	spneumoniae-pangenome	local	11	4	runs	1.21	0.07	1.13	99%	158648	0	0	1.214528
spneumoniae-pangenome.S_local.k_11.d_4.M_runsapprox	spneumoniae-pangenome	local	11	4	runsapprox	1.57	0.05	1.51	99%	158648	0	0	1.575015
spneumoniae-pangenome.S_local.k_11.d_4.M_zeros	spneumoniae-pangenome	local	11	4	zeros	0.46	0.01	0.44	99%	21088	0	0	0.469616
spneumoniae-pangenome.S_local.k_11.d_5.M_default	spneumoniae-pangenome	local	11	5	default	0.01	0.00	0.00	70%	3904	1224	0	0.02719
spneumoniae-pangenome.S_local.k_11.d_5.M_ones	spneumoniae-pangenome	local	11	5	ones	0.51	0.01	0.48	98%	21088	0	0	0.513317
spneumoniae-pangenome.S_local.k_11.d_5.M_runs	spneumoniae-pangenome	local	11	5	runs	1.13	0.05	1.07	99%	159024	0	0	1.141603
spneumoniae-pangenome.S_local.k_11.d_5.M_runsapprox	spneumoniae-pangenome	local	11	5	runsapprox	1.55	0.07	1.47	99%	158332	0	0	1.562344
spneumoniae-pangenome.S_local.k_11.d_5.M_zeros	spneumoniae-pangenome	local	11	5	zeros	0.37	0.01	0.36	98%	21088	0	0	0.380063
spneumoniae-pangenome.S_global.k_12.d_na.M_default	spneumoniae-pangenome	global	12	na	default	0.04	0.01	0.02	78%	5720	2904	0	0.060811
spneumoniae-pangenome.S_global.k_12.d_na.M_ones	spneumoniae-pangenome	global	12	na	ones	1.62	0.03	1.58	99%	72244	0	0	1.624859
spneumoniae-pangenome.S_global.k_12.d_na.M_runs	spneumoniae-pangenome	global	12	na	runs	3.16	0.12	3.02	99%	425008	0	0	3.1647
spneumoniae-pangenome.S_global.k_12.d_na.M_runsapprox	spneumoniae-pangenome	global	12	na	runsapprox	2.95	0.08	2.86	99%	425008	0	0	2.961809
spneumoniae-pangenome.S_global.k_12.d_na.M_zeros	spneumoniae-pangenome	global	12	na	zeros	1.39	0.02	1.35	98%	72244	0	0	1.398364
spneumoniae-pangenome.S_local.k_12.d_1.M_default	spneumoniae-pangenome	local	12	1	default	0.05	0.00	0.03	80%	9024	4592	0	0.079497
spneumoniae-pangenome.S_local.k_12.d_1.M_ones	spneumoniae-pangenome	local	12	1	ones	3.66	0.03	3.58	98%	72244	0	0	3.669336
spneumoniae-pangenome.S_local.k_12.d_1.M_runs	spneumoniae-pangenome	local	12	1	runs	105.75	0.17	105.44	99%	567428	0	0	105.754365
spneumoniae-pangenome.S_local.k_12.d_1.M_runsapprox	spneumoniae-pangenome	local	12	1	runsapprox	4.91	0.11	4.78	99%	476584	0	0	4.918651
spneumoniae-pangenome.S_local.k_12.d_1.M_zeros	spneumoniae-pangenome	local	12	1	zeros	3.12	0.03	3.05	98%	72244	0	0	3.128075
spneumoniae-pangenome.S_local.k_12.d_2.M_default	spneumoniae-pangenome	local	12	2	default	0.08	0.00	0.03	49%	1632	3664	0	0.115754
spneumoniae-pangenome.S_local.k_12.d_2.M_ones	spneumoniae-pangenome	local	12	2	ones	1.41	0.01	1.37	97%	72272	10232	0	1.42159
spneumoniae-pangenome.S_local.k_12.d_2.M_runs	spneumoniae-pangenome	local	12	2	runs	17.79	0.15	17.62	99%	476580	0	0	17.797723
spneumoniae-pangenome.S_local.k_12.d_2.M_runsapprox	spneumoniae-pangenome	local	12	2	runsapprox	4.06	0.16	3.89	99%	446292	0	0	4.07111
spneumoniae-pangenome.S_local.k_12.d_2.M_zeros	spneumoniae-pangenome	local	12	2	zeros	1.53	0.01	1.51	99%	72272	0	0	1.535653
spneumoniae-pangenome.S_local.k_12.d_3.M_default	spneumoniae-pangenome	local	12	3	default	0.03	0.01	0.02	82%	6448	3296	0	0.053862
spneumoniae-pangenome.S_local.k_12.d_3.M_ones	spneumoniae-pangenome	local	12	3	ones	1.67	0.02	1.64	99%	72256	0	0	1.67363
spneumoniae-pangenome.S_local.k_12.d_3.M_runs	spneumoniae-pangenome	local	12	3	runs	6.28	0.14	6.12	99%	443068	0	0	6.285438
spneumoniae-pangenome.S_local.k_12.d_3.M_runsapprox	spneumoniae-pangenome	local	12	3	runsapprox	3.63	0.09	3.54	99%	436144	0	0	3.641708
spneumoniae-pangenome.S_local.k_12.d_3.M_zeros	spneumoniae-pangenome	local	12	3	zeros	1.55	0.00	1.54	99%	72256	0	0	1.554636
spneumoniae-pangenome.S_local.k_12.d_4.M_default	spneumoniae-pangenome	local	12	4	default	0.03	0.00	0.02	73%	6188	3128	0	0.055403
spneumoniae-pangenome.S_local.k_12.d_4.M_ones	spneumoniae-pangenome	local	12	4	ones	1.84	0.01	1.82	99%	72256	0	0	1.848694
spneumoniae-pangenome.S_local.k_12.d_4.M_runs	spneumoniae-pangenome	local	12	4	runs	4.64	0.25	4.38	99%	433500	0	0	4.652146
spneumoniae-pangenome.S_local.k_12.d_4.M_runsapprox	spneumoniae-pangenome	local	12	4	runsapprox	4.14	0.20	3.93	99%	433120	0	0	4.148015
spneumoniae-pangenome.S_local.k_12.d_4.M_zeros	spneumoniae-pangenome	local	12	4	zeros	1.54	0.03	1.51	99%	72256	0	0	1.552097
spneumoniae-pangenome.S_local.k_12.d_5.M_default	spneumoniae-pangenome	local	12	5	default	0.04	0.01	0.01	75%	6188	3064	0	0.062965
spneumoniae-pangenome.S_local.k_12.d_5.M_ones	spneumoniae-pangenome	local	12	5	ones	2.17	0.04	2.09	98%	72244	0	0	2.173745
spneumoniae-pangenome.S_local.k_12.d_5.M_runs	spneumoniae-pangenome	local	12	5	runs	4.18	0.22	3.96	99%	432352	0	0	4.18981
spneumoniae-pangenome.S_local.k_12.d_5.M_runsapprox	spneumoniae-pangenome	local	12	5	runsapprox	3.53	0.09	3.43	99%	431912	0	0	3.543573
spneumoniae-pangenome.S_local.k_12.d_5.M_zeros	spneumoniae-pangenome	local	12	5	zeros	1.29	0.00	1.28	99%	72244	0	0	1.292456
spneumoniae-pangenome.S_global.k_13.d_na.M_default	spneumoniae-pangenome	global	13	na	default	0.04	0.00	0.03	78%	9024	4312	0	0.06472
spneumoniae-pangenome.S_global.k_13.d_na.M_ones	spneumoniae-pangenome	global	13	na	ones	2.26	0.03	2.23	99%	72256	0	0	2.270075
spneumoniae-pangenome.S_global.k_13.d_na.M_runs	spneumoniae-pangenome	global	13	na	runs	5.70	0.17	5.51	99%	542952	0	0	5.706847
spneumoniae-pangenome.S_global.k_13.d_na.M_runsapprox	spneumoniae-pangenome	global	13	na	runsapprox	6.30	0.29	6.00	99%	542952	0	0	6.306224
spneumoniae-pangenome.S_global.k_13.d_na.M_zeros	spneumoniae-pangenome	global	13	na	zeros	2.48	0.01	2.45	99%	72256	0	0	2.485484
spneumoniae-pangenome.S_local.k_13.d_1.M_default	spneumoniae-pangenome	local	13	1	default	0.07	0.01	0.04	72%	13120	6832	0	0.102938
spneumoniae-pangenome.S_local.k_13.d_1.M_ones	spneumoniae-pangenome	local	13	1	ones	5.34	0.02	5.30	99%	72256	0	0	5.345105
spneumoniae-pangenome.S_local.k_13.d_1.M_runs	spneumoniae-pangenome	local	13	1	runs	129.00	0.21	128.61	99%	703124	0	0	129.008503
spneumoniae-pangenome.S_local.k_13.d_1.M_runsapprox	spneumoniae-pangenome	local	13	1	runsapprox	8.90	0.25	8.63	99%	586056	0	0	8.908137
spneumoniae-pangenome.S_local.k_13.d_1.M_zeros	spneumoniae-pangenome	local	13	1	zeros	5.41	0.04	5.35	99%	72256	0	0	5.413068
spneumoniae-pangenome.S_local.k_13.d_2.M_default	spneumoniae-pangenome	local	13	2	default	0.06	0.01	0.03	78%	9812	5672	0	0.082095
spneumoniae-pangenome.S_local.k_13.d_2.M_ones	spneumoniae-pangenome	local	13	2	ones	4.52	0.06	4.42	99%	72244	0	0	4.530773
spneumoniae-pangenome.S_local.k_13.d_2.M_runs	spneumoniae-pangenome	local	13	2	runs	24.96	0.32	24.60	99%	602820	0	0	24.967941
spneumoniae-pangenome.S_local.k_13.d_2.M_runsapprox	spneumoniae-pangenome	local	13	2	runsapprox	6.76	0.16	6.59	99%	559120	0	0	6.771363
spneumoniae-pangenome.S_local.k_13.d_2.M_zeros	spneumoniae-pangenome	local	13	2	zeros	4.74	0.05	4.63	98%	72244	0	0	4.747284
spneumoniae-pangenome.S_local.k_13.d_3.M_default	spneumoniae-pangenome	local	13	3	default	0.06	0.01	0.04	81%	9024	5216	0	0.089667
spneumoniae-pangenome.S_local.k_13.d_3.M_ones	spneumoniae-pangenome	local	13	3	ones	4.27	0.03	4.17	98%	72244	0	0	4.273417
spneumoniae-pangenome.S_local.k_13.d_3.M_runs	spneumoniae-pangenome	local	13	3	runs	11.01	0.16	10.84	99%	562240	0	0	11.022939
spneumoniae-pangenome.S_local.k_13.d_3.M_runsapprox	spneumoniae-pangenome	local	13	3	runsapprox	6.08	0.13	5.94	99%	549844	0	0	6.086877
spneumoniae-pangenome.S_local.k_13.d_3.M_zeros	spneumoniae-pangenome	local	13	3	zeros	4.97	0.03	4.89	99%	72244	0	0	4.97437
spneumoniae-pangenome.S_local.k_13.d_4.M_default	spneumoniae-pangenome	local	13	4	default	0.07	0.00	0.05	76%	9024	4944	0	0.098166
spneumoniae-pangenome.S_local.k_13.d_4.M_ones	spneumoniae-pangenome	local	13	4	ones	4.90	0.07	4.77	98%	72244	0	0	4.903901
spneumoniae-pangenome.S_local.k_13.d_4.M_runs	spneumoniae-pangenome	local	13	4	runs	7.37	0.15	7.21	99%	546388	0	0	7.381663
spneumoniae-pangenome.S_local.k_13.d_4.M_runsapprox	spneumoniae-pangenome	local	13	4	runsapprox	6.13	0.37	5.74	99%	546588	0	0	6.138528
spneumoniae-pangenome.S_local.k_13.d_4.M_zeros	spneumoniae-pangenome	local	13	4	zeros	3.38	0.02	3.34	99%	72244	0	0	3.386885
spneumoniae-pangenome.S_local.k_13.d_5.M_default	spneumoniae-pangenome	local	13	5	default	0.05	0.01	0.03	80%	9024	4808	0	0.082216
spneumoniae-pangenome.S_local.k_13.d_5.M_ones	spneumoniae-pangenome	local	13	5	ones	4.07	0.05	3.98	99%	72244	0	0	4.076412
spneumoniae-pangenome.S_local.k_13.d_5.M_runs	spneumoniae-pangenome	local	13	5	runs	6.18	0.15	6.01	99%	545012	0	0	6.187556
spneumoniae-pangenome.S_local.k_13.d_5.M_runsapprox	spneumoniae-pangenome	local	13	5	runsapprox	6.49	0.20	6.27	99%	545276	0	0	6.495568
spneumoniae-pangenome.S_local.k_13.d_5.M_zeros	spneumoniae-pangenome	local	13	5	zeros	3.45	0.04	3.39	99%	72244	0	0	3.459774
spneumoniae-pangenome.S_global.k_14.d_na.M_default	spneumoniae-pangenome	global	14	na	default	0.06	0.01	0.03	78%	9024	4848	0	0.080935
spneumoniae-pangenome.S_global.k_14.d_na.M_ones	spneumoniae-pangenome	global	14	na	ones	3.68	0.03	3.64	99%	72256	0	0	3.68436
spneumoniae-pangenome.S_global.k_14.d_na.M_runs	spneumoniae-pangenome	global	14	na	runs	7.39	0.25	7.12	99%	601288	0	0	7.399729
spneumoniae-pangenome.S_global.k_14.d_na.M_runsapprox	spneumoniae-pangenome	global	14	na	runsapprox	6.99	0.18	6.80	99%	600908	0	0	6.997511
spneumoniae-pangenome.S_global.k_14.d_na.M_zeros	spneumoniae-pangenome	global	14	na	zeros	3.61	0.03	3.58	99%	72256	0	0	3.621008
spneumoniae-pangenome.S_local.k_14.d_1.M_default	spneumoniae-pangenome	local	14	1	default	0.07	0.00	0.04	72%	13120	7016	0	0.101698
spneumoniae-pangenome.S_local.k_14.d_1.M_ones	spneumoniae-pangenome	local	14	1	ones	7.94	0.06	7.82	99%	72244	0	0	7.947407
spneumoniae-pangenome.S_local.k_14.d_1.M_runs	spneumoniae-pangenome	local	14	1	runs	24.66	0.38	24.25	99%	666472	0	0	24.670365
spneumoniae-pangenome.S_local.k_14.d_1.M_runsapprox	spneumoniae-pangenome	local	14	1	runsapprox	9.44	0.23	9.19	99%	620984	0	0	9.445789
spneumoniae-pangenome.S_local.k_14.d_1.M_zeros	spneumoniae-pangenome	local	14	1	zeros	6.82	0.04	6.76	99%	72244	0	0	6.832521
spneumoniae-pangenome.S_local.k_14.d_2.M_default	spneumoniae-pangenome	local	14	2	default	0.08	0.01	0.04	71%	10808	6152	0	0.111122
spneumoniae-pangenome.S_local.k_14.d_2.M_ones	spneumoniae-pangenome	local	14	2	ones	6.95	0.06	6.84	99%	72244	0	0	6.956219
spneumoniae-pangenome.S_local.k_14.d_2.M_runs	spneumoniae-pangenome	local	14	2	runs	11.21	0.21	10.99	99%	622712	0	0	11.221732
spneumoniae-pangenome.S_local.k_14.d_2.M_runsapprox	spneumoniae-pangenome	local	14	2	runsapprox	8.49	0.19	8.28	99%	610424	0	0	8.501946
spneumoniae-pangenome.S_local.k_14.d_2.M_zeros	spneumoniae-pangenome	local	14	2	zeros	5.95	0.06	5.85	99%	72244	0	0	5.956027
spneumoniae-pangenome.S_local.k_14.d_3.M_default	spneumoniae-pangenome	local	14	3	default	0.07	0.01	0.04	77%	10284	5960	0	0.093597
