genome	S_alg	k	d	M_alg	M_compr_alg	kmer_count	l	o	z	r	tigs_ns	tigs_cl	enc0_xz_bytes	S_xz_bytes	M_compr_bytes	enc1_compr_bytes	enc2_xz_bytes	pref
yeast	prophasm	16	na	runsapprox	rrr	11294786	12692486	11481165	1211321	130526	93180	12692486	3359292	3270084	622587	3892671	3516808	yeast.S_prophasm.k_16.d_na.M_runsapprox.C_rrr
yeast	prophasm	16	na	runsapprox	xz	11294786	12692486	11481165	1211321	130526	93180	12692486	3359292	3270084	262868	3532952	3516808	yeast.S_prophasm.k_16.d_na.M_runsapprox.C_xz
yeast	prophasm	16	na	zeros	EliasFano	11294786	12692486	11294786	1397700	118187	93180	12692486	3359292	3270084	230152	3500236	3511228	yeast.S_prophasm.k_16.d_na.M_zeros.C_EliasFano
yeast	prophasm	16	na	zeros	bzip	11294786	12692486	11294786	1397700	118187	93180	12692486	3359292	3270084	150319	3420403	3511228	yeast.S_prophasm.k_16.d_na.M_zeros.C_bzip
yeast	prophasm	16	na	zeros	rrr	11294786	12692486	11294786	1397700	118187	93180	12692486	3359292	3270084	667555	3937639	3511228	yeast.S_prophasm.k_16.d_na.M_zeros.C_rrr
yeast	prophasm	16	na	zeros	xz	11294786	12692486	11294786	1397700	118187	93180	12692486	3359292	3270084	237580	3507664	3511228	yeast.S_prophasm.k_16.d_na.M_zeros.C_xz
yeast	eulertigs	17	na	default	EliasFano	11409525	12024069	11409525	614544	38409	38409	12024069	3161444	3114112	89576	3203688	3222356	yeast.S_eulertigs.k_17.d_na.M_default.C_EliasFano
yeast	eulertigs	17	na	default	bzip	11409525	12024069	11409525	614544	38409	38409	12024069	3161444	3114112	49324	3163436	3222356	yeast.S_eulertigs.k_17.d_na.M_default.C_bzip
yeast	eulertigs	17	na	default	rrr	11409525	12024069	11409525	614544	38409	38409	12024069	3161444	3114112	384371	3498483	3222356	yeast.S_eulertigs.k_17.d_na.M_default.C_rrr
yeast	eulertigs	17	na	default	xz	11409525	12024069	11409525	614544	38409	38409	12024069	3161444	3114112	103952	3218064	3222356	yeast.S_eulertigs.k_17.d_na.M_default.C_xz
yeast	eulertigs	17	na	ones	EliasFano	11409525	12024069	11473247	550822	47511	38409	12024069	3161444	3114112	108192	3222304	3231248	yeast.S_eulertigs.k_17.d_na.M_ones.C_EliasFano
yeast	eulertigs	17	na	ones	bzip	11409525	12024069	11473247	550822	47511	38409	12024069	3161444	3114112	76123	3190235	3231248	yeast.S_eulertigs.k_17.d_na.M_ones.C_bzip
yeast	eulertigs	17	na	ones	rrr	11409525	12024069	11473247	550822	47511	38409	12024069	3161444	3114112	360819	3474931	3231248	yeast.S_eulertigs.k_17.d_na.M_ones.C_rrr
yeast	eulertigs	17	na	ones	xz	11409525	12024069	11473247	550822	47511	38409	12024069	3161444	3114112	129088	3243200	3231248	yeast.S_eulertigs.k_17.d_na.M_ones.C_xz
yeast	eulertigs	17	na	runs	EliasFano	11409525	12024069	11456905	567164	38191	38409	12024069	3161444	3114112	89136	3203248	3220920	yeast.S_eulertigs.k_17.d_na.M_runs.C_EliasFano
yeast	eulertigs	17	na	runs	bzip	11409525	12024069	11456905	567164	38191	38409	12024069	3161444	3114112	62307	3176419	3220920	yeast.S_eulertigs.k_17.d_na.M_runs.C_bzip
yeast	eulertigs	17	na	runs	rrr	11409525	12024069	11456905	567164	38191	38409	12024069	3161444	3114112	367019	3481131	3220920	yeast.S_eulertigs.k_17.d_na.M_runs.C_rrr
yeast	eulertigs	17	na	runs	xz	11409525	12024069	11456905	567164	38191	38409	12024069	3161444	3114112	114704	3228816	3220920	yeast.S_eulertigs.k_17.d_na.M_runs.C_xz
yeast	eulertigs	17	na	runsapprox	EliasFano	11409525	12024069	11473247	550822	47511	38409	12024069	3161444	3114112	108192	3222304	3231248	yeast.S_eulertigs.k_17.d_na.M_runsapprox.C_EliasFano
yeast	eulertigs	17	na	runsapprox	bzip	11409525	12024069	11473247	550822	47511	38409	12024069	3161444	3114112	76123	3190235	3231248	yeast.S_eulertigs.k_17.d_na.M_runsapprox.C_bzip
yeast	eulertigs	17	na	runsapprox	rrr	11409525	12024069	11473247	550822	47511	38409	12024069	3161444	3114112	360819	3474931	3231248	yeast.S_eulertigs.k_17.d_na.M_runsapprox.C_rrr
yeast	eulertigs	17	na	runsapprox	xz	11409525	12024069	11473247	550822	47511	38409	12024069	3161444	3114112	129088	3243200	3231248	yeast.S_eulertigs.k_17.d_na.M_runsapprox.C_xz
yeast	eulertigs	17	na	zeros	EliasFano	11409525	12024069	11409525	614544	66106	38409	12024069	3161444	3114112	141000	3255112	3261036	yeast.S_eulertigs.k_17.d_na.M_zeros.C_EliasFano
yeast	eulertigs	17	na	zeros	bzip	11409525	12024069	11409525	614544	66106	38409	12024069	3161444	3114112	107584	3221696	3261036	yeast.S_eulertigs.k_17.d_na.M_zeros.C_bzip
yeast	eulertigs	17	na	zeros	rrr	11409525	12024069	11409525	614544	66106	38409	12024069	3161444	3114112	393347	3507459	3261036	yeast.S_eulertigs.k_17.d_na.M_zeros.C_rrr
yeast	eulertigs	17	na	zeros	xz	11409525	12024069	11409525	614544	66106	38409	12024069	3161444	3114112	172240	3286352	3261036	yeast.S_eulertigs.k_17.d_na.M_zeros.C_xz
yeast	greedytigs	17	na	default	EliasFano	11409525	11546427	11501755	44672	2792	2792	11546427	2995688	2991960	9144	3001104	3003604	yeast.S_greedytigs.k_17.d_na.M_default.C_EliasFano
yeast	greedytigs	17	na	default	bzip	11409525	11546427	11501755	44672	2792	2792	11546427	2995688	2991960	5636	2997596	3003604	yeast.S_greedytigs.k_17.d_na.M_default.C_bzip
yeast	greedytigs	17	na	default	rrr	11409525	11546427	11501755	44672	2792	2792	11546427	2995688	2991960	78011	3069971	3003604	yeast.S_greedytigs.k_17.d_na.M_default.C_rrr
yeast	greedytigs	17	na	default	xz	11409525	11546427	11501755	44672	2792	2792	11546427	2995688	2991960	11824	3003784	3003604	yeast.S_greedytigs.k_17.d_na.M_default.C_xz
yeast	greedytigs	17	na	ones	EliasFano	11409525	11546427	11504156	42271	3005	2792	11546427	2995688	2991960	9760	3001720	3004228	yeast.S_greedytigs.k_17.d_na.M_ones.C_EliasFano
yeast	greedytigs	17	na	ones	bzip	11409525	11546427	11504156	42271	3005	2792	11546427	2995688	2991960	6822	2998782	3004228	yeast.S_greedytigs.k_17.d_na.M_ones.C_bzip
yeast	greedytigs	17	na	ones	rrr	11409525	11546427	11504156	42271	3005	2792	11546427	2995688	2991960	77099	3069059	3004228	yeast.S_greedytigs.k_17.d_na.M_ones.C_rrr
yeast	greedytigs	17	na	ones	xz	11409525	11546427	11504156	42271	3005	2792	11546427	2995688	2991960	13024	3004984	3004228	yeast.S_greedytigs.k_17.d_na.M_ones.C_xz
yeast	greedytigs	17	na	runs	EliasFano	11409525	11546427	11503825	42602	2791	2792	11546427	2995688	2991960	9136	3001096	3004268	yeast.S_greedytigs.k_17.d_na.M_runs.C_EliasFano
yeast	greedytigs	17	na	runs	bzip	11409525	11546427	11503825	42602	2791	2792	11546427	2995688	2991960	6325	2998285	3004268	yeast.S_greedytigs.k_17.d_na.M_runs.C_bzip
yeast	greedytigs	17	na	runs	rrr	11409525	11546427	11503825	42602	2791	2792	11546427	2995688	2991960	77235	3069195	3004268	yeast.S_greedytigs.k_17.d_na.M_runs.C_rrr
yeast	greedytigs	17	na	runs	xz	11409525	11546427	11503825	42602	2791	2792	11546427	2995688	2991960	12588	3004548	3004268	yeast.S_greedytigs.k_17.d_na.M_runs.C_xz
yeast	greedytigs	17	na	runsapprox	EliasFano	11409525	11546427	11503825	42602	2791	2792	11546427	2995688	2991960	9136	3001096	3004268	yeast.S_greedytigs.k_17.d_na.M_runsapprox.C_EliasFano
yeast	greedytigs	17	na	runsapprox	bzip	11409525	11546427	11503825	42602	2791	2792	11546427	2995688	2991960	6325	2998285	3004268	yeast.S_greedytigs.k_17.d_na.M_runsapprox.C_bzip
yeast	greedytigs	17	na	runsapprox	rrr	11409525	11546427	11503825	42602	2791	2792	11546427	2995688	2991960	77235	3069195	3004268	yeast.S_greedytigs.k_17.d_na.M_runsapprox.C_rrr
yeast	greedytigs	17	na	runsapprox	xz	11409525	11546427	11503825	42602	2791	2792	11546427	2995688	2991960	12588	3004548	3004268	yeast.S_greedytigs.k_17.d_na.M_runsapprox.C_xz
yeast	greedytigs	17	na	zeros	EliasFano	11409525	11546427	11409525	136902	42563	2792	11546427	2995688	2991960	97464	3089424	3074384	yeast.S_greedytigs.k_17.d_na.M_zeros.C_EliasFano
yeast	greedytigs	17	na	zeros	bzip	11409525	11546427	11409525	136902	42563	2792	11546427	2995688	2991960	72223	3064183	3074384	yeast.S_greedytigs.k_17.d_na.M_zeros.C_bzip
yeast	greedytigs	17	na	zeros	rrr	11409525	11546427	11409525	136902	42563	2792	11546427	2995688	2991960	144235	3136195	3074384	yeast.S_greedytigs.k_17.d_na.M_zeros.C_rrr
yeast	greedytigs	17	na	zeros	xz	11409525	11546427	11409525	136902	42563	2792	11546427	2995688	2991960	118616	3110576	3074384	yeast.S_greedytigs.k_17.d_na.M_zeros.C_xz
yeast	matchtigs	17	na	default	EliasFano	11409525	11535580	11491372	44208	2763	2763	11535580	2995296	2990360	9048	2999408	3001612	yeast.S_matchtigs.k_17.d_na.M_default.C_EliasFano
yeast	matchtigs	17	na	default	bzip	11409525	11535580	11491372	44208	2763	2763	11535580	2995296	2990360	5421	2995781	3001612	yeast.S_matchtigs.k_17.d_na.M_default.C_bzip
yeast	matchtigs	17	na	default	rrr	11409525	11535580	11491372	44208	2763	2763	11535580	2995296	2990360	76931	3067291	3001612	yeast.S_matchtigs.k_17.d_na.M_default.C_rrr
yeast	matchtigs	17	na	default	xz	11409525	11535580	11491372	44208	2763	2763	11535580	2995296	2990360	11372	3001732	3001612	yeast.S_matchtigs.k_17.d_na.M_default.C_xz
yeast	matchtigs	17	na	ones	EliasFano	11409525	11535580	11493648	41932	2891	2763	11535580	2995296	2990360	9440	2999800	3003924	yeast.S_matchtigs.k_17.d_na.M_ones.C_EliasFano
yeast	matchtigs	17	na	ones	bzip	11409525	11535580	11493648	41932	2891	2763	11535580	2995296	2990360	6510	2996870	3003924	yeast.S_matchtigs.k_17.d_na.M_ones.C_bzip
yeast	matchtigs	17	na	ones	rrr	11409525	11535580	11493648	41932	2891	2763	11535580	2995296	2990360	76123	3066483	3003924	yeast.S_matchtigs.k_17.d_na.M_ones.C_rrr
yeast	matchtigs	17	na	ones	xz	11409525	11535580	11493648	41932	2891	2763	11535580	2995296	2990360	12516	3002876	3003924	yeast.S_matchtigs.k_17.d_na.M_ones.C_xz
yeast	matchtigs	17	na	runs	EliasFano	11409525	11535580	11493477	42103	2763	2763	11535580	2995296	2990360	9048	2999408	3002872	yeast.S_matchtigs.k_17.d_na.M_runs.C_EliasFano
yeast	matchtigs	17	na	runs	bzip	11409525	11535580	11493477	42103	2763	2763	11535580	2995296	2990360	6164	2996524	3002872	yeast.S_matchtigs.k_17.d_na.M_runs.C_bzip
yeast	matchtigs	17	na	runs	rrr	11409525	11535580	11493477	42103	2763	2763	11535580	2995296	2990360	76195	3066555	3002872	yeast.S_matchtigs.k_17.d_na.M_runs.C_rrr
yeast	matchtigs	17	na	runs	xz	11409525	11535580	11493477	42103	2763	2763	11535580	2995296	2990360	12208	3002568	3002872	yeast.S_matchtigs.k_17.d_na.M_runs.C_xz
yeast	matchtigs	17	na	runsapprox	EliasFano	11409525	11535580	11493477	42103	2763	2763	11535580	2995296	2990360	9048	2999408	3002872	yeast.S_matchtigs.k_17.d_na.M_runsapprox.C_EliasFano
yeast	matchtigs	17	na	runsapprox	bzip	11409525	11535580	11493477	42103	2763	2763	11535580	2995296	2990360	6164	2996524	3002872	yeast.S_matchtigs.k_17.d_na.M_runsapprox.C_bzip
yeast	matchtigs	17	na	runsapprox	rrr	11409525	11535580	11493477	42103	2763	2763	11535580	2995296	2990360	76195	3066555	3002872	yeast.S_matchtigs.k_17.d_na.M_runsapprox.C_rrr
yeast	matchtigs	17	na	runsapprox	xz	11409525	11535580	11493477	42103	2763	2763	11535580	2995296	2990360	12208	3002568	3002872	yeast.S_matchtigs.k_17.d_na.M_runsapprox.C_xz
yeast	matchtigs	17	na	zeros	EliasFano	11409525	11535580	11409525	126055	43356	2763	11535580	2995296	2990360	99048	3089408	3071224	yeast.S_matchtigs.k_17.d_na.M_zeros.C_EliasFano
yeast	matchtigs	17	na	zeros	bzip	11409525	11535580	11409525	126055	43356	2763	11535580	2995296	2990360	71513	3061873	3071224	yeast.S_matchtigs.k_17.d_na.M_zeros.C_bzip
yeast	matchtigs	17	na	zeros	rrr	11409525	11535580	11409525	126055	43356	2763	11535580	2995296	2990360	138731	3129091	3071224	yeast.S_matchtigs.k_17.d_na.M_zeros.C_rrr
yeast	matchtigs	17	na	zeros	xz	11409525	11535580	11409525	126055	43356	2763	11535580	2995296	2990360	116964	3107324	3071224	yeast.S_matchtigs.k_17.d_na.M_zeros.C_xz
yeast	prophasm	17	na	default	EliasFano	11409525	12024389	11409525	614864	38429	38429	12024389	3148052	3107576	89616	3197192	3205116	yeast.S_prophasm.k_17.d_na.M_default.C_EliasFano
yeast	prophasm	17	na	default	bzip	11409525	12024389	11409525	614864	38429	38429	12024389	3148052	3107576	47405	3154981	3205116	yeast.S_prophasm.k_17.d_na.M_default.C_bzip
yeast	prophasm	17	na	default	rrr	11409525	12024389	11409525	614864	38429	38429	12024389	3148052	3107576	358227	3465803	3205116	yeast.S_prophasm.k_17.d_na.M_default.C_rrr
yeast	prophasm	17	na	default	xz	11409525	12024389	11409525	614864	38429	38429	12024389	3148052	3107576	95556	3203132	3205116	yeast.S_prophasm.k_17.d_na.M_default.C_xz
yeast	prophasm	17	na	ones	EliasFano	11409525	12024389	11479856	544533	47921	38429	12024389	3148052	3107576	108920	3216496	3214176	yeast.S_prophasm.k_17.d_na.M_ones.C_EliasFano
yeast	prophasm	17	na	ones	bzip	11409525	12024389	11479856	544533	47921	38429	12024389	3148052	3107576	75910	3183486	3214176	yeast.S_prophasm.k_17.d_na.M_ones.C_bzip
yeast	prophasm	17	na	ones	rrr	11409525	12024389	11479856	544533	47921	38429	12024389	3148052	3107576	336043	3443619	3214176	yeast.S_prophasm.k_17.d_na.M_ones.C_rrr
yeast	prophasm	17	na	ones	xz	11409525	12024389	11479856	544533	47921	38429	12024389	3148052	3107576	121020	3228596	3214176	yeast.S_prophasm.k_17.d_na.M_ones.C_xz
yeast	prophasm	17	na	runs	EliasFano	11409525	12024389	11460715	563674	37932	38429	12024389	3148052	3107576	88616	3196192	3204016	yeast.S_prophasm.k_17.d_na.M_runs.C_EliasFano
yeast	prophasm	17	na	runs	bzip	11409525	12024389	11460715	563674	37932	38429	12024389	3148052	3107576	61646	3169222	3204016	yeast.S_prophasm.k_17.d_na.M_runs.C_bzip
yeast	prophasm	17	na	runs	rrr	11409525	12024389	11460715	563674	37932	38429	12024389	3148052	3107576	341851	3449427	3204016	yeast.S_prophasm.k_17.d_na.M_runs.C_rrr
yeast	prophasm	17	na	runs	xz	11409525	12024389	11460715	563674	37932	38429	12024389	3148052	3107576	107060	3214636	3204016	yeast.S_prophasm.k_17.d_na.M_runs.C_xz
yeast	prophasm	17	na	runsapprox	EliasFano	11409525	12024389	11479856	544533	47921	38429	12024389	3148052	3107576	108920	3216496	3214176	yeast.S_prophasm.k_17.d_na.M_runsapprox.C_EliasFano
yeast	prophasm	17	na	runsapprox	bzip	11409525	12024389	11479856	544533	47921	38429	12024389	3148052	3107576	75910	3183486	3214176	yeast.S_prophasm.k_17.d_na.M_runsapprox.C_bzip
yeast	prophasm	17	na	runsapprox	rrr	11409525	12024389	11479856	544533	47921	38429	12024389	3148052	3107576	336043	3443619	3214176	yeast.S_prophasm.k_17.d_na.M_runsapprox.C_rrr
yeast	prophasm	17	na	runsapprox	xz	11409525	12024389	11479856	544533	47921	38429	12024389	3148052	3107576	121020	3228596	3214176	yeast.S_prophasm.k_17.d_na.M_runsapprox.C_xz
yeast	prophasm	17	na	zeros	EliasFano	11409525	12024389	11409525	614864	45916	38429	12024389	3148052	3107576	104704	3212280	3215116	yeast.S_prophasm.k_17.d_na.M_zeros.C_EliasFano
yeast	prophasm	17	na	zeros	bzip	11409525	12024389	11409525	614864	45916	38429	12024389	3148052	3107576	65497	3173073	3215116	yeast.S_prophasm.k_17.d_na.M_zeros.C_bzip
yeast	prophasm	17	na	zeros	rrr	11409525	12024389	11409525	614864	45916	38429	12024389	3148052	3107576	358083	3465659	3215116	yeast.S_prophasm.k_17.d_na.M_zeros.C_rrr
yeast	prophasm	17	na	zeros	xz	11409525	12024389	11409525	614864	45916	38429	12024389	3148052	3107576	113572	3221148	3215116	yeast.S_prophasm.k_17.d_na.M_zeros.C_xz
yeast	eulertigs	18	na	default	EliasFano	11456651	11769485	11456651	312834	18402	18402	11769485	3069792	3045540	47632	3093172	3103236	yeast.S_eulertigs.k_18.d_na.M_default.C_EliasFano
yeast	eulertigs	18	na	default	bzip	11456651	11769485	11456651	312834	18402	18402	11769485	3069792	3045540	26305	3071845	3103236	yeast.S_eulertigs.k_18.d_na.M_default.C_bzip
yeast	eulertigs	18	na	default	rrr	11456651	11769485	11456651	312834	18402	18402	11769485	3069792	3045540	220915	3266455	3103236	yeast.S_eulertigs.k_18.d_na.M_default.C_rrr
yeast	eulertigs	18	na	default	xz	11456651	11769485	11456651	312834	18402	18402	11769485	3069792	3045540	55088	3100628	3103236	yeast.S_eulertigs.k_18.d_na.M_default.C_xz
yeast	eulertigs	18	na	ones	EliasFano	11456651	11769485	11485485	284000	21624	18402	11769485	3069792	3045540	54928	3100468	3106612	yeast.S_eulertigs.k_18.d_na.M_ones.C_EliasFano
yeast	eulertigs	18	na	ones	bzip	11456651	11769485	11485485	284000	21624	18402	11769485	3069792	3045540	38480	3084020	3106612	yeast.S_eulertigs.k_18.d_na.M_ones.C_bzip
yeast	eulertigs	18	na	ones	rrr	11456651	11769485	11485485	284000	21624	18402	11769485	3069792	3045540	209931	3255471	3106612	yeast.S_eulertigs.k_18.d_na.M_ones.C_rrr
yeast	eulertigs	18	na	ones	xz	11456651	11769485	11485485	284000	21624	18402	11769485	3069792	3045540	65512	3111052	3106612	yeast.S_eulertigs.k_18.d_na.M_ones.C_xz
yeast	eulertigs	18	na	runs	EliasFano	11456651	11769485	11478869	290616	18276	18402	11769485	3069792	3045540	47344	3092884	3102316	yeast.S_eulertigs.k_18.d_na.M_runs.C_EliasFano
yeast	eulertigs	18	na	runs	bzip	11456651	11769485	11478869	290616	18276	18402	11769485	3069792	3045540	32898	3078438	3102316	yeast.S_eulertigs.k_18.d_na.M_runs.C_bzip
yeast	eulertigs	18	na	runs	rrr	11456651	11769485	11478869	290616	18276	18402	11769485	3069792	3045540	212499	3258039	3102316	yeast.S_eulertigs.k_18.d_na.M_runs.C_rrr
yeast	eulertigs	18	na	runs	xz	11456651	11769485	11478869	290616	18276	18402	11769485	3069792	3045540	60208	3105748	3102316	yeast.S_eulertigs.k_18.d_na.M_runs.C_xz
yeast	eulertigs	18	na	runsapprox	EliasFano	11456651	11769485	11485485	284000	21624	18402	11769485	3069792	3045540	54928	3100468	3106612	yeast.S_eulertigs.k_18.d_na.M_runsapprox.C_EliasFano
yeast	eulertigs	18	na	runsapprox	bzip	11456651	11769485	11485485	284000	21624	18402	11769485	3069792	3045540	38480	3084020	3106612	yeast.S_eulertigs.k_18.d_na.M_runsapprox.C_bzip
yeast	eulertigs	18	na	runsapprox	rrr	11456651	11769485	11485485	284000	21624	18402	11769485	3069792	3045540	209931	3255471	3106612	yeast.S_eulertigs.k_18.d_na.M_runsapprox.C_rrr
yeast	eulertigs	18	na	runsapprox	xz	11456651	11769485	11485485	284000	21624	18402	11769485	3069792	3045540	65512	3111052	3106612	yeast.S_eulertigs.k_18.d_na.M_runsapprox.C_xz
yeast	eulertigs	18	na	zeros	EliasFano	11456651	11769485	11456651	312834	26683	18402	11769485	3069792	3045540	65680	3111220	3116724	yeast.S_eulertigs.k_18.d_na.M_zeros.C_EliasFano
yeast	eulertigs	18	na	zeros	bzip	11456651	11769485	11456651	312834	26683	18402	11769485	3069792	3045540	47365	3092905	3116724	yeast.S_eulertigs.k_18.d_na.M_zeros.C_bzip
yeast	eulertigs	18	na	zeros	rrr	11456651	11769485	11456651	312834	26683	18402	11769485	3069792	3045540	223563	3269103	3116724	yeast.S_eulertigs.k_18.d_na.M_zeros.C_rrr
yeast	eulertigs	18	na	zeros	xz	11456651	11769485	11456651	312834	26683	18402	11769485	3069792	3045540	78620	3124160	3116724	yeast.S_eulertigs.k_18.d_na.M_zeros.C_xz
yeast	greedytigs	18	na	default	EliasFano	11456651	11556418	11511912	44506	2618	2618	11556418	2995168	2991156	8616	2999772	3002132	yeast.S_greedytigs.k_18.d_na.M_default.C_EliasFano
yeast	greedytigs	18	na	default	bzip	11456651	11556418	11511912	44506	2618	2618	11556418	2995168	2991156	4935	2996091	3002132	yeast.S_greedytigs.k_18.d_na.M_default.C_bzip
yeast	greedytigs	18	na	default	rrr	11456651	11556418	11511912	44506	2618	2618	11556418	2995168	2991156	76387	3067543	3002132	yeast.S_greedytigs.k_18.d_na.M_default.C_rrr
yeast	greedytigs	18	na	default	xz	11456651	11556418	11511912	44506	2618	2618	11556418	2995168	2991156	10656	3001812	3002132	yeast.S_greedytigs.k_18.d_na.M_default.C_xz
yeast	greedytigs	18	na	ones	EliasFano	11456651	11556418	11513907	42511	2703	2618	11556418	2995168	2991156	8872	3000028	3001768	yeast.S_greedytigs.k_18.d_na.M_ones.C_EliasFano
yeast	greedytigs	18	na	ones	bzip	11456651	11556418	11513907	42511	2703	2618	11556418	2995168	2991156	5879	2997035	3001768	yeast.S_greedytigs.k_18.d_na.M_ones.C_bzip
yeast	greedytigs	18	na	ones	rrr	11456651	11556418	11513907	42511	2703	2618	11556418	2995168	2991156	75683	3066839	3001768	yeast.S_greedytigs.k_18.d_na.M_ones.C_rrr
yeast	greedytigs	18	na	ones	xz	11456651	11556418	11513907	42511	2703	2618	11556418	2995168	2991156	11556	3002712	3001768	yeast.S_greedytigs.k_18.d_na.M_ones.C_xz
yeast	greedytigs	18	na	runs	EliasFano	11456651	11556418	11513774	42644	2618	2618	11556418	2995168	2991156	8616	2999772	3001368	yeast.S_greedytigs.k_18.d_na.M_runs.C_EliasFano
yeast	greedytigs	18	na	runs	bzip	11456651	11556418	11513774	42644	2618	2618	11556418	2995168	2991156	5666	2996822	3001368	yeast.S_greedytigs.k_18.d_na.M_runs.C_bzip
yeast	greedytigs	18	na	runs	rrr	11456651	11556418	11513774	42644	2618	2618	11556418	2995168	2991156	75731	3066887	3001368	yeast.S_greedytigs.k_18.d_na.M_runs.C_rrr
yeast	greedytigs	18	na	runs	xz	11456651	11556418	11513774	42644	2618	2618	11556418	2995168	2991156	11372	3002528	3001368	yeast.S_greedytigs.k_18.d_na.M_runs.C_xz
yeast	greedytigs	18	na	runsapprox	EliasFano	11456651	11556418	11513774	42644	2618	2618	11556418	2995168	2991156	8616	2999772	3001368	yeast.S_greedytigs.k_18.d_na.M_runsapprox.C_EliasFano
yeast	greedytigs	18	na	runsapprox	bzip	11456651	11556418	11513774	42644	2618	2618	11556418	2995168	2991156	5666	2996822	3001368	yeast.S_greedytigs.k_18.d_na.M_runsapprox.C_bzip
yeast	greedytigs	18	na	runsapprox	rrr	11456651	11556418	11513774	42644	2618	2618	11556418	2995168	2991156	75731	3066887	3001368	yeast.S_greedytigs.k_18.d_na.M_runsapprox.C_rrr
yeast	greedytigs	18	na	runsapprox	xz	11456651	11556418	11513774	42644	2618	2618	11556418	2995168	2991156	11372	3002528	3001368	yeast.S_greedytigs.k_18.d_na.M_runsapprox.C_xz
yeast	greedytigs	18	na	zeros	EliasFano	11456651	11556418	11456651	99767	21489	2618	11556418	2995168	2991156	54512	3045668	3040832	yeast.S_greedytigs.k_18.d_na.M_zeros.C_EliasFano
yeast	greedytigs	18	na	zeros	bzip	11456651	11556418	11456651	99767	21489	2618	11556418	2995168	2991156	40691	3031847	3040832	yeast.S_greedytigs.k_18.d_na.M_zeros.C_bzip
yeast	greedytigs	18	na	zeros	rrr	11456651	11556418	11456651	99767	21489	2618	11556418	2995168	2991156	112795	3103951	3040832	yeast.S_greedytigs.k_18.d_na.M_zeros.C_rrr
yeast	greedytigs	18	na	zeros	xz	11456651	11556418	11456651	99767	21489	2618	11556418	2995168	2991156	66340	3057496	3040832	yeast.S_greedytigs.k_18.d_na.M_zeros.C_xz
yeast	matchtigs	18	na	default	EliasFano	11456651	11549699	11504598	45101	2653	2653	11549699	2992496	2988292	8720	2997012	3000552	yeast.S_matchtigs.k_18.d_na.M_default.C_EliasFano
yeast	matchtigs	18	na	default	bzip	11456651	11549699	11504598	45101	2653	2653	11549699	2992496	2988292	4885	2993177	3000552	yeast.S_matchtigs.k_18.d_na.M_default.C_bzip
yeast	matchtigs	18	na	default	rrr	11456651	11549699	11504598	45101	2653	2653	11549699	2992496	2988292	76315	3064607	3000552	yeast.S_matchtigs.k_18.d_na.M_default.C_rrr
yeast	matchtigs	18	na	default	xz	11456651	11549699	11504598	45101	2653	2653	11549699	2992496	2988292	10512	2998804	3000552	yeast.S_matchtigs.k_18.d_na.M_default.C_xz
yeast	matchtigs	18	na	ones	EliasFano	11456651	11549699	11506621	43078	2728	2653	11549699	2992496	2988292	8952	2997244	3000328	yeast.S_matchtigs.k_18.d_na.M_ones.C_EliasFano
yeast	matchtigs	18	na	ones	bzip	11456651	11549699	11506621	43078	2728	2653	11549699	2992496	2988292	5752	2994044	3000328	yeast.S_matchtigs.k_18.d_na.M_ones.C_bzip
yeast	matchtigs	18	na	ones	rrr	11456651	11549699	11506621	43078	2728	2653	11549699	2992496	2988292	75611	3063903	3000328	yeast.S_matchtigs.k_18.d_na.M_ones.C_rrr
yeast	matchtigs	18	na	ones	xz	11456651	11549699	11506621	43078	2728	2653	11549699	2992496	2988292	11468	2999760	3000328	yeast.S_matchtigs.k_18.d_na.M_ones.C_xz
yeast	matchtigs	18	na	runs	EliasFano	11456651	11549699	11506523	43176	2653	2653	11549699	2992496	2988292	8720	2997012	3000848	yeast.S_matchtigs.k_18.d_na.M_runs.C_EliasFano
yeast	matchtigs	18	na	runs	bzip	11456651	11549699	11506523	43176	2653	2653	11549699	2992496	2988292	5578	2993870	3000848	yeast.S_matchtigs.k_18.d_na.M_runs.C_bzip
yeast	matchtigs	18	na	runs	rrr	11456651	11549699	11506523	43176	2653	2653	11549699	2992496	2988292	75651	3063943	3000848	yeast.S_matchtigs.k_18.d_na.M_runs.C_rrr
yeast	matchtigs	18	na	runs	xz	11456651	11549699	11506523	43176	2653	2653	11549699	2992496	2988292	11288	2999580	3000848	yeast.S_matchtigs.k_18.d_na.M_runs.C_xz
yeast	matchtigs	18	na	runsapprox	EliasFano	11456651	11549699	11506523	43176	2653	2653	11549699	2992496	2988292	8720	2997012	3000848	yeast.S_matchtigs.k_18.d_na.M_runsapprox.C_EliasFano
yeast	matchtigs	18	na	runsapprox	bzip	11456651	11549699	11506523	43176	2653	2653	11549699	2992496	2988292	5578	2993870	3000848	yeast.S_matchtigs.k_18.d_na.M_runsapprox.C_bzip
yeast	matchtigs	18	na	runsapprox	rrr	11456651	11549699	11506523	43176	2653	2653	11549699	2992496	2988292	75651	3063943	3000848	yeast.S_matchtigs.k_18.d_na.M_runsapprox.C_rrr
yeast	matchtigs	18	na	runsapprox	xz	11456651	11549699	11506523	43176	2653	2653	11549699	2992496	2988292	11288	2999580	3000848	yeast.S_matchtigs.k_18.d_na.M_runsapprox.C_xz
