genome	k	S_alg	algorithm	camel_DS	d	M_alg	kmer_count	l	o	z	r	S_xz_bytes	M_xz_bytes	enc1_xz_bytes	enc2_xz_bytes	tigs_ns	tigs_cl	enc0_xz_bytes	camel_mem_bytes	camel_real_s	camel_usr_s	camel_sys_s	pref0	pref
spneumoniae-pangenome	12	pseudosimplitigsAC	loc-greedy	AC	1	zeros	3336895	6813225	3336895	3476330	510796	1808876	450548	2259424	2329040	na	na	na	7879092000	91.69	84.66	4.11	spneumoniae-pangenome.S_pseudosimplitigsAC.k_12.d_1	spneumoniae-pangenome.S_pseudosimplitigsAC.k_12.d_1.M_zeros
spneumoniae-pangenome	12	pseudosimplitigsAC	loc-greedy	AC	2	default	3336895	5236083	3336895	1899188	461208	1395252	286972	1682224	1754820	na	na	na	7879152000	98.7	91.8	3.5	spneumoniae-pangenome.S_pseudosimplitigsAC.k_12.d_2	spneumoniae-pangenome.S_pseudosimplitigsAC.k_12.d_2.M_default
spneumoniae-pangenome	12	pseudosimplitigsAC	loc-greedy	AC	2	ones	3336895	5236083	4285232	950851	442833	1395252	383172	1778424	1769380	na	na	na	7879152000	98.7	91.8	3.5	spneumoniae-pangenome.S_pseudosimplitigsAC.k_12.d_2	spneumoniae-pangenome.S_pseudosimplitigsAC.k_12.d_2.M_ones
spneumoniae-pangenome	12	pseudosimplitigsAC	loc-greedy	AC	2	runs	3336895	5236083	3943665	1292418	281436	1395252	297752	1693004	1703996	na	na	na	7879152000	98.7	91.8	3.5	spneumoniae-pangenome.S_pseudosimplitigsAC.k_12.d_2	spneumoniae-pangenome.S_pseudosimplitigsAC.k_12.d_2.M_runs
spneumoniae-pangenome	12	pseudosimplitigsAC	loc-greedy	AC	2	zeros	3336895	5236083	3336895	1899188	480923	1395252	326980	1722232	1772136	na	na	na	7879152000	98.7	91.8	3.5	spneumoniae-pangenome.S_pseudosimplitigsAC.k_12.d_2	spneumoniae-pangenome.S_pseudosimplitigsAC.k_12.d_2.M_zeros
spneumoniae-pangenome	12	pseudosimplitigsAC	loc-greedy	AC	3	default	3336895	4642342	3336895	1305447	508409	1237196	307752	1544948	1572576	na	na	na	7879696000	91.23	85.46	3.56	spneumoniae-pangenome.S_pseudosimplitigsAC.k_12.d_3	spneumoniae-pangenome.S_pseudosimplitigsAC.k_12.d_3.M_default
spneumoniae-pangenome	12	pseudosimplitigsAC	loc-greedy	AC	3	ones	3336895	4642342	3968192	674150	367325	1237196	309112	1546308	1537168	na	na	na	7879696000	91.23	85.46	3.56	spneumoniae-pangenome.S_pseudosimplitigsAC.k_12.d_3	spneumoniae-pangenome.S_pseudosimplitigsAC.k_12.d_3.M_ones
spneumoniae-pangenome	12	pseudosimplitigsAC	loc-greedy	AC	3	runs	3336895	4642342	3825005	817337	294596	1237196	277356	1514552	1515432	na	na	na	7879696000	91.23	85.46	3.56	spneumoniae-pangenome.S_pseudosimplitigsAC.k_12.d_3	spneumoniae-pangenome.S_pseudosimplitigsAC.k_12.d_3.M_runs
spneumoniae-pangenome	12	pseudosimplitigsAC	loc-greedy	AC	3	zeros	3336895	4642342	3336895	1305447	509578	1237196	313468	1550664	1574552	na	na	na	7879696000	91.23	85.46	3.56	spneumoniae-pangenome.S_pseudosimplitigsAC.k_12.d_3	spneumoniae-pangenome.S_pseudosimplitigsAC.k_12.d_3.M_zeros
spneumoniae-pangenome	12	pseudosimplitigsAC	loc-greedy	AC	4	default	3336895	4408728	3336895	1071833	520244	1193236	312756	1505992	1495744	na	na	na	7881368000	95.78	89.16	3.29	spneumoniae-pangenome.S_pseudosimplitigsAC.k_12.d_4	spneumoniae-pangenome.S_pseudosimplitigsAC.k_12.d_4.M_default
spneumoniae-pangenome	12	pseudosimplitigsAC	loc-greedy	AC	4	ones	3336895	4408728	3856517	552211	338105	1193236	281516	1474752	1447576	na	na	na	7881368000	95.78	89.16	3.29	spneumoniae-pangenome.S_pseudosimplitigsAC.k_12.d_4	spneumoniae-pangenome.S_pseudosimplitigsAC.k_12.d_4.M_ones
spneumoniae-pangenome	12	pseudosimplitigsAC	loc-greedy	AC	4	runs	3336895	4408728	3789175	619553	300645	1193236	269156	1462392	1436828	na	na	na	7881368000	95.78	89.16	3.29	spneumoniae-pangenome.S_pseudosimplitigsAC.k_12.d_4	spneumoniae-pangenome.S_pseudosimplitigsAC.k_12.d_4.M_runs
spneumoniae-pangenome	12	pseudosimplitigsAC	loc-greedy	AC	4	zeros	3336895	4408728	3336895	1071833	520061	1193236	323332	1516568	1502652	na	na	na	7881368000	95.78	89.16	3.29	spneumoniae-pangenome.S_pseudosimplitigsAC.k_12.d_4	spneumoniae-pangenome.S_pseudosimplitigsAC.k_12.d_4.M_zeros
spneumoniae-pangenome	12	pseudosimplitigsAC	loc-greedy	AC	5	default	3336895	4325516	3336895	988621	521653	1149672	316368	1466040	1464916	na	na	na	7882416000	95.64	88.43	3.64	spneumoniae-pangenome.S_pseudosimplitigsAC.k_12.d_5	spneumoniae-pangenome.S_pseudosimplitigsAC.k_12.d_5.M_default
spneumoniae-pangenome	12	pseudosimplitigsAC	loc-greedy	AC	5	ones	3336895	4325516	3820631	504885	327403	1149672	271488	1421160	1412424	na	na	na	7882416000	95.64	88.43	3.64	spneumoniae-pangenome.S_pseudosimplitigsAC.k_12.d_5	spneumoniae-pangenome.S_pseudosimplitigsAC.k_12.d_5.M_ones
spneumoniae-pangenome	12	pseudosimplitigsAC	loc-greedy	AC	5	runs	3336895	4325516	3779063	546453	301960	1149672	265644	1415316	1407708	na	na	na	7882416000	95.64	88.43	3.64	spneumoniae-pangenome.S_pseudosimplitigsAC.k_12.d_5	spneumoniae-pangenome.S_pseudosimplitigsAC.k_12.d_5.M_runs
spneumoniae-pangenome	12	pseudosimplitigsAC	loc-greedy	AC	5	zeros	3336895	4325516	3336895	988621	523584	1149672	328876	1478548	1477692	na	na	na	7882416000	95.64	88.43	3.64	spneumoniae-pangenome.S_pseudosimplitigsAC.k_12.d_5	spneumoniae-pangenome.S_pseudosimplitigsAC.k_12.d_5.M_zeros
spneumoniae-pangenome	12	prophasm	prophasm	na	na	default	3336895	6813225	3336895	3476330	316030	1766208	230536	1996744	2132440	316030	6813225	1981172	na	na	na	na	spneumo-pangenome.r_1.S_prophasm.k_12.d_na	spneumo-pangenome.r_1.S_prophasm.k_12.d_na.M_default
spneumoniae-pangenome	12	prophasm	prophasm	na	na	ones	3336895	6813225	5174621	1638604	662345	1766208	594684	2360892	2371580	316030	6813225	1981172	na	na	na	na	spneumo-pangenome.r_1.S_prophasm.k_12.d_na	spneumo-pangenome.r_1.S_prophasm.k_12.d_na.M_ones
spneumoniae-pangenome	12	prophasm	prophasm	na	na	runs	3336895	6813225	4301623	2511602	289579	1766208	382536	2148744	2170980	316030	6813225	1981172	na	na	na	na	spneumo-pangenome.r_1.S_prophasm.k_12.d_na	spneumo-pangenome.r_1.S_prophasm.k_12.d_na.M_runs
spneumoniae-pangenome	12	prophasm	prophasm	na	na	zeros	3336895	6813225	3336895	3476330	546114	1766208	491916	2258124	2322932	316030	6813225	1981172	na	na	na	na	spneumo-pangenome.r_1.S_prophasm.k_12.d_na	spneumo-pangenome.r_1.S_prophasm.k_12.d_na.M_zeros
spneumoniae-pangenome	13	eulertigs	eulertigs	na	na	default	5038555	10244419	5038555	5205864	433822	2663464	378608	3042072	3278824	433822	10244419	2986756	na	na	na	na	spneumo-pangenome.r_1.S_eulertigs.k_13.d_na	spneumo-pangenome.r_1.S_eulertigs.k_13.d_na.M_default
spneumoniae-pangenome	13	eulertigs	eulertigs	na	na	ones	5038555	10244419	6877108	3367311	930972	2663464	911812	3575276	3617800	433822	10244419	2986756	na	na	na	na	spneumo-pangenome.r_1.S_eulertigs.k_13.d_na	spneumo-pangenome.r_1.S_eulertigs.k_13.d_na.M_ones
spneumoniae-pangenome	13	eulertigs	eulertigs	na	na	runs	5038555	10244419	5880961	4363458	420862	2663464	564844	3228308	3272108	433822	10244419	2986756	na	na	na	na	spneumo-pangenome.r_1.S_eulertigs.k_13.d_na	spneumo-pangenome.r_1.S_eulertigs.k_13.d_na.M_runs
spneumoniae-pangenome	13	eulertigs	eulertigs	na	na	zeros	5038555	10244419	5038555	5205864	1229500	2663464	1082084	3745548	3786392	433822	10244419	2986756	na	na	na	na	spneumo-pangenome.r_1.S_eulertigs.k_13.d_na	spneumo-pangenome.r_1.S_eulertigs.k_13.d_na.M_zeros
spneumoniae-pangenome	13	greedy	glob-greedy	HT	na	default	5038555	5996403	5038555	957848	433832	1564916	470944	2035860	2043704	na	na	na	279028000	24.82	20.3	0.19	spneumoniae-pangenome.S_greedy.k_13.d_na	spneumoniae-pangenome.S_greedy.k_13.d_na.M_default
spneumoniae-pangenome	13	greedy	glob-greedy	HT	na	ones	5038555	5996403	5505216	491187	244208	1564916	327104	1892020	1876548	na	na	na	279028000	24.82	20.3	0.19	spneumoniae-pangenome.S_greedy.k_13.d_na	spneumoniae-pangenome.S_greedy.k_13.d_na.M_ones
spneumoniae-pangenome	13	greedy	glob-greedy	HT	na	runs	5038555	5996403	5477804	518599	225015	1564916	318132	1883048	1868812	na	na	na	279028000	24.82	20.3	0.19	spneumoniae-pangenome.S_greedy.k_13.d_na	spneumoniae-pangenome.S_greedy.k_13.d_na.M_runs
spneumoniae-pangenome	13	greedy	glob-greedy	HT	na	zeros	5038555	5996403	5038555	957848	527545	1564916	499348	2064264	2072976	na	na	na	279028000	24.82	20.3	0.19	spneumoniae-pangenome.S_greedy.k_13.d_na	spneumoniae-pangenome.S_greedy.k_13.d_na.M_zeros
spneumoniae-pangenome	13	greedyAC	glob-greedy	AC	na	default	5038555	5996385	5038555	957830	433829	1565820	472228	2038048	2043008	na	na	na	7586036000	106.39	98.27	3.56	spneumoniae-pangenome.S_greedyAC.k_13.d_na	spneumoniae-pangenome.S_greedyAC.k_13.d_na.M_default
spneumoniae-pangenome	13	greedyAC	glob-greedy	AC	na	ones	5038555	5996385	5503233	493152	244755	1565820	327576	1893396	1875980	na	na	na	7586036000	106.39	98.27	3.56	spneumoniae-pangenome.S_greedyAC.k_13.d_na	spneumoniae-pangenome.S_greedyAC.k_13.d_na.M_ones
spneumoniae-pangenome	13	greedyAC	glob-greedy	AC	na	runs	5038555	5996385	5477242	519143	225963	1565820	319264	1885084	1869484	na	na	na	7586036000	106.39	98.27	3.56	spneumoniae-pangenome.S_greedyAC.k_13.d_na	spneumoniae-pangenome.S_greedyAC.k_13.d_na.M_runs
spneumoniae-pangenome	13	greedyAC	glob-greedy	AC	na	zeros	5038555	5996385	5038555	957830	526964	1565820	499376	2065196	2071108	na	na	na	7586036000	106.39	98.27	3.56	spneumoniae-pangenome.S_greedyAC.k_13.d_na	spneumoniae-pangenome.S_greedyAC.k_13.d_na.M_zeros
spneumoniae-pangenome	13	greedytigs	greedytigs	na	na	default	5038555	6810275	6660611	149664	12472	1753768	39412	1793180	1788096	12472	6810275	1773340	na	na	na	na	spneumo-pangenome.r_1.S_greedytigs.k_13.d_na	spneumo-pangenome.r_1.S_greedytigs.k_13.d_na.M_default
spneumoniae-pangenome	13	greedytigs	greedytigs	na	na	ones	5038555	6810275	6682466	127809	20790	1753768	51348	1805116	1795076	12472	6810275	1773340	na	na	na	na	spneumo-pangenome.r_1.S_greedytigs.k_13.d_na	spneumo-pangenome.r_1.S_greedytigs.k_13.d_na.M_ones
spneumoniae-pangenome	13	greedytigs	greedytigs	na	na	runs	5038555	6810275	6669852	140423	12471	1753768	42024	1795792	1787512	12472	6810275	1773340	na	na	na	na	spneumo-pangenome.r_1.S_greedytigs.k_13.d_na	spneumo-pangenome.r_1.S_greedytigs.k_13.d_na.M_runs
spneumoniae-pangenome	13	greedytigs	greedytigs	na	na	zeros	5038555	6810275	5038555	1771720	630524	1753768	612152	2365920	2393680	12472	6810275	1773340	na	na	na	na	spneumo-pangenome.r_1.S_greedytigs.k_13.d_na	spneumo-pangenome.r_1.S_greedytigs.k_13.d_na.M_zeros
spneumoniae-pangenome	13	pseudosimplitigs	loc-greedy	HT	1	default	5038555	10244455	5038555	5205900	433825	2648364	336936	2985300	3189136	na	na	na	984740000	35.76	30.82	0.45	spneumoniae-pangenome.S_pseudosimplitigs.k_13.d_1	spneumoniae-pangenome.S_pseudosimplitigs.k_13.d_1.M_default
spneumoniae-pangenome	13	pseudosimplitigs	loc-greedy	HT	1	ones	5038555	10244455	6891807	3352648	926957	2648364	875100	3523464	3549136	na	na	na	984740000	35.76	30.82	0.45	spneumoniae-pangenome.S_pseudosimplitigs.k_13.d_1	spneumoniae-pangenome.S_pseudosimplitigs.k_13.d_1.M_ones
spneumoniae-pangenome	13	pseudosimplitigs	loc-greedy	HT	1	runs	5038555	10244455	5890327	4354128	416641	2648364	533920	3182284	3220260	na	na	na	984740000	35.76	30.82	0.45	spneumoniae-pangenome.S_pseudosimplitigs.k_13.d_1	spneumoniae-pangenome.S_pseudosimplitigs.k_13.d_1.M_runs
spneumoniae-pangenome	13	pseudosimplitigs	loc-greedy	HT	1	zeros	5038555	10244455	5038555	5205900	645300	2648364	635916	3284280	3394724	na	na	na	984740000	35.76	30.82	0.45	spneumoniae-pangenome.S_pseudosimplitigs.k_13.d_1	spneumoniae-pangenome.S_pseudosimplitigs.k_13.d_1.M_zeros
spneumoniae-pangenome	13	pseudosimplitigs	loc-greedy	HT	2	default	5038555	8162179	5038555	3123624	614810	2113480	461444	2574924	2686220	na	na	na	984740000	42.07	34.75	0.74	spneumoniae-pangenome.S_pseudosimplitigs.k_13.d_2	spneumoniae-pangenome.S_pseudosimplitigs.k_13.d_2.M_default
spneumoniae-pangenome	13	pseudosimplitigs	loc-greedy	HT	2	ones	5038555	8162179	6102597	2059582	651917	2113480	620856	2734336	2736140	na	na	na	984740000	42.07	34.75	0.74	spneumoniae-pangenome.S_pseudosimplitigs.k_13.d_2	spneumoniae-pangenome.S_pseudosimplitigs.k_13.d_2.M_ones
spneumoniae-pangenome	13	pseudosimplitigs	loc-greedy	HT	2	runs	5038555	8162179	5642060	2520119	400613	2113480	455204	2568684	2597276	na	na	na	984740000	42.07	34.75	0.74	spneumoniae-pangenome.S_pseudosimplitigs.k_13.d_2	spneumoniae-pangenome.S_pseudosimplitigs.k_13.d_2.M_runs
spneumoniae-pangenome	13	pseudosimplitigs	loc-greedy	HT	2	zeros	5038555	8162179	5038555	3123624	651008	2113480	518468	2631948	2719872	na	na	na	984740000	42.07	34.75	0.74	spneumoniae-pangenome.S_pseudosimplitigs.k_13.d_2	spneumoniae-pangenome.S_pseudosimplitigs.k_13.d_2.M_zeros
spneumoniae-pangenome	13	pseudosimplitigs	loc-greedy	HT	3	default	5038555	7351085	5038555	2312530	720798	1901740	518300	2420040	2479312	na	na	na	984740000	38.22	33.25	0.53	spneumoniae-pangenome.S_pseudosimplitigs.k_13.d_3	spneumoniae-pangenome.S_pseudosimplitigs.k_13.d_3.M_default
spneumoniae-pangenome	13	pseudosimplitigs	loc-greedy	HT	3	ones	5038555	7351085	5820771	1530314	585057	1901740	534520	2436260	2432112	na	na	na	984740000	38.22	33.25	0.53	spneumoniae-pangenome.S_pseudosimplitigs.k_13.d_3	spneumoniae-pangenome.S_pseudosimplitigs.k_13.d_3.M_ones
spneumoniae-pangenome	13	pseudosimplitigs	loc-greedy	HT	3	runs	5038555	7351085	5599505	1751580	456833	1901740	456040	2357780	2377332	na	na	na	984740000	38.22	33.25	0.53	spneumoniae-pangenome.S_pseudosimplitigs.k_13.d_3	spneumoniae-pangenome.S_pseudosimplitigs.k_13.d_3.M_runs
spneumoniae-pangenome	13	pseudosimplitigs	loc-greedy	HT	3	zeros	5038555	7351085	5038555	2312530	724872	1901740	529188	2430928	2481952	na	na	na	984740000	38.22	33.25	0.53	spneumoniae-pangenome.S_pseudosimplitigs.k_13.d_3	spneumoniae-pangenome.S_pseudosimplitigs.k_13.d_3.M_zeros
spneumoniae-pangenome	13	pseudosimplitigs	loc-greedy	HT	4	default	5038555	6947414	5038555	1908859	766301	1791160	541340	2332500	2355420	na	na	na	984740000	41.11	35.41	0.42	spneumoniae-pangenome.S_pseudosimplitigs.k_13.d_4	spneumoniae-pangenome.S_pseudosimplitigs.k_13.d_4.M_default
spneumoniae-pangenome	13	pseudosimplitigs	loc-greedy	HT	4	ones	5038555	6947414	5713894	1233520	560995	1791160	495224	2286384	2279540	na	na	na	984740000	41.11	35.41	0.42	spneumoniae-pangenome.S_pseudosimplitigs.k_13.d_4	spneumoniae-pangenome.S_pseudosimplitigs.k_13.d_4.M_ones
spneumoniae-pangenome	13	pseudosimplitigs	loc-greedy	HT	4	runs	5038555	6947414	5599253	1348161	489974	1791160	460260	2251420	2256352	na	na	na	984740000	41.11	35.41	0.42	spneumoniae-pangenome.S_pseudosimplitigs.k_13.d_4	spneumoniae-pangenome.S_pseudosimplitigs.k_13.d_4.M_runs
spneumoniae-pangenome	13	pseudosimplitigs	loc-greedy	HT	4	zeros	5038555	6947414	5038555	1908859	766687	1791160	542776	2333936	2355532	na	na	na	984740000	41.11	35.41	0.42	spneumoniae-pangenome.S_pseudosimplitigs.k_13.d_4	spneumoniae-pangenome.S_pseudosimplitigs.k_13.d_4.M_zeros
spneumoniae-pangenome	13	pseudosimplitigs	loc-greedy	HT	5	default	5038555	6766317	5038555	1727762	782402	1740812	551500	2292312	2295528	na	na	na	984740000	45.9	39.88	0.54	spneumoniae-pangenome.S_pseudosimplitigs.k_13.d_5	spneumoniae-pangenome.S_pseudosimplitigs.k_13.d_5.M_default
spneumoniae-pangenome	13	pseudosimplitigs	loc-greedy	HT	5	ones	5038555	6766317	5675661	1090656	551489	1740812	479000	2219812	2210184	na	na	na	984740000	45.9	39.88	0.54	spneumoniae-pangenome.S_pseudosimplitigs.k_13.d_5	spneumoniae-pangenome.S_pseudosimplitigs.k_13.d_5.M_ones
spneumoniae-pangenome	13	pseudosimplitigs	loc-greedy	HT	5	runs	5038555	6766317	5603607	1162710	503325	1740812	461028	2201840	2197100	na	na	na	984740000	45.9	39.88	0.54	spneumoniae-pangenome.S_pseudosimplitigs.k_13.d_5	spneumoniae-pangenome.S_pseudosimplitigs.k_13.d_5.M_runs
spneumoniae-pangenome	13	pseudosimplitigs	loc-greedy	HT	5	zeros	5038555	6766317	5038555	1727762	785645	1740812	553156	2293968	2301028	na	na	na	984740000	45.9	39.88	0.54	spneumoniae-pangenome.S_pseudosimplitigs.k_13.d_5	spneumoniae-pangenome.S_pseudosimplitigs.k_13.d_5.M_zeros
spneumoniae-pangenome	13	pseudosimplitigsAC	loc-greedy	AC	1	default	5038555	10244503	5038555	5205948	433829	2655216	323932	2979148	3219948	na	na	na	12835072000	154.25	144.08	7	spneumoniae-pangenome.S_pseudosimplitigsAC.k_13.d_1	spneumoniae-pangenome.S_pseudosimplitigsAC.k_13.d_1.M_default
spneumoniae-pangenome	13	pseudosimplitigsAC	loc-greedy	AC	1	ones	5038555	10244503	6879428	3365075	930121	2655216	864796	3520012	3561148	na	na	na	12835072000	154.25	144.08	7	spneumoniae-pangenome.S_pseudosimplitigsAC.k_13.d_1	spneumoniae-pangenome.S_pseudosimplitigsAC.k_13.d_1.M_ones
spneumoniae-pangenome	13	pseudosimplitigsAC	loc-greedy	AC	1	runs	5038555	10244503	5858312	4386191	414594	2655216	526588	3181804	3242760	na	na	na	12835072000	154.25	144.08	7	spneumoniae-pangenome.S_pseudosimplitigsAC.k_13.d_1	spneumoniae-pangenome.S_pseudosimplitigsAC.k_13.d_1.M_runs
spneumoniae-pangenome	13	pseudosimplitigsAC	loc-greedy	AC	1	zeros	5038555	10244503	5038555	5205948	659995	2655216	629972	3285188	3412796	na	na	na	12835072000	154.25	144.08	7	spneumoniae-pangenome.S_pseudosimplitigsAC.k_13.d_1	spneumoniae-pangenome.S_pseudosimplitigsAC.k_13.d_1.M_zeros
spneumoniae-pangenome	13	pseudosimplitigsAC	loc-greedy	AC	2	default	5038555	8150553	5038555	3111998	606693	2143116	437176	2580292	2694868	na	na	na	12835116000	165.48	152.58	8.4	spneumoniae-pangenome.S_pseudosimplitigsAC.k_13.d_2	spneumoniae-pangenome.S_pseudosimplitigsAC.k_13.d_2.M_default
spneumoniae-pangenome	13	pseudosimplitigsAC	loc-greedy	AC	2	ones	5038555	8150553	6107256	2043297	642601	2143116	602108	2745224	2742892	na	na	na	12835116000	165.48	152.58	8.4	spneumoniae-pangenome.S_pseudosimplitigsAC.k_13.d_2	spneumoniae-pangenome.S_pseudosimplitigsAC.k_13.d_2.M_ones
spneumoniae-pangenome	13	pseudosimplitigsAC	loc-greedy	AC	2	runs	5038555	8150553	5646718	2503835	392166	2143116	438412	2581528	2607260	na	na	na	12835116000	165.48	152.58	8.4	spneumoniae-pangenome.S_pseudosimplitigsAC.k_13.d_2	spneumoniae-pangenome.S_pseudosimplitigsAC.k_13.d_2.M_runs
spneumoniae-pangenome	13	pseudosimplitigsAC	loc-greedy	AC	2	zeros	5038555	8150553	5038555	3111998	642634	2143116	495548	2638664	2726748	na	na	na	12835116000	165.48	152.58	8.4	spneumoniae-pangenome.S_pseudosimplitigsAC.k_13.d_2	spneumoniae-pangenome.S_pseudosimplitigsAC.k_13.d_2.M_zeros
spneumoniae-pangenome	13	pseudosimplitigsAC	loc-greedy	AC	3	default	5038555	7327892	5038555	2289337	706265	1917048	488540	2405588	2476864	na	na	na	12835268000	153.75	144.8	6	spneumoniae-pangenome.S_pseudosimplitigsAC.k_13.d_3	spneumoniae-pangenome.S_pseudosimplitigsAC.k_13.d_3.M_default
spneumoniae-pangenome	13	pseudosimplitigsAC	loc-greedy	AC	3	ones	5038555	7327892	5820672	1507220	572896	1917048	514288	2431336	2436368	na	na	na	12835268000	153.75	144.8	6	spneumoniae-pangenome.S_pseudosimplitigsAC.k_13.d_3	spneumoniae-pangenome.S_pseudosimplitigsAC.k_13.d_3.M_ones
spneumoniae-pangenome	13	pseudosimplitigsAC	loc-greedy	AC	3	runs	5038555	7327892	5600436	1727456	445737	1917048	436736	2353784	2382388	na	na	na	12835268000	153.75	144.8	6	spneumoniae-pangenome.S_pseudosimplitigsAC.k_13.d_3	spneumoniae-pangenome.S_pseudosimplitigsAC.k_13.d_3.M_runs
spneumoniae-pangenome	13	pseudosimplitigsAC	loc-greedy	AC	3	zeros	5038555	7327892	5038555	2289337	709983	1917048	498244	2415292	2479880	na	na	na	12835268000	153.75	144.8	6	spneumoniae-pangenome.S_pseudosimplitigsAC.k_13.d_3	spneumoniae-pangenome.S_pseudosimplitigsAC.k_13.d_3.M_zeros
spneumoniae-pangenome	13	pseudosimplitigsAC	loc-greedy	AC	4	default	5038555	6922495	5038555	1883940	748068	1811732	505956	2317688	2350984	na	na	na	12836560000	157.8	146.98	6.12	spneumoniae-pangenome.S_pseudosimplitigsAC.k_13.d_4	spneumoniae-pangenome.S_pseudosimplitigsAC.k_13.d_4.M_default
spneumoniae-pangenome	13	pseudosimplitigsAC	loc-greedy	AC	4	ones	5038555	6922495	5705931	1216564	550087	1811732	476468	2288200	2288020	na	na	na	12836560000	157.8	146.98	6.12	spneumoniae-pangenome.S_pseudosimplitigsAC.k_13.d_4	spneumoniae-pangenome.S_pseudosimplitigsAC.k_13.d_4.M_ones
spneumoniae-pangenome	13	pseudosimplitigsAC	loc-greedy	AC	4	runs	5038555	6922495	5593836	1328659	480796	1811732	442772	2254504	2263692	na	na	na	12836560000	157.8	146.98	6.12	spneumoniae-pangenome.S_pseudosimplitigsAC.k_13.d_4	spneumoniae-pangenome.S_pseudosimplitigsAC.k_13.d_4.M_runs
spneumoniae-pangenome	13	pseudosimplitigsAC	loc-greedy	AC	4	zeros	5038555	6922495	5038555	1883940	748299	1811732	507384	2319116	2352348	na	na	na	12836560000	157.8	146.98	6.12	spneumoniae-pangenome.S_pseudosimplitigsAC.k_13.d_4	spneumoniae-pangenome.S_pseudosimplitigsAC.k_13.d_4.M_zeros
spneumoniae-pangenome	13	pseudosimplitigsAC	loc-greedy	AC	5	default	5038555	6733243	5038555	1694688	759051	1755288	511104	2266392	2289144	na	na	na	12838468000	169.26	156.36	6.52	spneumoniae-pangenome.S_pseudosimplitigsAC.k_13.d_5	spneumoniae-pangenome.S_pseudosimplitigsAC.k_13.d_5.M_default
spneumoniae-pangenome	13	pseudosimplitigsAC	loc-greedy	AC	5	ones	5038555	6733243	5659861	1073382	542119	1755288	461200	2216488	2217228	na	na	na	12838468000	169.26	156.36	6.52	spneumoniae-pangenome.S_pseudosimplitigsAC.k_13.d_5	spneumoniae-pangenome.S_pseudosimplitigsAC.k_13.d_5.M_ones
spneumoniae-pangenome	13	pseudosimplitigsAC	loc-greedy	AC	5	runs	5038555	6733243	5589547	1143696	495301	1755288	444152	2199440	2205048	na	na	na	12838468000	169.26	156.36	6.52	spneumoniae-pangenome.S_pseudosimplitigsAC.k_13.d_5	spneumoniae-pangenome.S_pseudosimplitigsAC.k_13.d_5.M_runs
spneumoniae-pangenome	13	pseudosimplitigsAC	loc-greedy	AC	5	zeros	5038555	6733243	5038555	1694688	759814	1755288	516144	2271432	2291844	na	na	na	12838468000	169.26	156.36	6.52	spneumoniae-pangenome.S_pseudosimplitigsAC.k_13.d_5	spneumoniae-pangenome.S_pseudosimplitigsAC.k_13.d_5.M_zeros
spneumoniae-pangenome	13	prophasm	prophasm	na	na	default	5038555	10244467	5038555	5205912	433826	2629232	345380	2974612	3191976	433826	10244467	2938032	na	na	na	na	spneumo-pangenome.r_1.S_prophasm.k_13.d_na	spneumo-pangenome.r_1.S_prophasm.k_13.d_na.M_default
spneumoniae-pangenome	13	prophasm	prophasm	na	na	ones	5038555	10244467	6882750	3361717	930537	2629232	883948	3513180	3560468	433826	10244467	2938032	na	na	na	na	spneumo-pangenome.r_1.S_prophasm.k_13.d_na	spneumo-pangenome.r_1.S_prophasm.k_13.d_na.M_ones
spneumoniae-pangenome	13	prophasm	prophasm	na	na	runs	5038555	10244467	5867349	4377118	416392	2629232	541680	3170912	3224144	433826	10244467	2938032	na	na	na	na	spneumo-pangenome.r_1.S_prophasm.k_13.d_na	spneumo-pangenome.r_1.S_prophasm.k_13.d_na.M_runs
spneumoniae-pangenome	13	prophasm	prophasm	na	na	zeros	5038555	10244467	5038555	5205912	691297	2629232	676580	3305812	3423928	433826	10244467	2938032	na	na	na	na	spneumo-pangenome.r_1.S_prophasm.k_13.d_na	spneumo-pangenome.r_1.S_prophasm.k_13.d_na.M_zeros
spneumoniae-pangenome	14	eulertigs	eulertigs	na	na	default	6089164	10737262	6089164	4648098	357546	2747952	371368	3119320	3329248	357546	10737262	3042524	na	na	na	na	spneumo-pangenome.r_1.S_eulertigs.k_14.d_na	spneumo-pangenome.r_1.S_eulertigs.k_14.d_na.M_default
spneumoniae-pangenome	14	eulertigs	eulertigs	na	na	ones	6089164	10737262	7024919	3712343	638714	2747952	754320	3502272	3583708	357546	10737262	3042524	na	na	na	na	spneumo-pangenome.r_1.S_eulertigs.k_14.d_na	spneumo-pangenome.r_1.S_eulertigs.k_14.d_na.M_ones
spneumoniae-pangenome	14	eulertigs	eulertigs	na	na	runs	6089164	10737262	6545786	4191476	353350	2747952	494916	3242868	3327020	357546	10737262	3042524	na	na	na	na	spneumo-pangenome.r_1.S_eulertigs.k_14.d_na	spneumo-pangenome.r_1.S_eulertigs.k_14.d_na.M_runs
spneumoniae-pangenome	14	eulertigs	eulertigs	na	na	zeros	6089164	10737262	6089164	4648098	704491	2747952	792528	3540480	3646344	357546	10737262	3042524	na	na	na	na	spneumo-pangenome.r_1.S_eulertigs.k_14.d_na	spneumo-pangenome.r_1.S_eulertigs.k_14.d_na.M_zeros
