genome	rate	S_alg	k	d	M_alg	M_compr_alg	kmer_count	l	o	z	r	S_xz_bytes	M_compr_bytes	enc1_compr_bytes	enc2_xz_bytes	pref
sars-cov-2_pangenome_k32	0.2	local	21	5	default	xz	1447299	11977414	1447299	10530115	1163875	2809952	614132	3424084	3761608	sars-cov-2_pangenome_k32.r_0.2.S_local.k_21.d_5.M_default.C_xz
sars-cov-2_pangenome_k32	0.2	local	21	5	ones	xz	1447299	11977414	1464340	10513074	1171579	2809952	631108	3441060	3768088	sars-cov-2_pangenome_k32.r_0.2.S_local.k_21.d_5.M_ones.C_xz
sars-cov-2_pangenome_k32	0.2	local	21	5	runs	xz	1447299	11977414	1451305	10526109	1159383	2809952	623064	3433016	3764128	sars-cov-2_pangenome_k32.r_0.2.S_local.k_21.d_5.M_runs.C_xz
sars-cov-2_pangenome_k32	0.2	local	21	5	runsapprox	xz	1447299	11977414	1464340	10513074	1171579	2809952	631108	3441060	3768088	sars-cov-2_pangenome_k32.r_0.2.S_local.k_21.d_5.M_runsapprox.C_xz
sars-cov-2_pangenome_k32	0.3	local	21	5	default	xz	2170949	12507058	2170949	10336109	1540698	2807856	838796	3646652	4117604	sars-cov-2_pangenome_k32.r_0.3.S_local.k_21.d_5.M_default.C_xz
sars-cov-2_pangenome_k32	0.3	local	21	5	ones	xz	2170949	12507058	2210174	10296884	1555338	2807856	866564	3674420	4129432	sars-cov-2_pangenome_k32.r_0.3.S_local.k_21.d_5.M_ones.C_xz
sars-cov-2_pangenome_k32	0.3	local	21	5	runs	xz	2170949	12507058	2183334	10323724	1530967	2807856	854952	3662808	4122324	sars-cov-2_pangenome_k32.r_0.3.S_local.k_21.d_5.M_runs.C_xz
sars-cov-2_pangenome_k32	0.3	local	21	5	runsapprox	xz	2170949	12507058	2210174	10296884	1555338	2807856	866564	3674420	4129432	sars-cov-2_pangenome_k32.r_0.3.S_local.k_21.d_5.M_runsapprox.C_xz
sars-cov-2_pangenome_k32	0.4	local	21	5	default	xz	2894599	12114942	2894599	9220343	1780875	2577372	986052	3563424	4138308	sars-cov-2_pangenome_k32.r_0.4.S_local.k_21.d_5.M_default.C_xz
sars-cov-2_pangenome_k32	0.4	local	21	5	ones	xz	2894599	12114942	2965003	9149939	1802220	2577372	1023884	3601256	4156916	sars-cov-2_pangenome_k32.r_0.4.S_local.k_21.d_5.M_ones.C_xz
sars-cov-2_pangenome_k32	0.4	local	21	5	runs	xz	2894599	12114942	2922895	9192047	1765423	2577372	1008060	3585432	4145904	sars-cov-2_pangenome_k32.r_0.4.S_local.k_21.d_5.M_runs.C_xz
sars-cov-2_pangenome_k32	0.4	local	21	5	runsapprox	xz	2894599	12114942	2965003	9149939	1802220	2577372	1023884	3601256	4156916	sars-cov-2_pangenome_k32.r_0.4.S_local.k_21.d_5.M_runsapprox.C_xz
sars-cov-2_pangenome_k32	0.5	local	21	5	default	xz	3618249	11589474	3618249	7971225	1884620	2333332	1069860	3403192	4047820	sars-cov-2_pangenome_k32.r_0.5.S_local.k_21.d_5.M_default.C_xz
sars-cov-2_pangenome_k32	0.5	local	21	5	ones	xz	3618249	11589474	3727390	7862084	1910287	2333332	1114516	3447848	4069732	sars-cov-2_pangenome_k32.r_0.5.S_local.k_21.d_5.M_ones.C_xz
sars-cov-2_pangenome_k32	0.5	local	21	5	runs	xz	3618249	11589474	3671507	7917967	1863417	2333332	1096144	3429476	4057112	sars-cov-2_pangenome_k32.r_0.5.S_local.k_21.d_5.M_runs.C_xz
sars-cov-2_pangenome_k32	0.5	local	21	5	runsapprox	xz	3618249	11589474	3727390	7862084	1910287	2333332	1114516	3447848	4069732	sars-cov-2_pangenome_k32.r_0.5.S_local.k_21.d_5.M_runsapprox.C_xz
sars-cov-2_pangenome_k32	0.6	local	21	5	default	xz	4341899	11227005	4341899	6885106	1852090	2161132	1099140	3260272	3939044	sars-cov-2_pangenome_k32.r_0.6.S_local.k_21.d_5.M_default.C_xz
sars-cov-2_pangenome_k32	0.6	local	21	5	ones	xz	4341899	11227005	4496792	6730213	1876458	2161132	1144528	3305660	3961696	sars-cov-2_pangenome_k32.r_0.6.S_local.k_21.d_5.M_ones.C_xz
sars-cov-2_pangenome_k32	0.6	local	21	5	runs	xz	4341899	11227005	4431933	6795072	1824325	2161132	1125100	3286232	3945656	sars-cov-2_pangenome_k32.r_0.6.S_local.k_21.d_5.M_runs.C_xz
sars-cov-2_pangenome_k32	0.6	local	21	5	runsapprox	xz	4341899	11227005	4496792	6730213	1876458	2161132	1144528	3305660	3961696	sars-cov-2_pangenome_k32.r_0.6.S_local.k_21.d_5.M_runsapprox.C_xz
sars-cov-2_pangenome_k32	0.7	local	21	5	default	xz	5065549	11074825	5065549	6009276	1683196	2069052	1070872	3139924	3818352	sars-cov-2_pangenome_k32.r_0.7.S_local.k_21.d_5.M_default.C_xz
sars-cov-2_pangenome_k32	0.7	local	21	5	ones	xz	5065549	11074825	5272947	5801878	1700629	2069052	1109864	3178916	3835456	sars-cov-2_pangenome_k32.r_0.7.S_local.k_21.d_5.M_ones.C_xz
sars-cov-2_pangenome_k32	0.7	local	21	5	runs	xz	5065549	11074825	5204160	5870665	1648143	2069052	1091544	3160596	3819340	sars-cov-2_pangenome_k32.r_0.7.S_local.k_21.d_5.M_runs.C_xz
sars-cov-2_pangenome_k32	0.7	local	21	5	runsapprox	xz	5065549	11074825	5272947	5801878	1700629	2069052	1109864	3178916	3835456	sars-cov-2_pangenome_k32.r_0.7.S_local.k_21.d_5.M_runsapprox.C_xz
sars-cov-2_pangenome_k32	0.8	local	21	5	default	xz	5789199	11062378	5789199	5273179	1380002	2031312	980216	3011528	3616192	sars-cov-2_pangenome_k32.r_0.8.S_local.k_21.d_5.M_default.C_xz
sars-cov-2_pangenome_k32	0.8	local	21	5	ones	xz	5789199	11062378	6054387	5007991	1381454	2031312	1004472	3035784	3620348	sars-cov-2_pangenome_k32.r_0.8.S_local.k_21.d_5.M_ones.C_xz
sars-cov-2_pangenome_k32	0.8	local	21	5	runs	xz	5789199	11062378	5990441	5071937	1334791	2031312	985940	3017252	3603328	sars-cov-2_pangenome_k32.r_0.8.S_local.k_21.d_5.M_runs.C_xz
sars-cov-2_pangenome_k32	0.8	local	21	5	runsapprox	xz	5789199	11062378	6054387	5007991	1381454	2031312	1004472	3035784	3620348	sars-cov-2_pangenome_k32.r_0.8.S_local.k_21.d_5.M_runsapprox.C_xz
sars-cov-2_pangenome_k32	0.9	local	21	5	default	xz	6512849	11101290	6512849	4588441	944537	2017080	806984	2824064	3254016	sars-cov-2_pangenome_k32.r_0.9.S_local.k_21.d_5.M_default.C_xz
sars-cov-2_pangenome_k32	0.9	local	21	5	ones	xz	6512849	11101290	6839929	4261361	919665	2017080	818860	2835940	3233244	sars-cov-2_pangenome_k32.r_0.9.S_local.k_21.d_5.M_ones.C_xz
sars-cov-2_pangenome_k32	0.9	local	21	5	runs	xz	6512849	11101290	6789324	4311966	884444	2017080	799924	2817004	3214792	sars-cov-2_pangenome_k32.r_0.9.S_local.k_21.d_5.M_runs.C_xz
sars-cov-2_pangenome_k32	0.9	local	21	5	runsapprox	xz	6512849	11101290	6839929	4261361	919665	2017080	818860	2835940	3233244	sars-cov-2_pangenome_k32.r_0.9.S_local.k_21.d_5.M_runsapprox.C_xz
sars-cov-2_pangenome_k32	1.0	local	21	5	default	xz	7236499	11141376	7236499	3904877	377598	2005860	465292	2471152	2570828	sars-cov-2_pangenome_k32.r_1.0.S_local.k_21.d_5.M_default.C_xz
sars-cov-2_pangenome_k32	1.0	local	21	5	ones	xz	7236499	11141376	7629989	3511387	314148	2005860	451980	2457840	2505364	sars-cov-2_pangenome_k32.r_1.0.S_local.k_21.d_5.M_ones.C_xz
sars-cov-2_pangenome_k32	1.0	local	21	5	runs	xz	7236499	11141376	7599254	3542122	293235	2005860	428264	2434124	2486500	sars-cov-2_pangenome_k32.r_1.0.S_local.k_21.d_5.M_runs.C_xz
sars-cov-2_pangenome_k32	1.0	local	21	5	runsapprox	xz	7236499	11141376	7629989	3511387	314148	2005860	451980	2457840	2505364	sars-cov-2_pangenome_k32.r_1.0.S_local.k_21.d_5.M_runsapprox.C_xz
sars-cov-2_pangenome_k32	0.000000001	global	23	na	default	xz	1	23	1	22	1	88	76	164	88	sars-cov-2_pangenome_k32.r_0.000000001.S_global.k_23.d_na.M_default.C_xz
sars-cov-2_pangenome_k32	0.000000001	global	23	na	ones	xz	1	23	1	22	1	88	76	164	88	sars-cov-2_pangenome_k32.r_0.000000001.S_global.k_23.d_na.M_ones.C_xz
sars-cov-2_pangenome_k32	0.000000001	global	23	na	runs	xz	1	23	1	22	1	88	76	164	88	sars-cov-2_pangenome_k32.r_0.000000001.S_global.k_23.d_na.M_runs.C_xz
sars-cov-2_pangenome_k32	0.000000001	global	23	na	runsapprox	xz	1	23	1	22	1	88	76	164	88	sars-cov-2_pangenome_k32.r_0.000000001.S_global.k_23.d_na.M_runsapprox.C_xz
sars-cov-2_pangenome_k32	0.0001	global	23	na	default	xz	802	14273	802	13471	802	4260	692	4952	4980	sars-cov-2_pangenome_k32.r_0.0001.S_global.k_23.d_na.M_default.C_xz
sars-cov-2_pangenome_k32	0.0001	global	23	na	ones	xz	802	14273	802	13471	802	4260	692	4952	4980	sars-cov-2_pangenome_k32.r_0.0001.S_global.k_23.d_na.M_ones.C_xz
sars-cov-2_pangenome_k32	0.0001	global	23	na	runs	xz	802	14273	802	13471	802	4260	692	4952	4980	sars-cov-2_pangenome_k32.r_0.0001.S_global.k_23.d_na.M_runs.C_xz
sars-cov-2_pangenome_k32	0.0001	global	23	na	runsapprox	xz	802	14273	802	13471	802	4260	692	4952	4980	sars-cov-2_pangenome_k32.r_0.0001.S_global.k_23.d_na.M_runsapprox.C_xz
sars-cov-2_pangenome_k32	0.001	global	23	na	default	xz	8028	123751	8028	115723	8017	32764	5612	38376	39512	sars-cov-2_pangenome_k32.r_0.001.S_global.k_23.d_na.M_default.C_xz
sars-cov-2_pangenome_k32	0.001	global	23	na	ones	xz	8028	123751	8028	115723	8017	32764	5612	38376	39512	sars-cov-2_pangenome_k32.r_0.001.S_global.k_23.d_na.M_ones.C_xz
sars-cov-2_pangenome_k32	0.001	global	23	na	runs	xz	8028	123751	8028	115723	8017	32764	5612	38376	39512	sars-cov-2_pangenome_k32.r_0.001.S_global.k_23.d_na.M_runs.C_xz
sars-cov-2_pangenome_k32	0.001	global	23	na	runsapprox	xz	8028	123751	8028	115723	8017	32764	5612	38376	39512	sars-cov-2_pangenome_k32.r_0.001.S_global.k_23.d_na.M_runsapprox.C_xz
sars-cov-2_pangenome_k32	0.01	global	23	na	default	xz	80289	992453	80289	912164	79419	234264	54004	288268	304640	sars-cov-2_pangenome_k32.r_0.01.S_global.k_23.d_na.M_default.C_xz
sars-cov-2_pangenome_k32	0.01	global	23	na	ones	xz	80289	992453	80300	912153	79430	234264	53996	288260	304664	sars-cov-2_pangenome_k32.r_0.01.S_global.k_23.d_na.M_ones.C_xz
sars-cov-2_pangenome_k32	0.01	global	23	na	runs	xz	80289	992453	80289	912164	79419	234264	53996	288260	304668	sars-cov-2_pangenome_k32.r_0.01.S_global.k_23.d_na.M_runs.C_xz
sars-cov-2_pangenome_k32	0.01	global	23	na	runsapprox	xz	80289	992453	80300	912153	79430	234264	53996	288260	304664	sars-cov-2_pangenome_k32.r_0.01.S_global.k_23.d_na.M_runsapprox.C_xz
sars-cov-2_pangenome_k32	0.05	global	23	na	default	xz	401449	3681237	401449	3279788	379697	814352	256500	1070852	1148388	sars-cov-2_pangenome_k32.r_0.05.S_global.k_23.d_na.M_default.C_xz
sars-cov-2_pangenome_k32	0.05	global	23	na	ones	xz	401449	3681237	402109	3279128	380297	814352	256832	1071184	1148536	sars-cov-2_pangenome_k32.r_0.05.S_global.k_23.d_na.M_ones.C_xz
sars-cov-2_pangenome_k32	0.05	global	23	na	runs	xz	401449	3681237	401501	3279736	379697	814352	256448	1070800	1148300	sars-cov-2_pangenome_k32.r_0.05.S_global.k_23.d_na.M_runs.C_xz
sars-cov-2_pangenome_k32	0.05	global	23	na	runsapprox	xz	401449	3681237	402109	3279128	380297	814352	256832	1071184	1148536	sars-cov-2_pangenome_k32.r_0.05.S_global.k_23.d_na.M_runsapprox.C_xz
sars-cov-2_pangenome_k32	0.1	global	23	na	default	xz	802898	5768039	802898	4965141	717345	1217636	470560	1688196	1867400	sars-cov-2_pangenome_k32.r_0.1.S_global.k_23.d_na.M_default.C_xz
sars-cov-2_pangenome_k32	0.1	global	23	na	ones	xz	802898	5768039	806097	4961942	720017	1217636	471632	1689268	1868560	sars-cov-2_pangenome_k32.r_0.1.S_global.k_23.d_na.M_ones.C_xz
sars-cov-2_pangenome_k32	0.1	global	23	na	runs	xz	802898	5768039	803287	4964752	717336	1217636	470412	1688048	1867076	sars-cov-2_pangenome_k32.r_0.1.S_global.k_23.d_na.M_runs.C_xz
sars-cov-2_pangenome_k32	0.1	global	23	na	runsapprox	xz	802898	5768039	806097	4961942	720017	1217636	471632	1689268	1868560	sars-cov-2_pangenome_k32.r_0.1.S_global.k_23.d_na.M_runsapprox.C_xz
sars-cov-2_pangenome_k32	0.2	global	23	na	default	xz	1605796	7926881	1605796	6321085	1269837	1555052	810248	2365300	2740916	sars-cov-2_pangenome_k32.r_0.2.S_global.k_23.d_na.M_default.C_xz
sars-cov-2_pangenome_k32	0.2	global	23	na	ones	xz	1605796	7926881	1623815	6303066	1283212	1555052	814908	2369960	2746280	sars-cov-2_pangenome_k32.r_0.2.S_global.k_23.d_na.M_ones.C_xz
sars-cov-2_pangenome_k32	0.2	global	23	na	runs	xz	1605796	7926881	1608566	6318315	1269706	1555052	811108	2366160	2741896	sars-cov-2_pangenome_k32.r_0.2.S_global.k_23.d_na.M_runs.C_xz
sars-cov-2_pangenome_k32	0.2	global	23	na	runsapprox	xz	1605796	7926881	1623815	6303066	1283212	1555052	814908	2369960	2746280	sars-cov-2_pangenome_k32.r_0.2.S_global.k_23.d_na.M_runsapprox.C_xz
sars-cov-2_pangenome_k32	0.3	global	23	na	default	xz	2408694	8921340	2408694	6512646	1665145	1666196	1038864	2705060	3230616	sars-cov-2_pangenome_k32.r_0.3.S_global.k_23.d_na.M_default.C_xz
sars-cov-2_pangenome_k32	0.3	global	23	na	ones	xz	2408694	8921340	2456379	6464961	1696044	1666196	1046836	2713032	3240992	sars-cov-2_pangenome_k32.r_0.3.S_global.k_23.d_na.M_ones.C_xz
sars-cov-2_pangenome_k32	0.3	global	23	na	runs	xz	2408694	8921340	2417958	6503382	1664546	1666196	1040632	2706828	3232988	sars-cov-2_pangenome_k32.r_0.3.S_global.k_23.d_na.M_runs.C_xz
sars-cov-2_pangenome_k32	0.3	global	23	na	runsapprox	xz	2408694	8921340	2456379	6464961	1696044	1666196	1046836	2713032	3240992	sars-cov-2_pangenome_k32.r_0.3.S_global.k_23.d_na.M_runsapprox.C_xz
sars-cov-2_pangenome_k32	0.4	global	23	na	default	xz	3211592	9461539	3211592	6249947	1906809	1714636	1175896	2890532	3513696	sars-cov-2_pangenome_k32.r_0.4.S_global.k_23.d_na.M_default.C_xz
sars-cov-2_pangenome_k32	0.4	global	23	na	ones	xz	3211592	9461539	3303775	6157764	1957287	1714636	1186452	2901088	3527460	sars-cov-2_pangenome_k32.r_0.4.S_global.k_23.d_na.M_ones.C_xz
sars-cov-2_pangenome_k32	0.4	global	23	na	runs	xz	3211592	9461539	3234240	6227299	1905182	1714636	1178192	2892828	3517476	sars-cov-2_pangenome_k32.r_0.4.S_global.k_23.d_na.M_runs.C_xz
sars-cov-2_pangenome_k32	0.4	global	23	na	runsapprox	xz	3211592	9461539	3303775	6157764	1957287	1714636	1186452	2901088	3527460	sars-cov-2_pangenome_k32.r_0.4.S_global.k_23.d_na.M_runsapprox.C_xz
sars-cov-2_pangenome_k32	0.5	global	23	na	default	xz	4014491	9802788	4014491	5788297	1999565	1740540	1243132	2983672	3664956	sars-cov-2_pangenome_k32.r_0.5.S_global.k_23.d_na.M_default.C_xz
sars-cov-2_pangenome_k32	0.5	global	23	na	ones	xz	4014491	9802788	4163285	5639503	2065910	1740540	1262272	3002812	3678620	sars-cov-2_pangenome_k32.r_0.5.S_global.k_23.d_na.M_ones.C_xz
sars-cov-2_pangenome_k32	0.5	global	23	na	runs	xz	4014491	9802788	4059995	5742793	1996096	1740540	1248116	2988656	3669392	sars-cov-2_pangenome_k32.r_0.5.S_global.k_23.d_na.M_runs.C_xz
sars-cov-2_pangenome_k32	0.5	global	23	na	runsapprox	xz	4014491	9802788	4163285	5639503	2065910	1740540	1262272	3002812	3678620	sars-cov-2_pangenome_k32.r_0.5.S_global.k_23.d_na.M_runsapprox.C_xz
sars-cov-2_pangenome_k32	0.6	global	23	na	default	xz	4817389	10043147	4817389	5225758	1946763	1757120	1255920	3013040	3718200	sars-cov-2_pangenome_k32.r_0.6.S_global.k_23.d_na.M_default.C_xz
sars-cov-2_pangenome_k32	0.6	global	23	na	ones	xz	4817389	10043147	5032453	5010694	2019932	1757120	1265608	3022728	3729764	sars-cov-2_pangenome_k32.r_0.6.S_global.k_23.d_na.M_ones.C_xz
sars-cov-2_pangenome_k32	0.6	global	23	na	runs	xz	4817389	10043147	4901014	5142133	1940161	1757120	1256908	3014028	3721060	sars-cov-2_pangenome_k32.r_0.6.S_global.k_23.d_na.M_runs.C_xz
sars-cov-2_pangenome_k32	0.6	global	23	na	runsapprox	xz	4817389	10043147	5032453	5010694	2019932	1757120	1265608	3022728	3729764	sars-cov-2_pangenome_k32.r_0.6.S_global.k_23.d_na.M_runsapprox.C_xz
sars-cov-2_pangenome_k32	0.7	global	23	na	default	xz	5620287	10220069	5620287	4599782	1749994	1767604	1208548	2976152	3671376	sars-cov-2_pangenome_k32.r_0.7.S_global.k_23.d_na.M_default.C_xz
sars-cov-2_pangenome_k32	0.7	global	23	na	ones	xz	5620287	10220069	5907275	4312794	1816466	1767604	1211948	2979552	3671376	sars-cov-2_pangenome_k32.r_0.7.S_global.k_23.d_na.M_ones.C_xz
sars-cov-2_pangenome_k32	0.7	global	23	na	runs	xz	5620287	10220069	5763071	4456998	1737975	1767604	1203876	2971480	3664988	sars-cov-2_pangenome_k32.r_0.7.S_global.k_23.d_na.M_runs.C_xz
sars-cov-2_pangenome_k32	0.7	global	23	na	runsapprox	xz	5620287	10220069	5907275	4312794	1816466	1767604	1211948	2979552	3671376	sars-cov-2_pangenome_k32.r_0.7.S_global.k_23.d_na.M_runsapprox.C_xz
sars-cov-2_pangenome_k32	0.8	global	23	na	default	xz	6423185	10363202	6423185	3940017	1412437	1775528	1088256	2863784	3482028	sars-cov-2_pangenome_k32.r_0.8.S_global.k_23.d_na.M_default.C_xz
sars-cov-2_pangenome_k32	0.8	global	23	na	ones	xz	6423185	10363202	6789980	3573222	1456455	1775528	1077212	2852740	3456304	sars-cov-2_pangenome_k32.r_0.8.S_global.k_23.d_na.M_ones.C_xz
sars-cov-2_pangenome_k32	0.8	global	23	na	runs	xz	6423185	10363202	6656894	3706308	1391481	1775528	1067976	2843504	3454112	sars-cov-2_pangenome_k32.r_0.8.S_global.k_23.d_na.M_runs.C_xz
sars-cov-2_pangenome_k32	0.8	global	23	na	runsapprox	xz	6423185	10363202	6789980	3573222	1456455	1775528	1077212	2852740	3456304	sars-cov-2_pangenome_k32.r_0.8.S_global.k_23.d_na.M_runsapprox.C_xz
sars-cov-2_pangenome_k32	0.9	global	23	na	default	xz	7226083	10478045	7226083	3251962	934161	1779932	886052	2665984	3098664	sars-cov-2_pangenome_k32.r_0.9.S_global.k_23.d_na.M_default.C_xz
sars-cov-2_pangenome_k32	0.9	global	23	na	ones	xz	7226083	10478045	7677960	2800085	937972	1779932	858472	2638404	3026840	sars-cov-2_pangenome_k32.r_0.9.S_global.k_23.d_na.M_ones.C_xz
sars-cov-2_pangenome_k32	0.9	global	23	na	runs	xz	7226083	10478045	7588479	2889566	897053	1779932	847696	2627628	3024176	sars-cov-2_pangenome_k32.r_0.9.S_global.k_23.d_na.M_runs.C_xz
sars-cov-2_pangenome_k32	0.9	global	23	na	runsapprox	xz	7226083	10478045	7677960	2800085	937972	1779932	858472	2638404	3026840	sars-cov-2_pangenome_k32.r_0.9.S_global.k_23.d_na.M_runsapprox.C_xz
sars-cov-2_pangenome_k32	1.0	global	23	na	default	xz	8028982	10574307	8028982	2545325	316084	1783152	530596	2313748	2354408	sars-cov-2_pangenome_k32.r_1.0.S_global.k_23.d_na.M_default.C_xz
sars-cov-2_pangenome_k32	1.0	global	23	na	ones	xz	8028982	10574307	8564156	2010151	262158	1783152	462676	2245828	2212588	sars-cov-2_pangenome_k32.r_1.0.S_global.k_23.d_na.M_ones.C_xz
sars-cov-2_pangenome_k32	1.0	global	23	na	runs	xz	8028982	10574307	8540630	2033677	247425	1783152	445560	2228712	2197620	sars-cov-2_pangenome_k32.r_1.0.S_global.k_23.d_na.M_runs.C_xz
sars-cov-2_pangenome_k32	1.0	global	23	na	runsapprox	xz	8028982	10574307	8564156	2010151	262158	1783152	462676	2245828	2212588	sars-cov-2_pangenome_k32.r_1.0.S_global.k_23.d_na.M_runsapprox.C_xz
sars-cov-2_pangenome_k32	0.000000001	local	23	1	default	xz	1	23	1	22	1	88	76	164	88	sars-cov-2_pangenome_k32.r_0.000000001.S_local.k_23.d_1.M_default.C_xz
sars-cov-2_pangenome_k32	0.000000001	local	23	1	ones	xz	1	23	1	22	1	88	76	164	88	sars-cov-2_pangenome_k32.r_0.000000001.S_local.k_23.d_1.M_ones.C_xz
sars-cov-2_pangenome_k32	0.000000001	local	23	1	runs	xz	1	23	1	22	1	88	76	164	88	sars-cov-2_pangenome_k32.r_0.000000001.S_local.k_23.d_1.M_runs.C_xz
sars-cov-2_pangenome_k32	0.000000001	local	23	1	runsapprox	xz	1	23	1	22	1	88	76	164	88	sars-cov-2_pangenome_k32.r_0.000000001.S_local.k_23.d_1.M_runsapprox.C_xz
sars-cov-2_pangenome_k32	0.0001	local	23	1	default	xz	802	18446	802	17644	802	5360	136	5496	6100	sars-cov-2_pangenome_k32.r_0.0001.S_local.k_23.d_1.M_default.C_xz
sars-cov-2_pangenome_k32	0.0001	local	23	1	ones	xz	802	18446	802	17644	802	5360	136	5496	6100	sars-cov-2_pangenome_k32.r_0.0001.S_local.k_23.d_1.M_ones.C_xz
sars-cov-2_pangenome_k32	0.0001	local	23	1	runs	xz	802	18446	802	17644	802	5360	136	5496	6100	sars-cov-2_pangenome_k32.r_0.0001.S_local.k_23.d_1.M_runs.C_xz
sars-cov-2_pangenome_k32	0.0001	local	23	1	runsapprox	xz	802	18446	802	17644	802	5360	136	5496	6100	sars-cov-2_pangenome_k32.r_0.0001.S_local.k_23.d_1.M_runsapprox.C_xz
sars-cov-2_pangenome_k32	0.001	local	23	1	default	xz	8028	184402	8028	176374	8017	48564	220	48784	54892	sars-cov-2_pangenome_k32.r_0.001.S_local.k_23.d_1.M_default.C_xz
sars-cov-2_pangenome_k32	0.001	local	23	1	ones	xz	8028	184402	8031	176371	8020	48564	240	48804	54888	sars-cov-2_pangenome_k32.r_0.001.S_local.k_23.d_1.M_ones.C_xz
sars-cov-2_pangenome_k32	0.001	local	23	1	runs	xz	8028	184402	8028	176374	8017	48564	248	48812	54884	sars-cov-2_pangenome_k32.r_0.001.S_local.k_23.d_1.M_runs.C_xz
sars-cov-2_pangenome_k32	0.001	local	23	1	runsapprox	xz	8028	184402	8031	176371	8020	48564	240	48804	54888	sars-cov-2_pangenome_k32.r_0.001.S_local.k_23.d_1.M_runsapprox.C_xz
sars-cov-2_pangenome_k32	0.01	local	23	1	default	xz	80289	1827507	80289	1747218	79419	440392	2796	443188	495832	sars-cov-2_pangenome_k32.r_0.01.S_local.k_23.d_1.M_default.C_xz
sars-cov-2_pangenome_k32	0.01	local	23	1	ones	xz	80289	1827507	80579	1746928	79708	440392	4152	444544	495720	sars-cov-2_pangenome_k32.r_0.01.S_local.k_23.d_1.M_ones.C_xz
sars-cov-2_pangenome_k32	0.01	local	23	1	runs	xz	80289	1827507	80289	1747218	79419	440392	4064	444456	495648	sars-cov-2_pangenome_k32.r_0.01.S_local.k_23.d_1.M_runs.C_xz
sars-cov-2_pangenome_k32	0.01	local	23	1	runsapprox	xz	80289	1827507	80579	1746928	79708	440392	4152	444544	495720	sars-cov-2_pangenome_k32.r_0.01.S_local.k_23.d_1.M_runsapprox.C_xz
sars-cov-2_pangenome_k32	0.05	local	23	1	default	xz	401449	8754783	401449	8353334	379697	2019460	41496	2060956	2263572	sars-cov-2_pangenome_k32.r_0.05.S_local.k_23.d_1.M_default.C_xz
sars-cov-2_pangenome_k32	0.05	local	23	1	ones	xz	401449	8754783	407865	8346918	385950	2019460	63400	2082860	2268872	sars-cov-2_pangenome_k32.r_0.05.S_local.k_23.d_1.M_ones.C_xz
sars-cov-2_pangenome_k32	0.05	local	23	1	runs	xz	401449	8754783	401512	8353271	379697	2019460	61352	2080812	2266244	sars-cov-2_pangenome_k32.r_0.05.S_local.k_23.d_1.M_runs.C_xz
sars-cov-2_pangenome_k32	0.05	local	23	1	runsapprox	xz	401449	8754783	407865	8346918	385950	2019460	63400	2082860	2268872	sars-cov-2_pangenome_k32.r_0.05.S_local.k_23.d_1.M_runsapprox.C_xz
sars-cov-2_pangenome_k32	0.1	local	23	1	default	xz	802898	16584488	802898	15781590	717345	3748268	121288	3869556	4218972	sars-cov-2_pangenome_k32.r_0.1.S_local.k_23.d_1.M_default.C_xz
sars-cov-2_pangenome_k32	0.1	local	23	1	ones	xz	802898	16584488	827845	15756643	740933	3748268	192496	3940764	4237712	sars-cov-2_pangenome_k32.r_0.1.S_local.k_23.d_1.M_ones.C_xz
sars-cov-2_pangenome_k32	0.1	local	23	1	runs	xz	802898	16584488	803360	15781128	717345	3748268	181404	3929672	4227472	sars-cov-2_pangenome_k32.r_0.1.S_local.k_23.d_1.M_runs.C_xz
sars-cov-2_pangenome_k32	0.1	local	23	1	runsapprox	xz	802898	16584488	827845	15756643	740933	3748268	192496	3940764	4237712	sars-cov-2_pangenome_k32.r_0.1.S_local.k_23.d_1.M_runsapprox.C_xz
sars-cov-2_pangenome_k32	0.2	local	23	1	default	xz	1605796	29542210	1605796	27936414	1269837	6512840	334792	6847632	7425244	sars-cov-2_pangenome_k32.r_0.2.S_local.k_23.d_1.M_default.C_xz
sars-cov-2_pangenome_k32	0.2	local	23	1	ones	xz	1605796	29542210	1693655	27848555	1348304	6512840	531156	7043996	7489404	sars-cov-2_pangenome_k32.r_0.2.S_local.k_23.d_1.M_ones.C_xz
sars-cov-2_pangenome_k32	0.2	local	23	1	runs	xz	1605796	29542210	1609282	27932928	1269801	6512840	483436	6996276	7452228	sars-cov-2_pangenome_k32.r_0.2.S_local.k_23.d_1.M_runs.C_xz
sars-cov-2_pangenome_k32	0.2	local	23	1	runsapprox	xz	1605796	29542210	1693655	27848555	1348304	6512840	531156	7043996	7489404	sars-cov-2_pangenome_k32.r_0.2.S_local.k_23.d_1.M_runsapprox.C_xz
sars-cov-2_pangenome_k32	0.3	local	23	1	default	xz	2408694	39041884	2408694	36633190	1665145	8456252	574616	9030868	9779392	sars-cov-2_pangenome_k32.r_0.3.S_local.k_23.d_1.M_default.C_xz
sars-cov-2_pangenome_k32	0.3	local	23	1	ones	xz	2408694	39041884	2583461	36458423	1812171	8456252	892320	9348572	9902580	sars-cov-2_pangenome_k32.r_0.3.S_local.k_23.d_1.M_ones.C_xz
sars-cov-2_pangenome_k32	0.3	local	23	1	runs	xz	2408694	39041884	2419215	36622669	1664962	8456252	795612	9251864	9825132	sars-cov-2_pangenome_k32.r_0.3.S_local.k_23.d_1.M_runs.C_xz
