pref	genome	rate	S_alg	k	d	M_alg	real(s)	sys(s)	user(s)	percent_CPU	max_RAM(kb)	FS_inputs	FS_outputs	elapsed_time_alt(s)
spneumo_pangenome_k32.r_0.5.S_local.k_19.d_2.M_runsapprox	spneumo_pangenome_k32	0.5	local	19	2	runsapprox	12.07	0.17	11.88	99%	457612	0	0	12.0822
spneumo_pangenome_k32.r_0.6.S_local.k_19.d_2.M_default	spneumo_pangenome_k32	0.6	local	19	2	default	0.17	0.01	0.16	99%	1616	0	0	0.20909
spneumo_pangenome_k32.r_0.6.S_local.k_19.d_2.M_ones	spneumo_pangenome_k32	0.6	local	19	2	ones	7.21	0.11	7.09	99%	72404	0	0	7.21798
spneumo_pangenome_k32.r_0.6.S_local.k_19.d_2.M_runs	spneumo_pangenome_k32	0.6	local	19	2	runs	20.09	0.13	19.92	99%	534428	38480	0	20.097357
spneumo_pangenome_k32.r_0.6.S_local.k_19.d_2.M_runsapprox	spneumo_pangenome_k32	0.6	local	19	2	runsapprox	12.81	0.19	12.61	99%	534428	0	0	12.823828
spneumo_pangenome_k32.r_0.7.S_local.k_19.d_2.M_default	spneumo_pangenome_k32	0.7	local	19	2	default	0.17	0.00	0.17	99%	1616	0	0	0.2108
spneumo_pangenome_k32.r_0.7.S_local.k_19.d_2.M_ones	spneumo_pangenome_k32	0.7	local	19	2	ones	7.34	0.05	7.28	99%	72284	0	0	7.351442
spneumo_pangenome_k32.r_0.7.S_local.k_19.d_2.M_runs	spneumo_pangenome_k32	0.7	local	19	2	runs	15.86	0.22	15.61	99%	552776	32448	0	15.869436
spneumo_pangenome_k32.r_0.7.S_local.k_19.d_2.M_runsapprox	spneumo_pangenome_k32	0.7	local	19	2	runsapprox	14.64	0.47	14.14	99%	552400	0	0	14.649107
spneumo_pangenome_k32.r_0.8.S_local.k_19.d_2.M_default	spneumo_pangenome_k32	0.8	local	19	2	default	0.14	0.00	0.14	98%	1616	0	0	0.173432
spneumo_pangenome_k32.r_0.8.S_local.k_19.d_2.M_ones	spneumo_pangenome_k32	0.8	local	19	2	ones	7.09	0.04	7.04	99%	72488	0	0	7.097371
spneumo_pangenome_k32.r_0.8.S_local.k_19.d_2.M_runs	spneumo_pangenome_k32	0.8	local	19	2	runs	12.57	0.23	12.30	99%	595596	26552	0	12.583366
spneumo_pangenome_k32.r_0.8.S_local.k_19.d_2.M_runsapprox	spneumo_pangenome_k32	0.8	local	19	2	runsapprox	14.04	0.53	13.49	99%	595632	0	0	14.045677
spneumo_pangenome_k32.r_0.9.S_local.k_19.d_2.M_default	spneumo_pangenome_k32	0.9	local	19	2	default	0.10	0.00	0.10	100%	1616	0	0	0.124239
spneumo_pangenome_k32.r_0.9.S_local.k_19.d_2.M_ones	spneumo_pangenome_k32	0.9	local	19	2	ones	4.89	0.11	4.77	99%	140996	0	0	4.896607
spneumo_pangenome_k32.r_0.9.S_local.k_19.d_2.M_runs	spneumo_pangenome_k32	0.9	local	19	2	runs	10.59	0.35	10.20	99%	840744	22096	0	10.598709
spneumo_pangenome_k32.r_0.9.S_local.k_19.d_2.M_runsapprox	spneumo_pangenome_k32	0.9	local	19	2	runsapprox	11.37	0.59	10.76	99%	839380	0	0	11.375136
spneumo_pangenome_k32.r_1.0.S_local.k_19.d_2.M_default	spneumo_pangenome_k32	1.0	local	19	2	default	0.10	0.00	0.09	98%	1616	0	0	0.119648
spneumo_pangenome_k32.r_1.0.S_local.k_19.d_2.M_ones	spneumo_pangenome_k32	1.0	local	19	2	ones	4.62	0.09	4.52	99%	141064	0	0	4.630082
spneumo_pangenome_k32.r_1.0.S_local.k_19.d_2.M_runs	spneumo_pangenome_k32	1.0	local	19	2	runs	9.63	0.31	9.28	99%	884208	20344	0	9.639654
spneumo_pangenome_k32.r_1.0.S_local.k_19.d_2.M_runsapprox	spneumo_pangenome_k32	1.0	local	19	2	runsapprox	11.59	0.58	10.99	99%	882416	0	0	11.597401
spneumo_pangenome_k32.r_0.000000001.S_local.k_19.d_3.M_default	spneumo_pangenome_k32	0.000000001	local	19	3	default	0.00	0.00	0.00	100%	1332	0	0	0.00816
spneumo_pangenome_k32.r_0.000000001.S_local.k_19.d_3.M_ones	spneumo_pangenome_k32	0.000000001	local	19	3	ones	0.00	0.00	0.00	66%	4056	0	0	0.005678
spneumo_pangenome_k32.r_0.000000001.S_local.k_19.d_3.M_runs	spneumo_pangenome_k32	0.000000001	local	19	3	runs	0.00	0.00	0.00	66%	4232	0	0	0.008922
spneumo_pangenome_k32.r_0.000000001.S_local.k_19.d_3.M_runsapprox	spneumo_pangenome_k32	0.000000001	local	19	3	runsapprox	0.00	0.00	0.00	80%	4232	0	0	0.008864
spneumo_pangenome_k32.r_0.0001.S_local.k_19.d_3.M_default	spneumo_pangenome_k32	0.0001	local	19	3	default	0.00	0.00	0.00	66%	1348	0	0	0.008744
spneumo_pangenome_k32.r_0.0001.S_local.k_19.d_3.M_ones	spneumo_pangenome_k32	0.0001	local	19	3	ones	0.00	0.00	0.00	100%	4068	0	0	0.008033
spneumo_pangenome_k32.r_0.0001.S_local.k_19.d_3.M_runs	spneumo_pangenome_k32	0.0001	local	19	3	runs	0.00	0.00	0.00	87%	4324	0	0	0.012479
spneumo_pangenome_k32.r_0.0001.S_local.k_19.d_3.M_runsapprox	spneumo_pangenome_k32	0.0001	local	19	3	runsapprox	0.00	0.00	0.00	88%	4324	0	0	0.012923
spneumo_pangenome_k32.r_0.001.S_local.k_19.d_3.M_default	spneumo_pangenome_k32	0.001	local	19	3	default	0.00	0.00	0.00	100%	1412	0	0	0.008452
spneumo_pangenome_k32.r_0.001.S_local.k_19.d_3.M_ones	spneumo_pangenome_k32	0.001	local	19	3	ones	0.02	0.01	0.01	95%	4220	0	0	0.023829
spneumo_pangenome_k32.r_0.001.S_local.k_19.d_3.M_runs	spneumo_pangenome_k32	0.001	local	19	3	runs	0.05	0.00	0.04	77%	4984	280	0	0.055749
spneumo_pangenome_k32.r_0.001.S_local.k_19.d_3.M_runsapprox	spneumo_pangenome_k32	0.001	local	19	3	runsapprox	0.03	0.00	0.03	91%	4984	0	0	0.038736
spneumo_pangenome_k32.r_0.01.S_local.k_19.d_3.M_default	spneumo_pangenome_k32	0.01	local	19	3	default	0.01	0.00	0.01	100%	1612	0	0	0.024871
spneumo_pangenome_k32.r_0.01.S_local.k_19.d_3.M_ones	spneumo_pangenome_k32	0.01	local	19	3	ones	0.19	0.00	0.19	98%	5224	0	0	0.201511
spneumo_pangenome_k32.r_0.01.S_local.k_19.d_3.M_runs	spneumo_pangenome_k32	0.01	local	19	3	runs	0.37	0.00	0.34	92%	12844	2728	0	0.384447
spneumo_pangenome_k32.r_0.01.S_local.k_19.d_3.M_runsapprox	spneumo_pangenome_k32	0.01	local	19	3	runsapprox	0.30	0.01	0.27	99%	12844	0	0	0.302754
spneumo_pangenome_k32.r_0.05.S_local.k_19.d_3.M_default	spneumo_pangenome_k32	0.05	local	19	3	default	0.05	0.00	0.05	100%	1612	0	0	0.070822
spneumo_pangenome_k32.r_0.05.S_local.k_19.d_3.M_ones	spneumo_pangenome_k32	0.05	local	19	3	ones	0.92	0.01	0.90	99%	8416	0	0	0.926517
spneumo_pangenome_k32.r_0.05.S_local.k_19.d_3.M_runs	spneumo_pangenome_k32	0.05	local	19	3	runs	1.54	0.05	1.46	98%	43296	12144	0	1.552175
spneumo_pangenome_k32.r_0.05.S_local.k_19.d_3.M_runsapprox	spneumo_pangenome_k32	0.05	local	19	3	runsapprox	1.48	0.07	1.40	99%	42572	0	0	1.492029
spneumo_pangenome_k32.r_0.1.S_local.k_19.d_3.M_default	spneumo_pangenome_k32	0.1	local	19	3	default	0.11	0.00	0.11	99%	1612	0	0	0.134936
spneumo_pangenome_k32.r_0.1.S_local.k_19.d_3.M_ones	spneumo_pangenome_k32	0.1	local	19	3	ones	2.00	0.02	1.98	99%	12640	0	0	2.008389
spneumo_pangenome_k32.r_0.1.S_local.k_19.d_3.M_runs	spneumo_pangenome_k32	0.1	local	19	3	runs	3.02	0.08	2.91	99%	81928	20968	0	3.024499
spneumo_pangenome_k32.r_0.1.S_local.k_19.d_3.M_runsapprox	spneumo_pangenome_k32	0.1	local	19	3	runsapprox	3.00	0.15	2.83	99%	81620	0	0	3.007373
spneumo_pangenome_k32.r_0.2.S_local.k_19.d_3.M_default	spneumo_pangenome_k32	0.2	local	19	3	default	0.16	0.00	0.15	99%	1616	0	0	0.194349
spneumo_pangenome_k32.r_0.2.S_local.k_19.d_3.M_ones	spneumo_pangenome_k32	0.2	local	19	3	ones	5.63	0.02	5.60	99%	21088	0	0	5.642563
spneumo_pangenome_k32.r_0.2.S_local.k_19.d_3.M_runs	spneumo_pangenome_k32	0.2	local	19	3	runs	7.69	0.09	7.56	99%	158192	31016	0	7.694946
spneumo_pangenome_k32.r_0.2.S_local.k_19.d_3.M_runsapprox	spneumo_pangenome_k32	0.2	local	19	3	runsapprox	8.73	0.15	8.56	99%	158436	0	0	8.734561
spneumo_pangenome_k32.r_0.3.S_local.k_19.d_3.M_default	spneumo_pangenome_k32	0.3	local	19	3	default	0.18	0.00	0.17	99%	1616	0	0	0.211589
spneumo_pangenome_k32.r_0.3.S_local.k_19.d_3.M_ones	spneumo_pangenome_k32	0.3	local	19	3	ones	5.54	0.04	5.49	99%	38200	0	0	5.547275
spneumo_pangenome_k32.r_0.3.S_local.k_19.d_3.M_runs	spneumo_pangenome_k32	0.3	local	19	3	runs	8.88	0.10	8.75	99%	269140	34072	0	8.890912
spneumo_pangenome_k32.r_0.3.S_local.k_19.d_3.M_runsapprox	spneumo_pangenome_k32	0.3	local	19	3	runsapprox	9.46	0.17	9.27	99%	269140	0	0	9.464422
spneumo_pangenome_k32.r_0.4.S_local.k_19.d_3.M_default	spneumo_pangenome_k32	0.4	local	19	3	default	0.16	0.00	0.16	99%	1616	0	0	0.193934
spneumo_pangenome_k32.r_0.4.S_local.k_19.d_3.M_ones	spneumo_pangenome_k32	0.4	local	19	3	ones	7.06	0.04	7.00	99%	38200	0	0	7.069339
spneumo_pangenome_k32.r_0.4.S_local.k_19.d_3.M_runs	spneumo_pangenome_k32	0.4	local	19	3	runs	15.89	0.29	15.57	99%	309732	32960	0	15.900769
spneumo_pangenome_k32.r_0.4.S_local.k_19.d_3.M_runsapprox	spneumo_pangenome_k32	0.4	local	19	3	runsapprox	12.45	0.19	12.24	99%	309684	0	0	12.45677
spneumo_pangenome_k32.r_0.5.S_local.k_19.d_3.M_default	spneumo_pangenome_k32	0.5	local	19	3	default	0.14	0.00	0.14	100%	1616	0	0	0.171288
spneumo_pangenome_k32.r_0.5.S_local.k_19.d_3.M_ones	spneumo_pangenome_k32	0.5	local	19	3	ones	4.76	0.01	4.74	99%	72260	0	0	4.766934
spneumo_pangenome_k32.r_0.5.S_local.k_19.d_3.M_runs	spneumo_pangenome_k32	0.5	local	19	3	runs	10.48	0.20	10.24	99%	457564	29792	0	10.487181
spneumo_pangenome_k32.r_0.5.S_local.k_19.d_3.M_runsapprox	spneumo_pangenome_k32	0.5	local	19	3	runsapprox	10.43	0.42	9.99	99%	456800	0	0	10.436061
spneumo_pangenome_k32.r_0.6.S_local.k_19.d_3.M_default	spneumo_pangenome_k32	0.6	local	19	3	default	0.14	0.01	0.12	98%	1616	0	0	0.16599
spneumo_pangenome_k32.r_0.6.S_local.k_19.d_3.M_ones	spneumo_pangenome_k32	0.6	local	19	3	ones	4.70	0.10	4.59	99%	72488	0	0	4.707634
spneumo_pangenome_k32.r_0.6.S_local.k_19.d_3.M_runs	spneumo_pangenome_k32	0.6	local	19	3	runs	9.49	0.19	9.27	99%	534132	26160	0	9.501525
spneumo_pangenome_k32.r_0.6.S_local.k_19.d_3.M_runsapprox	spneumo_pangenome_k32	0.6	local	19	3	runsapprox	9.71	0.42	9.28	99%	534132	0	0	9.721646
spneumo_pangenome_k32.r_0.7.S_local.k_19.d_3.M_default	spneumo_pangenome_k32	0.7	local	19	3	default	0.11	0.00	0.10	99%	1616	0	0	0.134323
spneumo_pangenome_k32.r_0.7.S_local.k_19.d_3.M_ones	spneumo_pangenome_k32	0.7	local	19	3	ones	4.63	0.06	4.56	99%	72260	0	0	4.643532
spneumo_pangenome_k32.r_0.7.S_local.k_19.d_3.M_runs	spneumo_pangenome_k32	0.7	local	19	3	runs	10.80	0.40	10.35	99%	552480	23032	0	10.803115
spneumo_pangenome_k32.r_0.7.S_local.k_19.d_3.M_runsapprox	spneumo_pangenome_k32	0.7	local	19	3	runsapprox	10.83	0.51	10.31	99%	550180	0	0	10.839304
spneumo_pangenome_k32.r_0.8.S_local.k_19.d_3.M_default	spneumo_pangenome_k32	0.8	local	19	3	default	0.11	0.00	0.11	100%	1616	0	0	0.1368
spneumo_pangenome_k32.r_0.8.S_local.k_19.d_3.M_ones	spneumo_pangenome_k32	0.8	local	19	3	ones	4.57	0.05	4.51	99%	72488	0	0	4.575281
spneumo_pangenome_k32.r_0.8.S_local.k_19.d_3.M_runs	spneumo_pangenome_k32	0.8	local	19	3	runs	9.30	0.22	9.04	99%	595604	20976	0	9.306321
spneumo_pangenome_k32.r_0.8.S_local.k_19.d_3.M_runsapprox	spneumo_pangenome_k32	0.8	local	19	3	runsapprox	9.22	0.22	8.98	99%	595604	0	0	9.224976
spneumo_pangenome_k32.r_0.9.S_local.k_19.d_3.M_default	spneumo_pangenome_k32	0.9	local	19	3	default	0.10	0.00	0.10	98%	1616	0	0	0.127184
spneumo_pangenome_k32.r_0.9.S_local.k_19.d_3.M_ones	spneumo_pangenome_k32	0.9	local	19	3	ones	4.61	0.11	4.49	99%	141064	0	0	4.619192
spneumo_pangenome_k32.r_0.9.S_local.k_19.d_3.M_runs	spneumo_pangenome_k32	0.9	local	19	3	runs	9.47	0.28	9.16	99%	841128	20056	0	9.48064
spneumo_pangenome_k32.r_0.9.S_local.k_19.d_3.M_runsapprox	spneumo_pangenome_k32	0.9	local	19	3	runsapprox	9.96	0.59	9.35	99%	840972	0	0	9.967115
spneumo_pangenome_k32.r_1.0.S_local.k_19.d_3.M_default	spneumo_pangenome_k32	1.0	local	19	3	default	0.09	0.00	0.08	98%	1616	0	0	0.107234
spneumo_pangenome_k32.r_1.0.S_local.k_19.d_3.M_ones	spneumo_pangenome_k32	1.0	local	19	3	ones	3.64	0.04	3.59	99%	141068	0	0	3.645562
spneumo_pangenome_k32.r_1.0.S_local.k_19.d_3.M_runs	spneumo_pangenome_k32	1.0	local	19	3	runs	8.78	0.21	8.53	99%	884788	19888	0	8.789604
spneumo_pangenome_k32.r_1.0.S_local.k_19.d_3.M_runsapprox	spneumo_pangenome_k32	1.0	local	19	3	runsapprox	10.45	0.75	9.68	99%	884700	0	0	10.453875
spneumo_pangenome_k32.r_0.000000001.S_local.k_19.d_4.M_default	spneumo_pangenome_k32	0.000000001	local	19	4	default	0.00	0.00	0.00	100%	1332	0	0	0.008341
spneumo_pangenome_k32.r_0.000000001.S_local.k_19.d_4.M_ones	spneumo_pangenome_k32	0.000000001	local	19	4	ones	0.00	0.00	0.00	80%	4056	0	0	0.009375
spneumo_pangenome_k32.r_0.000000001.S_local.k_19.d_4.M_runs	spneumo_pangenome_k32	0.000000001	local	19	4	runs	0.00	0.00	0.00	50%	4232	0	0	0.00727
spneumo_pangenome_k32.r_0.000000001.S_local.k_19.d_4.M_runsapprox	spneumo_pangenome_k32	0.000000001	local	19	4	runsapprox	0.00	0.00	0.00	100%	4232	0	0	0.005885
spneumo_pangenome_k32.r_0.0001.S_local.k_19.d_4.M_default	spneumo_pangenome_k32	0.0001	local	19	4	default	0.00	0.00	0.00	66%	1348	0	0	0.00912
spneumo_pangenome_k32.r_0.0001.S_local.k_19.d_4.M_ones	spneumo_pangenome_k32	0.0001	local	19	4	ones	0.00	0.00	0.00	100%	4068	0	0	0.009375
spneumo_pangenome_k32.r_0.0001.S_local.k_19.d_4.M_runs	spneumo_pangenome_k32	0.0001	local	19	4	runs	0.00	0.00	0.00	87%	4324	0	0	0.013218
spneumo_pangenome_k32.r_0.0001.S_local.k_19.d_4.M_runsapprox	spneumo_pangenome_k32	0.0001	local	19	4	runsapprox	0.00	0.00	0.00	85%	4324	0	0	0.010396
spneumo_pangenome_k32.r_0.001.S_local.k_19.d_4.M_default	spneumo_pangenome_k32	0.001	local	19	4	default	0.00	0.00	0.00	80%	1412	0	0	0.010811
spneumo_pangenome_k32.r_0.001.S_local.k_19.d_4.M_ones	spneumo_pangenome_k32	0.001	local	19	4	ones	0.02	0.00	0.02	96%	4220	0	0	0.030271
spneumo_pangenome_k32.r_0.001.S_local.k_19.d_4.M_runs	spneumo_pangenome_k32	0.001	local	19	4	runs	0.05	0.00	0.03	69%	4984	280	0	0.056359
spneumo_pangenome_k32.r_0.001.S_local.k_19.d_4.M_runsapprox	spneumo_pangenome_k32	0.001	local	19	4	runsapprox	0.03	0.00	0.02	100%	4984	0	0	0.034677
spneumo_pangenome_k32.r_0.01.S_local.k_19.d_4.M_default	spneumo_pangenome_k32	0.01	local	19	4	default	0.01	0.00	0.00	92%	1616	0	0	0.021349
spneumo_pangenome_k32.r_0.01.S_local.k_19.d_4.M_ones	spneumo_pangenome_k32	0.01	local	19	4	ones	0.18	0.00	0.17	98%	5224	0	0	0.190066
spneumo_pangenome_k32.r_0.01.S_local.k_19.d_4.M_runs	spneumo_pangenome_k32	0.01	local	19	4	runs	0.37	0.01	0.34	95%	12844	2696	0	0.376281
spneumo_pangenome_k32.r_0.01.S_local.k_19.d_4.M_runsapprox	spneumo_pangenome_k32	0.01	local	19	4	runsapprox	0.29	0.01	0.27	100%	12844	0	0	0.297581
spneumo_pangenome_k32.r_0.05.S_local.k_19.d_4.M_default	spneumo_pangenome_k32	0.05	local	19	4	default	0.06	0.00	0.06	100%	1616	0	0	0.080268
spneumo_pangenome_k32.r_0.05.S_local.k_19.d_4.M_ones	spneumo_pangenome_k32	0.05	local	19	4	ones	0.85	0.01	0.84	99%	8416	0	0	0.860129
spneumo_pangenome_k32.r_0.05.S_local.k_19.d_4.M_runs	spneumo_pangenome_k32	0.05	local	19	4	runs	1.48	0.04	1.40	97%	43296	11600	0	1.485852
spneumo_pangenome_k32.r_0.05.S_local.k_19.d_4.M_runsapprox	spneumo_pangenome_k32	0.05	local	19	4	runsapprox	1.66	0.03	1.62	99%	43296	0	0	1.670155
spneumo_pangenome_k32.r_0.1.S_local.k_19.d_4.M_default	spneumo_pangenome_k32	0.1	local	19	4	default	0.08	0.00	0.08	100%	1612	0	0	0.106795
spneumo_pangenome_k32.r_0.1.S_local.k_19.d_4.M_ones	spneumo_pangenome_k32	0.1	local	19	4	ones	2.14	0.01	2.11	99%	12640	0	0	2.147584
spneumo_pangenome_k32.r_0.1.S_local.k_19.d_4.M_runs	spneumo_pangenome_k32	0.1	local	19	4	runs	2.85	0.07	2.76	99%	81916	19232	0	2.858709
spneumo_pangenome_k32.r_0.1.S_local.k_19.d_4.M_runsapprox	spneumo_pangenome_k32	0.1	local	19	4	runsapprox	2.86	0.07	2.78	99%	81600	0	0	2.866619
spneumo_pangenome_k32.r_0.2.S_local.k_19.d_4.M_default	spneumo_pangenome_k32	0.2	local	19	4	default	0.14	0.01	0.13	99%	1616	0	0	0.179414
spneumo_pangenome_k32.r_0.2.S_local.k_19.d_4.M_ones	spneumo_pangenome_k32	0.2	local	19	4	ones	4.10	0.02	4.07	99%	21088	0	0	4.105294
spneumo_pangenome_k32.r_0.2.S_local.k_19.d_4.M_runs	spneumo_pangenome_k32	0.2	local	19	4	runs	7.09	0.18	6.88	99%	158776	26560	0	7.100028
spneumo_pangenome_k32.r_0.2.S_local.k_19.d_4.M_runsapprox	spneumo_pangenome_k32	0.2	local	19	4	runsapprox	7.92	0.13	7.77	99%	158164	0	0	7.927666
spneumo_pangenome_k32.r_0.3.S_local.k_19.d_4.M_default	spneumo_pangenome_k32	0.3	local	19	4	default	0.15	0.01	0.14	99%	1616	0	0	0.17784
spneumo_pangenome_k32.r_0.3.S_local.k_19.d_4.M_ones	spneumo_pangenome_k32	0.3	local	19	4	ones	4.29	0.02	4.26	99%	37988	0	0	4.296826
spneumo_pangenome_k32.r_0.3.S_local.k_19.d_4.M_runs	spneumo_pangenome_k32	0.3	local	19	4	runs	8.88	0.21	8.63	99%	269112	27736	0	8.887117
spneumo_pangenome_k32.r_0.3.S_local.k_19.d_4.M_runsapprox	spneumo_pangenome_k32	0.3	local	19	4	runsapprox	7.27	0.13	7.13	99%	269112	0	0	7.27983
spneumo_pangenome_k32.r_0.4.S_local.k_19.d_4.M_default	spneumo_pangenome_k32	0.4	local	19	4	default	0.14	0.00	0.14	100%	1616	0	0	0.165895
spneumo_pangenome_k32.r_0.4.S_local.k_19.d_4.M_ones	spneumo_pangenome_k32	0.4	local	19	4	ones	4.29	0.02	4.26	99%	37988	0	0	4.296172
spneumo_pangenome_k32.r_0.4.S_local.k_19.d_4.M_runs	spneumo_pangenome_k32	0.4	local	19	4	runs	12.38	0.23	12.11	99%	310080	26128	0	12.391613
spneumo_pangenome_k32.r_0.4.S_local.k_19.d_4.M_runsapprox	spneumo_pangenome_k32	0.4	local	19	4	runsapprox	10.84	0.35	10.47	99%	309892	0	0	10.848295
spneumo_pangenome_k32.r_0.5.S_local.k_19.d_4.M_default	spneumo_pangenome_k32	0.5	local	19	4	default	0.13	0.00	0.12	99%	1616	0	0	0.150621
spneumo_pangenome_k32.r_0.5.S_local.k_19.d_4.M_ones	spneumo_pangenome_k32	0.5	local	19	4	ones	4.48	0.06	4.41	99%	72488	0	0	4.492485
spneumo_pangenome_k32.r_0.5.S_local.k_19.d_4.M_runs	spneumo_pangenome_k32	0.5	local	19	4	runs	7.70	0.12	7.55	99%	457012	23760	0	7.706241
spneumo_pangenome_k32.r_0.5.S_local.k_19.d_4.M_runsapprox	spneumo_pangenome_k32	0.5	local	19	4	runsapprox	8.86	0.35	8.49	99%	456908	0	0	8.863589
spneumo_pangenome_k32.r_0.6.S_local.k_19.d_4.M_default	spneumo_pangenome_k32	0.6	local	19	4	default	0.12	0.00	0.11	100%	1616	0	0	0.140202
spneumo_pangenome_k32.r_0.6.S_local.k_19.d_4.M_ones	spneumo_pangenome_k32	0.6	local	19	4	ones	4.11	0.10	4.00	99%	72348	0	0	4.119685
spneumo_pangenome_k32.r_0.6.S_local.k_19.d_4.M_runs	spneumo_pangenome_k32	0.6	local	19	4	runs	10.72	0.37	10.31	99%	534312	21736	0	10.729706
spneumo_pangenome_k32.r_0.6.S_local.k_19.d_4.M_runsapprox	spneumo_pangenome_k32	0.6	local	19	4	runsapprox	9.55	0.46	9.07	99%	534312	0	0	9.555382
spneumo_pangenome_k32.r_0.7.S_local.k_19.d_4.M_default	spneumo_pangenome_k32	0.7	local	19	4	default	0.09	0.00	0.09	98%	1616	0	0	0.11692
spneumo_pangenome_k32.r_0.7.S_local.k_19.d_4.M_ones	spneumo_pangenome_k32	0.7	local	19	4	ones	3.59	0.03	3.55	99%	72260	0	0	3.600891
spneumo_pangenome_k32.r_0.7.S_local.k_19.d_4.M_runs	spneumo_pangenome_k32	0.7	local	19	4	runs	8.14	0.25	7.86	99%	552732	20416	0	8.147833
spneumo_pangenome_k32.r_0.7.S_local.k_19.d_4.M_runsapprox	spneumo_pangenome_k32	0.7	local	19	4	runsapprox	8.90	0.36	8.52	99%	552064	0	0	8.906878
spneumo_pangenome_k32.r_0.8.S_local.k_19.d_4.M_default	spneumo_pangenome_k32	0.8	local	19	4	default	0.09	0.00	0.09	100%	1616	0	0	0.113826
spneumo_pangenome_k32.r_0.8.S_local.k_19.d_4.M_ones	spneumo_pangenome_k32	0.8	local	19	4	ones	4.13	0.04	4.08	99%	72344	0	0	4.140112
spneumo_pangenome_k32.r_0.8.S_local.k_19.d_4.M_runs	spneumo_pangenome_k32	0.8	local	19	4	runs	9.04	0.22	8.79	99%	596000	19832	0	9.053519
spneumo_pangenome_k32.r_0.8.S_local.k_19.d_4.M_runsapprox	spneumo_pangenome_k32	0.8	local	19	4	runsapprox	10.94	0.61	10.31	99%	596236	0	0	10.948902
spneumo_pangenome_k32.r_0.9.S_local.k_19.d_4.M_default	spneumo_pangenome_k32	0.9	local	19	4	default	0.09	0.00	0.08	100%	1616	0	0	0.113989
spneumo_pangenome_k32.r_0.9.S_local.k_19.d_4.M_ones	spneumo_pangenome_k32	0.9	local	19	4	ones	4.70	0.17	4.53	99%	140996	0	0	4.71301
spneumo_pangenome_k32.r_0.9.S_local.k_19.d_4.M_runs	spneumo_pangenome_k32	0.9	local	19	4	runs	9.14	0.24	8.88	99%	841504	19688	0	9.145791
spneumo_pangenome_k32.r_0.9.S_local.k_19.d_4.M_runsapprox	spneumo_pangenome_k32	0.9	local	19	4	runsapprox	10.02	0.53	9.47	99%	840232	0	0	10.030827
spneumo_pangenome_k32.r_1.0.S_local.k_19.d_4.M_default	spneumo_pangenome_k32	1.0	local	19	4	default	0.08	0.01	0.07	98%	1616	0	0	0.103575
spneumo_pangenome_k32.r_1.0.S_local.k_19.d_4.M_ones	spneumo_pangenome_k32	1.0	local	19	4	ones	4.18	0.14	4.03	99%	141056	0	0	4.185922
spneumo_pangenome_k32.r_1.0.S_local.k_19.d_4.M_runs	spneumo_pangenome_k32	1.0	local	19	4	runs	9.19	0.29	8.88	99%	885432	19704	0	9.200924
spneumo_pangenome_k32.r_1.0.S_local.k_19.d_4.M_runsapprox	spneumo_pangenome_k32	1.0	local	19	4	runsapprox	9.71	0.47	9.22	99%	885360	0	0	9.715749
spneumo_pangenome_k32.r_0.000000001.S_local.k_19.d_5.M_default	spneumo_pangenome_k32	0.000000001	local	19	5	default	0.00	0.00	0.00	50%	1332	0	0	0.007467
spneumo_pangenome_k32.r_0.000000001.S_local.k_19.d_5.M_ones	spneumo_pangenome_k32	0.000000001	local	19	5	ones	0.00	0.00	0.00	66%	4056	0	0	0.006719
spneumo_pangenome_k32.r_0.000000001.S_local.k_19.d_5.M_runs	spneumo_pangenome_k32	0.000000001	local	19	5	runs	0.00	0.00	0.00	80%	4232	0	0	0.008625
spneumo_pangenome_k32.r_0.000000001.S_local.k_19.d_5.M_runsapprox	spneumo_pangenome_k32	0.000000001	local	19	5	runsapprox	0.00	0.00	0.00	100%	4232	0	0	0.006973
spneumo_pangenome_k32.r_0.0001.S_local.k_19.d_5.M_default	spneumo_pangenome_k32	0.0001	local	19	5	default	0.00	0.00	0.00	50%	1348	0	0	0.006912
spneumo_pangenome_k32.r_0.0001.S_local.k_19.d_5.M_ones	spneumo_pangenome_k32	0.0001	local	19	5	ones	0.00	0.00	0.00	100%	4068	0	0	0.009885
spneumo_pangenome_k32.r_0.0001.S_local.k_19.d_5.M_runs	spneumo_pangenome_k32	0.0001	local	19	5	runs	0.00	0.00	0.00	77%	4324	0	0	0.012868
spneumo_pangenome_k32.r_0.0001.S_local.k_19.d_5.M_runsapprox	spneumo_pangenome_k32	0.0001	local	19	5	runsapprox	0.00	0.00	0.00	88%	4324	0	0	0.012688
spneumo_pangenome_k32.r_0.001.S_local.k_19.d_5.M_default	spneumo_pangenome_k32	0.001	local	19	5	default	0.00	0.00	0.00	80%	1412	0	0	0.011105
spneumo_pangenome_k32.r_0.001.S_local.k_19.d_5.M_ones	spneumo_pangenome_k32	0.001	local	19	5	ones	0.03	0.00	0.02	96%	4220	0	0	0.033915
spneumo_pangenome_k32.r_0.001.S_local.k_19.d_5.M_runs	spneumo_pangenome_k32	0.001	local	19	5	runs	0.03	0.00	0.03	92%	4984	280	0	0.042637
spneumo_pangenome_k32.r_0.001.S_local.k_19.d_5.M_runsapprox	spneumo_pangenome_k32	0.001	local	19	5	runsapprox	0.03	0.00	0.03	96%	4984	0	0	0.035939
